© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
WNT/SHH Axonal Guidance Signaling Pathway	3.8E00	8.05E-02	-1.732	ADCY4,CAMK2D,FZD6,GSK3B,ITPR1,LEF1,LYN,PIK3C2A,PIK3CB,PIK3R3,SEMA3C,Tcf7	
Estrogen Receptor Signaling	3.72E00	5.38E-02	-4.146	ADCY4,AKT3,CACNA1A,CAV1,EIF2B4,FOS,GNAQ,GSK3B,HIF1A,JUN,MMP28,NCOA1,NOS3,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,SHE	
Corticotropin Releasing Hormone Signaling	3.72E00	7.89E-02	-2.530	ADCY4,BRAF,CACNA1A,FOS,GNAQ,ITPR1,JUN,JUND,MEF2C,NOS3,PRKCB,PRKCH	
Factors Promoting Cardiogenesis in Vertebrates	3.69E00	7.84E-02	-2.887	BMPR2,CAMK2D,FZD6,GSK3B,LEF1,MEF2C,NOTUM,PLCB1,PRKCB,PRKCH,Tcf7,TGFB2	
PI3K/AKT Signaling	3.69E00	7E-02	-0.333	AKT3,GAB2,GHR,GSK3B,IFNAR1,INPP5F,ITGA1,LIMS1,MAP3K8,NOS3,PIK3CB,PIK3R3,PPP2R3A,RRAS2	
Gα12/13 Signaling	3.63E00	8.27E-02	-2.111	AKT3,CDH2,JUN,LPAR6,MEF2C,PIK3C2A,PIK3CB,PIK3R3,PTK2,RASA1,RRAS2	
Extra-nuclear estrogen signaling	3.61E00	1.1E-01	-2.828	AKT3,CAV1,FOS,HBEGF,NOS3,PIK3R3,PTK2,TGFA	
Non-Small Cell Lung Cancer Signaling	3.54E00	9.57E-02	-2.646	AKT3,HDAC7,HDAC8,ITPR1,PIK3C2A,PIK3CB,PIK3R3,RRAS2,TGFA	
Metabolism of nitric oxide: NOS3 activation and regulation	3.53E00	2.67E-01	-2.000	CAV1,DDAH1,DDAH2,NOS3	
Prolactin Signaling	3.5E00	9.47E-02	-3.000	FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,STAT3	
IL-13 Signaling Pathway	3.5E00	8.62E-02	-3.162	AKT3,HBEGF,JUN,LYN,MAOA,PIK3C2A,PIK3CB,PIK3R3,STAT3,TGFB2	
Reelin Signaling in Neurons	3.49E00	7.97E-02	-2.530	AKT3,ARHGEF2,ARHGEF28,ARHGEF5,CAMK2D,CDH2,GSK3B,LYN,PIK3C2A,PIK3CB,PIK3R3	
Leptin Signaling in Obesity	3.48E00	1.05E-01	-2.236	ADCY4,AKT3,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,STAT3	
GDNF Family Ligand-Receptor Interactions	3.48E00	1.05E-01	-2.449	FOS,ITPR1,JUN,PIK3C2A,PIK3CB,PIK3R3,RASA1,RRAS2	
Integrin Signaling	3.43E00	6.6E-02	-2.887	AKT3,BRAF,CAV1,GSK3B,ITGA1,LIMS1,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PTK2,RHOBTB1,RRAS2,TSPAN5	
Orexin Signaling Pathway	3.41E00	6.3E-02	-3.873	ADCY4,AKT3,ATP6V1A,CACNA1A,GNAQ,HIF1A,ITPR1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRDM16,PRKCB,PRKCH	
UVA-Induced MAPK Signaling	3.4E00	9.18E-02	-2.646	FOS,JUN,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,RPS6KA3,RRAS2	
Xenobiotic Metabolism Signaling	3.36E00	5.78E-02	NaN	ALDH2,CAMK2D,CHST11,GSTT2/GSTT2B,HS3ST1,MAOA,MAOB,MAP3K3,MAP3K8,NCOA1,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,PRKCB,PRKCH,RRAS2	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	3.3E00	6.15E-02	0.535	AKT3,BMPR2,CTSC,FZD6,GSK3B,LEF1,MMP28,PIK3C2A,PIK3CB,PIK3R3,SMURF2,STAT3,Tcf7,TGFB2,TNFSF10	
IL-2 Signaling	3.3E00	1.13E-01	-2.449	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
Signaling by NTRK1 (TRKA)	3.3E00	9.88E-02	-2.828	AP2A2,BRAF,DNM3,DUSP7,MEF2C,PIK3CB,RPS6KA3,STAT3	
Chemokine Signaling	3.3E00	9.88E-02	-2.828	CAMK2D,FOS,GNAQ,JUN,PLCB1,PRKCB,PTK2,RRAS2	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.26E00	9.76E-02	-2.828	AKT3,GAB2,PIK3C2A,PIK3CB,PIK3R3,RPS6KA3,RRAS2,STAT3	
Ribonucleotide Reductase Signaling Pathway	3.25E00	7.02E-02	-2.309	AKT3,ARID2,BRAF,BRD7,BTRC,FOS,HIF1A,JUN,PIK3C2A,PIK3CB,PIK3R3,STAT3	
IL-23 Signaling Pathway	3.24E00	1.3E-01	-2.449	AKT3,HIF1A,PIK3C2A,PIK3CB,PIK3R3,STAT3	
Pancreatic Adenocarcinoma Signaling	3.21E00	7.94E-02	-2.646	AKT3,HBEGF,HDAC7,HDAC8,PIK3C2A,PIK3CB,PIK3R3,STAT3,TGFA,TGFB2	
Ephrin A Signaling	3.19E00	1.28E-01	NaN	ADAM10,EPHA4,PIK3C2A,PIK3CB,PIK3R3,PTK2	
Endocannabinoid Developing Neuron Pathway	3.18E00	7.87E-02	-1.897	ADCY4,AKT3,BRAF,GSK3B,MAPK6,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
TCF dependent signaling in response to WNT	3.18E00	6.53E-02	-3.606	AXIN2,BTRC,CAV1,FZD6,GSK3B,LEF1,PSMC1,SMURF2,SOX13,SOX17,TLE4,USP34,ZNRF3	
ERB2-ERBB3 Signaling	3.17E00	1.08E-01	-1.633	GSK3B,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
NAD Signaling Pathway	3.16E00	7.28E-02	-2.111	AKT3,CLOCK,GSK3B,HIF1A,NAMPT,PDGFB,PIK3C2A,PIK3CB,PIK3R3,TGFA,TGFB2	
Adrenergic Receptor Signaling Pathway (Enhanced)	3.16E00	6.5E-02	-2.496	ADCY4,ATP6V1A,CACNA1A,GNAQ,ITPR1,MAOA,MAOB,NOTUM,PLCB1,PRKCB,PRKCH,TGFB2,TNFSF10	
LPS-stimulated MAPK Signaling	3.15E00	9.41E-02	-2.828	FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	3.14E00	1.56E-01	-2.236	AP2A2,Ap2b1,CAMK2D,MYO6,PRKCB	
FGF Signaling	3.12E00	9.3E-02	-2.828	AKT3,FGF13,FGFR2,ITPR1,PIK3C2A,PIK3CB,PIK3R3,STAT3	
Telomerase Signaling	3.09E00	8.33E-02	-1.890	AKT3,ETS1,HDAC7,HDAC8,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,RRAS2	
IL-17A Signaling in Fibroblasts	3.09E00	9.2E-02	-2.828	FN1,FOS,GSK3B,HIF1A,JUN,NFKBIZ,PRKCB,STAT3	
MAPK targets/ Nuclear events mediated by MAP kinases	3.08E00	1.52E-01	-2.236	DUSP7,FOS,JUN,MEF2C,RPS6KA3	
fMLP Signaling in Neutrophils	3.08E00	7.63E-02	-3.000	GNAQ,ITPR1,NFAT5,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2	
Tight Junction Signaling	3.05E00	6.67E-02	NaN	AKT3,ARHGEF2,CLDN5,CTNNA1,FOS,JUN,PPP2R3A,SAFB,TGFB2,TIAM1,TJP1,TJP2	
Melanoma Signaling	3.04E00	1.2E-01	-2.449	AKT3,BRAF,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
UVC-Induced MAPK Signaling	2.99E00	1.18E-01	-2.449	BRAF,FOS,JUN,PRKCB,PRKCH,RRAS2	
STAT3 Pathway	2.98E00	7.41E-02	-3.162	BMPR2,FGFR2,GHR,IFNAR1,KDR,PDGFB,RRAS2,STAT3,TGFA,TGFB2	
Osteoarthritis Pathway	2.97E00	5.93E-02	-2.111	BMPR2,CTNNA1,FN1,FZD6,HIF1A,HTRA1,ITGA1,LEF1,MEF2C,NAMPT,SIK3,SLC39A8,SMAD7,Tcf7	
Ceramide Signaling	2.96E00	8.79E-02	0.000	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,RRAS2	
RANK Signaling in Osteoclasts	2.96E00	8.79E-02	-2.828	AKT3,FOS,JUN,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3	
RAC Signaling	2.93E00	7.3E-02	-3.000	IQGAP1,ITGA1,JUN,PIK3C2A,PIK3CB,PIK3R3,PTK2,RRAS2,SH3RF1,TIAM1	
Prostate Cancer Signaling	2.93E00	7.89E-02	NaN	AKT3,GSK3B,HDAC7,HDAC8,LEF1,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
Melatonin Signaling	2.91E00	9.72E-02	-1.633	BRAF,CAMK2D,GNAQ,NOTUM,PLCB1,PRKCB,PRKCH	
mTOR Signaling	2.89E00	6.07E-02	-2.714	AKT3,HIF1A,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,PRKCB,PRKCH,PRR5L,RHOBTB1,RICTOR,RPS6KA3,RRAS2	
ERK/MAPK Signaling	2.87E00	6.05E-02	-2.887	BRAF,ETS1,FOS,ITGA1,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,PRKCB,PTK2,RAPGEF4,RRAS2,STAT3	
Putrescine Degradation III	2.86E00	1.82E-01	-2.000	ALDH2,MAOA,MAOB,SAT1	
trans-Golgi Network Vesicle Budding	2.84E00	9.46E-02	-2.646	AP1S2,AP3S1,CPD,GBF1,PIK3C2A,PUM1,TFRC	
ERK5 Signaling	2.84E00	9.46E-02	-2.646	FOS,GNAQ,MAP3K3,MAP3K8,MEF2C,RPS6KA3,RRAS2	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.83E00	6.28E-02	-2.714	AKT3,FOS,JUN,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,PPP2R3A,PRKCB,PRKCH,RHOBTB1	
Fc Epsilon RI Signaling	2.82E00	7.63E-02	-2.333	AKT3,INPP5F,LYN,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	2.82E00	7.63E-02	-3.000	ADCY4,CACNA1A,GNAQ,ITPR1,NOTUM,PLCB1,PRKCB,PRKCH,RAPGEF4	
Small Cell Lung Cancer Signaling	2.81E00	8.33E-02	-2.236	AKT3,HDAC7,HDAC8,MAX,PIK3C2A,PIK3CB,PIK3R3,PTK2	
TGF-β Signaling	2.81E00	8.33E-02	-0.816	BMPR2,FOS,JUN,RRAS2,SMAD7,SMURF2,TGFB2,ZFYVE9	
MSP-RON Signaling in Macrophages Pathway	2.8E00	7.56E-02	-2.333	FOS,GAB2,JUN,NFKBIZ,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
Xenobiotic Metabolism General Signaling Pathway	2.79E00	6.99E-02	-3.162	AKT3,GSTT2/GSTT2B,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
CREB Signaling in Neurons	2.79E00	4.28E-02	-5.000	ADCY4,ADGRE5,AKT3,BMPR2,CACNA1A,CAMK2D,FGFR2,FZD6,GHR,GNAQ,GPR155,GPR4,ITPR1,KDR,LPAR6,NOTUM,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2,TGFA,TGFB2	
CSDE1 Signaling Pathway	2.78E00	1.07E-01	-0.816	AKT3,FN1,FOS,PABPC1,PABPC4,PUM1	
Macropinocytosis Signaling	2.77E00	9.21E-02	-2.449	PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
p53 Signaling	2.75E00	8.16E-02	1.890	AKT3,GSK3B,HIF1A,JUN,PIK3C2A,PIK3CB,PIK3R3,PPP1R13B	
Gαq Signaling	2.74E00	6.47E-02	-3.162	AKT3,GNAQ,GSK3B,ITPR1,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RHOBTB1	
CNTF Signaling	2.74E00	1.05E-01	-2.449	PIK3C2A,PIK3CB,PIK3R3,RPS6KA3,RRAS2,STAT3	
Signaling by NOTCH1	2.7E00	8.97E-02	-2.646	ADAM10,HDAC7,HDAC8,HIF1A,NBEA,NUMB,TLE4	
NF-κB Activation by Viruses	2.7E00	8.97E-02	-2.646	AKT3,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	2.7E00	8.97E-02	NaN	FZD6,GSK3B,IFNAR1,LEF1,NCOA1,NCOA4,Tcf7	
Aldosterone Signaling in Epithelial Cells	2.7E00	6.4E-02	-3.000	DNAJC1,HSPA1A/HSPA1B,ITPR1,NOTUM,NR3C2,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH	
Synaptic Long Term Depression	2.7E00	6.06E-02	-2.887	CACNA1A,GNAQ,ITPR1,LYN,NOS3,NOTUM,PLCB1,PPP2R3A,PRKCB,PRKCH,PRKG1,RRAS2	
Cachexia Signaling Pathway	2.69E00	4.89E-02	-1.414	ADCY4,AKT3,BMPR2,EIF2B4,GSK3B,HSPA1A/HSPA1B,Hspa1b,MALAT1,MEF2C,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PSMC1,STAT3,TGFB2,TNFSF10	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	2.67E00	7.26E-02	-1.890	AKT3,BMPR2,FZD6,GSK3B,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
Polyamine Regulation in Colon Cancer	2.66E00	1.02E-01	-0.816	AKT3,BRAF,FOS,GSK3B,JUN,SAT1	
RNA Polymerase III Transcription	2.64E00	1.22E-01	-2.236	GTF3C3,NFIA,NFIC,NFIX,POU2F1	
PTEN Regulation	2.64E00	6.67E-02	-1.342	AKT3,CHD4,EZH2,GATAD2B,HDAC7,JUN,MECOM,PSMC1,SCMH1,WWP2	
Sperm Motility	2.62E00	5.45E-02	-2.646	CLK1,EPHA4,FGFR2,GNAQ,ITPR1,KDR,LYN,NOTUM,PLCB1,PRKCB,PRKCH,PRKG1,PTK2,TEK	
Breast Cancer Regulation by Stathmin1	2.6E00	4.21E-02	-3.400	ADGRE5,ARHGEF2,ARHGEF5,CAMK2D,FZD6,GNAQ,GPR155,GPR4,HIF1A,JUN,LPAR6,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PPP2R3A,PRKCB,PRKCH,RPS6KA3,RRAS2,STAT3,TGFA,TGFB2,TUBB	
PI Metabolism	2.58E00	8.54E-02	-2.646	INPP5F,PIK3C2A,PIK3CB,PIK3R3,PLEKHA1,PLEKHA5,PNPLA6	
Estrogen-Dependent Breast Cancer Signaling	2.58E00	8.54E-02	-2.646	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
TR/RXR Activation	2.58E00	7.03E-02	-3.000	AKT3,HIF1A,NCOA1,NCOA4,PIK3C2A,PIK3CB,PIK3R3,SLC16A2,STRBP	
G Beta Gamma Signaling	2.56E00	6.98E-02	-2.828	AKT3,CACNA1A,CAV1,GNAQ,HBEGF,ITPR1,PRKCB,PRKCH,RRAS2	
Signaling by SCF-KIT	2.55E00	1.16E-01	-2.236	GAB2,KITLG,LYN,PIK3R3,STAT3	
WNK Renal Signaling Pathway	2.54E00	7.55E-02	-2.121	AKT3,NR3C2,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,SLC12A6	
Clathrin-mediated endocytosis	2.53E00	6.92E-02	-3.000	AP2A2,Ap2b1,DNM3,EPN2,HBEGF,HIP1,PIK3C2A,TFRC,TGFA	
Relaxin Signaling	2.53E00	6.45E-02	-3.000	ADCY4,AKT3,BRAF,FOS,GNAQ,JUN,NOS3,PIK3C2A,PIK3CB,PIK3R3	
Melatonin Degradation II	2.52E00	5E-01	NaN	MAOA,MAOB	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	2.52E00	1.48E-01	-2.000	CLOCK,DBP,NAMPT,NCOA1	
Integrin signaling	2.52E00	1.48E-01	-2.000	FN1,PTK2,RAPGEF4,VWF	
SUMOylation of transcription cofactors	2.51E00	1.14E-01	-2.236	MRTFA,NCOA1,PIAS2,SAFB,SCMH1	
G-Protein Coupled Receptor Signaling	2.5E00	3.98E-02	-4.536	ADCY4,ADGRE5,AKT3,BRAF,CAMK2D,FOS,FZD6,GNAQ,GPR155,GPR4,GSK3B,JUN,LPAR6,MAP3K3,MAP3K8,MEF2C,MRTFA,NFAT5,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PTK2,RAPGEF4,RASA1,RRAS2,STAT3	
NRF2-mediated Oxidative Stress Response	2.5E00	5.49E-02	-1.890	DNAJC1,FOS,GSK3B,GSTT2/GSTT2B,JUN,JUND,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2,SQSTM1	
Signaling by Rho Family GTPases	2.47E00	5.24E-02	-3.317	ARHGEF2,ARHGEF5,CDH2,FOS,GNAQ,IQGAP1,ITGA1,JUN,PIK3C2A,PIK3CB,PIK3R3,PTK2,RDX,RHOBTB1	
Regulation of TP53 Activity through Association with Co-factors	2.45E00	2.14E-01	NaN	AKT3,PHF20,PPP1R13B	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	2.45E00	2.14E-01	NaN	ALDH2,MAOA,MAOB	
CCR3 Signaling in Eosinophils	2.45E00	6.72E-02	-2.646	GNAQ,ITPR1,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,RRAS2	
Interleukin-2 family signaling	2.42E00	1.09E-01	-2.236	GAB2,INPP5F,PIK3CB,PIK3R3,STAT3	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.42E00	9.09E-02	-1.633	AKT3,GSK3B,IFNAR1,PIK3C2A,PIK3CB,PIK3R3	
HEY1 Signaling Pathway	2.41E00	6.21E-02	-2.530	AKT3,BMPR2,HIF1A,MEF2C,MMP28,PIK3C2A,PIK3CB,PIK3R3,SMAD7,TGFB2	
Myogenesis	2.4E00	1.38E-01	-2.000	CDH2,CTNNA1,MEF2C,TCF12	
Actin Cytoskeleton Signaling	2.39E00	5.33E-02	-1.897	FGF13,FN1,IQGAP1,ITGA1,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PTK2,RDX,RRAS2,SSH2,TIAM1	
CD40 Signaling	2.38E00	8.96E-02	-2.449	FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,STAT3	
IL-17A Signaling in Airway Cells	2.38E00	8.96E-02	-2.236	AKT3,GSK3B,PIK3C2A,PIK3CB,PIK3R3,STAT3	
DHCR24 Signaling Pathway	2.38E00	6.57E-02	-2.333	AKT3,GSK3B,PDGFB,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
Platelet Adhesion to exposed collagen	2.36E00	2E-01	NaN	ITGA1,LYN,VWF	
ERBB4 Signaling	2.35E00	8.82E-02	-2.449	PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
Regulation of TP53 Activity through Acetylation	2.35E00	1.33E-01	-2.000	AKT3,BRD7,CHD4,GATAD2B	
Adipogenesis pathway	2.34E00	6.47E-02	0.333	BMPR2,CLOCK,EBF1,EZH2,FGFR2,FZD6,HDAC7,HDAC8,HIF1A	
RAR Activation	2.33E00	4.43E-02	-3.441	ADAM10,ADCY4,AKT3,ARID2,BMPR2,BRD7,CAMK2D,FOS,GNAQ,HIF1A,JUN,NCOA1,PIK3C2A,PIK3CB,PIK3R3,PRDM16,RHOBTB1,TGFB2,TNFSF10	
Cell Cycle: G1/S Checkpoint Regulation	2.32E00	8.7E-02	1.000	BTRC,GSK3B,HDAC7,HDAC8,MAX,TGFB2	
SPINK1 General Cancer Pathway	2.32E00	8.7E-02	-2.449	AKT3,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
Leukocyte Extravasation Signaling	2.32E00	5.7E-02	-3.162	CLDN5,CTNNA1,MMP28,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,PTK2,RAPGEF4,RDX	
Autism Signaling Pathway	2.31E00	4.87E-02	-2.840	AKT3,ALDH2,BRAF,CACNA1A,CAMK2D,FZD6,GSK3B,LEF1,PCCA,PIK3C2A,PIK3CB,PIK3R3,RRAS2,TGFB2,TNFSF10	
HMGB1 Signaling	2.3E00	5.99E-02	-2.828	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,RHOBTB1,RRAS2,TGFB2,TNFSF10	
Degradation of beta-catenin by the destruction complex	2.3E00	7.61E-02	-1.342	AXIN2,BTRC,GSK3B,LEF1,PSMC1,Tcf7,TLE4	
Signaling by CSF1 (M-CSF) in myeloid cells	2.29E00	1.29E-01	-2.000	GAB2,LYN,PIK3CB,STAT3	
Hereditary Breast Cancer Signaling	2.28E00	6.34E-02	NaN	AKT3,ARID2,BRD7,HDAC7,HDAC8,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
Neuregulin Signaling	2.28E00	6.84E-02	-2.646	AKT3,HBEGF,ITGA1,PIK3R3,PRKCB,PRKCH,RRAS2,TGFA	
FAT10 Cancer Signaling Pathway	2.27E00	1E-01	-1.342	AKT3,BMPR2,GSK3B,STAT3,TGFB2	
Natural Killer Cell Signaling	2.24E00	5.56E-02	-3.317	AKT3,HSPA1A/HSPA1B,Hspa1b,MAP3K3,MAP3K8,NFAT5,PIK3C2A,PIK3CB,PIK3R3,RRAS2,TNFSF10	
Oxytocin in Brain Signaling Pathway	2.22E00	5.53E-02	-3.317	AKT3,CACNA1A,GNAQ,ITPR1,MEF2C,PIK3C2A,PIK3CB,PIK3R3,PRKCB,PRKCH,RRAS2	
NGF Signaling	2.21E00	6.67E-02	-2.828	AKT3,MAP3K3,MAP3K8,PIK3C2A,PIK3CB,PIK3R3,RPS6KA3,RRAS2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.21E00	5.26E-02	NaN	AKT3,BMPR2,FOS,FZD6,GSK3B,JUN,LEF1,NFAT5,PIK3C2A,PIK3CB,PIK3R3,Tcf7	
Transcriptional regulation of pluripotent stem cells	2.2E00	1.76E-01	NaN	KLF4,PBX1,STAT3	
FOXO-mediated transcription of cell cycle genes	2.2E00	1.76E-01	NaN	BTG1,CAV1,KLF4	
Glioma Invasiveness Signaling	2.2E00	8.22E-02	-2.236	PIK3C2A,PIK3CB,PIK3R3,PTK2,RHOBTB1,RRAS2	
Apoptotic execution phase	2.19E00	9.62E-02	-2.236	LMNA,PLEC,PTK2,TJP1,TJP2	
Ephrin Receptor Signaling	2.17E00	5.45E-02	-2.449	ADAM10,AKT3,EPHA4,GNAQ,ITGA1,KALRN,PDGFB,PTK2,RASA1,RRAS2,STAT3	
Signaling by TGF-beta Receptor Complex	2.16E00	9.43E-02	-2.236	NEDD4L,SMAD7,SMURF2,TGFB2,ZFYVE9	
Melanocyte Development and Pigmentation Signaling	2.15E00	7.14E-02	-2.646	ADCY4,KITLG,PIK3C2A,PIK3CB,PIK3R3,RPS6KA3,RRAS2	
Inhibition of Angiogenesis by TSP1	2.15E00	1.18E-01	-2.000	AKT3,JUN,KDR,NOS3	
Dilated Cardiomyopathy Signaling Pathway	2.13E00	6E-02	-1.890	ADCY4,AKT3,CACNA1A,CAMK2D,GSK3B,ITPR1,LAMA4,LMNA,MAP3K3	
Semaphorin Neuronal Repulsive Signaling Pathway	2.13E00	6E-02	0.333	AKT3,GSK3B,ITGA1,NRP1,PIK3C2A,PIK3CB,PIK3R3,PRKG1,SEMA6A	
L1CAM interactions	2.11E00	6.4E-02	-2.828	ALCAM,AP2A2,DNM3,ITGA1,NRP1,NUMB,RDX,RPS6KA3	
Glutaminergic Receptor Signaling Pathway (Enhanced)	2.11E00	4.62E-02	-3.873	ADCY4,AKT3,CACNA1A,CAMK2D,GNAQ,ITPR1,NOTUM,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PRKCB,PRKCH,SLC38A2,TGFB2	
IL-9 Signaling	2.1E00	1.14E-01	-2.000	PIK3C2A,PIK3CB,PIK3R3,STAT3	
Superpathway of Inositol Phosphate Compounds	2.09E00	5.08E-02	-3.317	INPP5F,ITPKB,PIK3C2A,PIK3CB,PIK3R3,PLCB1,PPP1R13B,PPP2R3A,PTPRM,RASA1,SGPP2,SSH2	
Transcriptional regulation by RUNX1	2.09E00	5.92E-02	-3.000	ARID1B,ARID2,CLDN5,LMO2,PRKCB,PSMC1,SCMH1,TCF12,TJP1	
Intrinsic Pathway for Apoptosis	2.09E00	9.09E-02	-2.236	AKT3,NMT1,PPP1R13B,STAT3,UACA	
Interleukin-3, Interleukin-5 and GM-CSF signaling	2.09E00	9.09E-02	-2.236	GAB2,INPP5F,LYN,PIK3CB,PIK3R3	
Costimulation by the CD28 family	2.06E00	7.69E-02	-2.449	AKT3,LYN,MAP3K8,PIK3R3,PRR5L,RICTOR	
VDR/RXR Activation	2.06E00	7.69E-02	1.000	KLF4,NCOA1,PRKCB,PRKCH,TGFB2,THBD	
Neurotrophin/TRK Signaling	2.06E00	7.69E-02	-2.449	FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2	
IL-27 Signaling Pathway	2.05E00	6.25E-02	-2.121	AKT3,IFNAR1,IFNAR2,LPAR6,PIK3C2A,PIK3CB,PIK3R3,STAT3	
Integration of energy metabolism	2.04E00	6.8E-02	-2.449	ADCY4,CACNA1A,GNAQ,IQGAP1,ITPR1,PLCB1,RAPGEF4	
Ion channel transport	2.03E00	5.46E-02	-3.162	ATP11B,ATP11C,ATP2B1,ATP6V1A,ATP8A1,CAMK2D,CLCN3,NEDD4L,TRPM7,TTYH2	
Interleukin-1 family signaling	2.03E00	6.2E-02	-2.828	BTRC,MAP3K3,MAP3K8,NOD1,PSMC1,PTPN4,SQSTM1,STAT3	
IL-6 Signaling	2.03E00	6.2E-02	-2.828	AKT3,FOS,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2,STAT3	
Signaling by Hippo	2E00	1.5E-01	NaN	STK3,TJP1,TJP2	
Ceramide Biosynthesis	2E00	2.86E-01	NaN	DEGS2,SPTLC2	
Cancer Drug Resistance by Drug Efflux	1.99E00	8.62E-02	-2.236	AKT3,BRAF,PIK3CB,PIK3R3,RRAS2	
Ferroptosis Signaling Pathway	1.99E00	6.11E-02	-2.121	BRAF,NCOA4,RRAS2,SAT1,SLC39A8,SQSTM1,STAT3,TFRC	
Dopamine-DARPP32 Feedback in cAMP Signaling	1.99E00	5.38E-02	-3.162	ADCY4,CACNA1A,GNAQ,ITPR1,NOTUM,PLCB1,PPP2R3A,PRKCB,PRKCH,PRKG1	
Synaptic Long Term Potentiation	1.97E00	6.06E-02	-2.828	CAMK2D,GNAQ,ITPR1,NOTUM,PLCB1,PRKCB,PRKCH,RRAS2	
IL-17 Signaling	1.97E00	5.35E-02	-2.530	AKT3,FOS,GSK3B,JUN,PIK3C2A,PIK3CB,PIK3R3,RRAS2,TGFB2,TNFSF10	
Circadian Clock	1.96E00	8.47E-02	-2.236	BTRC,CLOCK,HIF1A,MEF2C,NCOA1	
