© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Multiple Sclerosis Signaling Pathway	1.05E00	1.8E-02	-2.000	MAPK3,STK38,TGFB2,TNFSF10	
RHO GTPases Activate Formins	1.05E00	2.16E-02	NaN	KIF2A,TUBA1A,TUBB4B	
Degradation of the extracellular matrix	1.05E00	3.03E-02	NaN	ADAMTS1,BSG	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.05E00	3.03E-02	NaN	IFNAR1,MAPK3	
Hepatic Cholestasis	1.05E00	1.79E-02	-2.000	JUN,MAPK3,TGFB2,TNFSF10	
Gαi Signaling	1.04E00	2.14E-02	NaN	CAV1,MAPK3,RAP1A	
Role of NFAT in Cardiac Hypertrophy	1.04E00	1.79E-02	-2.000	MAPK3,MEF2C,RAP1A,TGFB2	
Estrogen Receptor Signaling	1.04E00	1.47E-02	-2.000	CAV1,JUN,MAPK3,NDUFB11,RAP1A,UQCRFS1	
CD40 Signaling	1.04E00	2.99E-02	NaN	JUN,MAPK3	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	1.04E00	2.13E-02	NaN	CXCL12,JUN,MAPK3	
Protein Kinase A Signaling	1.03E00	1.46E-02	-1.633	H3-3A/H3-3B,MAPK3,PDE4B,PTPRM,RAP1A,TGFB2	
TNFR2 non-canonical NF-kB pathway	1.03E00	2.94E-02	NaN	PSMB6,PSMD8	
ERBB4 Signaling	1.03E00	2.94E-02	NaN	MAPK3,RAP1A	
Mitochondrial iron-sulfur cluster biogenesis	1.03E00	7.69E-02	NaN	ISCA2	
Advanced glycosylation endproduct receptor signaling	1.03E00	7.69E-02	NaN	MAPK3	
Guanosine Nucleotides Degradation III	1.03E00	7.69E-02	NaN	PNP	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.02E00	2.9E-02	NaN	MAPK3,RAP1A	
SPINK1 General Cancer Pathway	1.02E00	2.9E-02	NaN	MAPK3,RAP1A	
C-type lectin receptors (CLRs)	1.01E00	2.07E-02	NaN	ICAM2,PSMB6,PSMD8	
TP53 Regulates Transcription of DNA Repair Genes	1.01E00	2.86E-02	NaN	JUN,POLR2E	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	9.96E-01	7.14E-02	NaN	PNP	
Colanic Acid Building Blocks Biosynthesis	9.96E-01	7.14E-02	NaN	GMDS	
Ephrin B Signaling	9.85E-01	2.78E-02	NaN	CXCL12,MAPK3	
cAMP-mediated signaling	9.79E-01	1.69E-02	-2.000	ADRB2,MAPK3,PDE4B,RAP1A	
Senescence-Associated Secretory Phenotype (SASP)	9.75E-01	2.74E-02	NaN	JUN,MAPK3	
Signaling by FGFR2	9.75E-01	2.74E-02	NaN	MAPK3,POLR2E	
Regulation of RUNX2 expression and activity	9.75E-01	2.74E-02	NaN	PSMB6,PSMD8	
Glioma Invasiveness Signaling	9.75E-01	2.74E-02	NaN	MAPK3,RAP1A	
Serotonin Degradation	9.75E-01	2.74E-02	NaN	ALDH2,MAOA	
PTEN Signaling	9.7E-01	1.99E-02	NaN	KDR,MAPK3,RAP1A	
Signaling by Activin	9.67E-01	6.67E-02	NaN	MAPK3	
Metabolism of nitric oxide: NOS3 activation and regulation	9.67E-01	6.67E-02	NaN	CAV1	
trans-Golgi Network Vesicle Budding	9.66E-01	2.7E-02	NaN	CLTB,TFRC	
ERK5 Signaling	9.66E-01	2.7E-02	NaN	MEF2C,RAP1A	
Cellular response to hypoxia	9.56E-01	2.67E-02	NaN	PSMB6,PSMD8	
Angiopoietin Signaling	9.46E-01	2.63E-02	NaN	GRB14,RAP1A	
Necroptosis Signaling Pathway	9.45E-01	1.94E-02	NaN	IFNAR1,PELI1,TNFSF10	
Caspase activation via Death Receptors in the presence of ligand	9.41E-01	6.25E-02	NaN	TNFSF10	
Rap1 signalling	9.41E-01	6.25E-02	NaN	RAP1A	
Bile Acid Biosynthesis, Neutral Pathway	9.41E-01	6.25E-02	NaN	SCP2	
Adenosine Nucleotides Degradation II	9.41E-01	6.25E-02	NaN	PNP	
Actin Cytoskeleton Signaling	9.4E-01	1.64E-02	-1.000	MAPK3,RAP1A,SSH2,TIAM1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	9.38E-01	1.92E-02	NaN	MAPK3,TGFB2,TNFSF10	
eNOS Signaling	9.38E-01	1.92E-02	NaN	CAV1,KDR,SLC7A1	
TREM1 Signaling	9.37E-01	2.6E-02	NaN	CD83,MAPK3	
Antiproliferative Role of Somatostatin Receptor 2	9.37E-01	2.6E-02	NaN	MAPK3,RAP1A	
NF-κB Activation by Viruses	9.28E-01	2.56E-02	NaN	MAPK3,RAP1A	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	9.28E-01	2.56E-02	NaN	IFNAR1,NCOA4	
Epithelial Adherens Junction Signaling	9.26E-01	1.9E-02	NaN	RAP1A,TGFB2,TIAM1	
Signaling by MET	9.19E-01	2.53E-02	NaN	LAMA4,RAP1A	
Role of JAK family kinases in IL-6-type Cytokine Signaling	9.19E-01	2.53E-02	NaN	MAPK3,TGFB2	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	9.19E-01	2.53E-02	NaN	JUN,MAPK3	
Mitochondrial Dysfunction	9.17E-01	1.45E-02	1.342	COX5A,GPX4,MAOA,NDUFB11,UQCRFS1	
HEY1 Signaling Pathway	9.09E-01	1.86E-02	NaN	MEF2C,SMAD7,TGFB2	
Activation of anterior HOX genes in hindbrain during early embryogenesis	9.01E-01	2.47E-02	NaN	JUN,POLR2E	
HOTAIR Regulatory Pathway	8.97E-01	1.84E-02	NaN	H3-3A/H3-3B,STK38,VIM	
Gastrin-CREB signalling pathway via PKC and MAPK	8.93E-01	5.56E-02	NaN	MAPK3	
Formation of definitive endoderm	8.93E-01	5.56E-02	NaN	SOX17	
FLT3 Signaling in Hematopoietic Progenitor Cells	8.92E-01	2.44E-02	NaN	MAPK3,RAP1A	
BEX2 Signaling Pathway	8.92E-01	2.44E-02	NaN	JUN,LMO2	
Signaling by NOTCH4	8.84E-01	2.41E-02	NaN	PSMB6,PSMD8	
Heparan Sulfate Biosynthesis (Late Stages)	8.84E-01	2.41E-02	NaN	ALDH2,HS3ST1	
S100 Family Signaling Pathway	8.76E-01	1.17E-02	-3.000	ADRB2,BSG,GPR155,IL10RB,JUN,MAPK3,SMAD7,STK38,TGFB2	
Role of MAPK Signaling in the Pathogenesis of Influenza	8.75E-01	2.38E-02	NaN	MAPK3,RAP1A	
PEDF Signaling	8.75E-01	2.38E-02	NaN	MAPK3,RAP1A	
Purine Nucleotides Degradation II (Aerobic)	8.71E-01	5.26E-02	NaN	PNP	
RAF/MAP kinase cascade	8.59E-01	1.53E-02	NaN	MAPK3,PSMB6,PSMD8,RAP1A	
Oxidative Stress Induced Senescence	8.59E-01	2.33E-02	NaN	JUN,MAPK3	
Hedgehog 'on' state	8.59E-01	2.33E-02	NaN	PSMB6,PSMD8	
Signaling by the B Cell Receptor (BCR)	8.58E-01	1.76E-02	NaN	ORAI1,PSMB6,PSMD8	
T Cell Exhaustion Signaling Pathway	8.53E-01	1.23E-02	-1.342	IFNAR1,IFNAR2,IL10RB,JUN,KDR,MAPK3,RAP1A	
Ribonucleotide Reductase Signaling Pathway	8.52E-01	1.75E-02	NaN	H3-3A/H3-3B,JUN,MAPK3	
Th1 and Th2 Activation Pathway	8.47E-01	1.74E-02	NaN	IFNAR1,IL10RB,JUN	
Regulation of mitotic cell cycle	8.43E-01	2.27E-02	NaN	PSMB6,PSMD8	
TP53 Regulates Metabolic Genes	8.43E-01	2.27E-02	NaN	COX5A,LAMTOR4	
Netrin Signaling	8.42E-01	1.73E-02	NaN	ABLIM1,MAPK3,TIAM1	
WNT/β-catenin Signaling	8.36E-01	1.72E-02	NaN	JUN,SOX17,TGFB2	
Circadian Rhythm Signaling	8.34E-01	1.49E-02	NaN	DBP,H3-3A/H3-3B,MAPK3,RAP1A	
Histamine Degradation	8.31E-01	4.76E-02	NaN	ALDH2	
Fatty Acid α-oxidation	8.31E-01	4.76E-02	NaN	ALDH2	
Immunogenic Cell Death Signaling Pathway	8.28E-01	2.22E-02	NaN	IFNAR1,IFNAR2	
Heparan Sulfate Biosynthesis	8.28E-01	2.22E-02	NaN	ALDH2,HS3ST1	
Regulation of Cellular Mechanics by Calpain Protease	8.28E-01	2.22E-02	NaN	MAPK3,RAP1A	
Colorectal Cancer Metastasis Signaling	8.22E-01	1.48E-02	NaN	JUN,MAPK3,RAP1A,TGFB2	
KEAP1-NFE2L2 pathway	8.2E-01	2.2E-02	NaN	PSMB6,PSMD8	
Acute Myeloid Leukemia Signaling	8.2E-01	2.2E-02	NaN	MAPK3,RAP1A	
Crosstalk between Dendritic Cells and Natural Killer Cells	8.2E-01	2.2E-02	NaN	CD83,TNFSF10	
RANK Signaling in Osteoclasts	8.2E-01	2.2E-02	NaN	JUN,MAPK3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	8.2E-01	2.2E-02	NaN	POLK,POLR2E	
Apelin Adipocyte Signaling Pathway	8.2E-01	2.2E-02	NaN	GPX4,MAPK3	
Degradation of beta-catenin by the destruction complex	8.12E-01	2.17E-02	NaN	PSMB6,PSMD8	
Peroxisomal lipid metabolism	8.12E-01	4.55E-02	NaN	SCP2	
RHO GTPases Activate NADPH Oxidases	8.12E-01	4.55E-02	NaN	MAPK3	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	8.12E-01	4.55E-02	NaN	PRNP	
Chaperone Mediated Autophagy	8.12E-01	4.55E-02	NaN	VIM	
Pregnenolone Biosynthesis	8.12E-01	4.55E-02	NaN	Cyp2d22	
Non-Small Cell Lung Cancer Signaling	7.98E-01	2.13E-02	NaN	MAPK3,RAP1A	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	7.96E-01	1.65E-02	NaN	PTPRM,SGPP2,SSH2	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	7.96E-01	1.65E-02	NaN	PTPRM,SGPP2,SSH2	
RAF-independent MAPK1/3 activation	7.95E-01	4.35E-02	NaN	MAPK3	
Signaling by NODAL	7.95E-01	4.35E-02	NaN	MAPK3	
Metabolism of porphyrins	7.95E-01	4.35E-02	NaN	ALAS1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	7.95E-01	4.35E-02	NaN	IFNAR1	
Histidine Degradation VI	7.95E-01	4.35E-02	NaN	Cyp2d22	
Vitamin-C Transport	7.95E-01	4.35E-02	NaN	LRRC8B	
Apelin Cardiac Fibroblast Signaling Pathway	7.95E-01	4.35E-02	NaN	TGFB2	
Opioid Signaling Pathway	7.86E-01	1.43E-02	NaN	CLTB,FOSB,MAPK3,RAP1A	
Mitochondrial translation	7.83E-01	2.08E-02	NaN	MRPL43,MRPS14	
Transcriptional regulation by RUNX3	7.83E-01	2.08E-02	NaN	PSMB6,PSMD8	
IL-33 Signaling Pathway	7.81E-01	1.62E-02	NaN	ICAM2,JUN,MAPK3	
Acute Phase Response Signaling	7.81E-01	1.62E-02	NaN	JUN,MAPK3,RAP1A	
Other interleukin signaling	7.78E-01	4.17E-02	NaN	IL10RB	
Growth hormone receptor signaling	7.78E-01	4.17E-02	NaN	MAPK3	
FAK Signaling	7.77E-01	1.06E-02	-3.317	ADRB2,ETS1,ETS2,GPR155,IFNAR1,IL10RB,JUN,KDR,MAPK3,RAP1A,TGFB2	
Nucleotide Excision Repair	7.76E-01	2.06E-02	NaN	POLK,POLR2E	
Protein folding	7.7E-01	2.04E-02	NaN	TUBA1A,TUBB4B	
Melanocyte Development and Pigmentation Signaling	7.7E-01	2.04E-02	NaN	MAPK3,RAP1A	
Granulocyte Adhesion and Diapedesis	7.62E-01	1.59E-02	NaN	CLDN5,CXCL12,ICAM2	
MyD88 cascade initiated on plasma membrane	7.62E-01	4E-02	NaN	PELI1	
Signaling by NTRK2 (TRKB)	7.62E-01	4E-02	NaN	TIAM1	
Ethanol Degradation IV	7.62E-01	4E-02	NaN	ALDH2	
S Phase	7.56E-01	2E-02	NaN	PSMB6,PSMD8	
GNRH Signaling	7.53E-01	1.57E-02	NaN	JUN,MAPK3,RAP1A	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.53E-01	1.57E-02	NaN	JUN,MAPK3,RAP1A	
ABC-family proteins mediated transport	7.49E-01	1.98E-02	NaN	PSMB6,PSMD8	
CREB Signaling in Neurons	7.49E-01	1.15E-02	-2.449	ADRB2,GPR155,KDR,MAPK3,POLR2E,RAP1A,TGFB2	
Signaling by BMP	7.46E-01	3.85E-02	NaN	SMAD7	
WNT ligand biogenesis and trafficking	7.46E-01	3.85E-02	NaN	SNX3	
Miscellaneous transport and binding events	7.46E-01	3.85E-02	NaN	LRRC8B	
Interleukin-20 family signaling	7.46E-01	3.85E-02	NaN	IL10RB	
Ubiquinol-10 Biosynthesis (Eukaryotic)	7.46E-01	3.85E-02	NaN	Cyp2d22	
Leukocyte Extravasation Signaling	7.44E-01	1.55E-02	NaN	CLDN5,CXCL12,RAP1A	
3-phosphoinositide Degradation	7.44E-01	1.55E-02	NaN	PTPRM,SGPP2,SSH2	
Phase I - Functionalization of compounds	7.43E-01	1.96E-02	NaN	ALDH2,MAOA	
COPI-mediated anterograde transport	7.43E-01	1.96E-02	NaN	TUBA1A,TUBB4B	
Endothelin-1 Signaling	7.39E-01	1.55E-02	NaN	JUN,MAPK3,RAP1A	
Xenobiotic Metabolism CAR Signaling Pathway	7.39E-01	1.55E-02	NaN	ALDH2,HS3ST1,MAPK3	
Sumoylation Pathway	7.36E-01	1.94E-02	NaN	ETS1,JUN	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	7.36E-01	1.11E-02	-2.828	IFIT3,IFNAR1,IFNAR2,JUN,MAPK3,RAP1A,TGFB2,TNFSF10	
Xenobiotic Metabolism PXR Signaling Pathway	7.35E-01	1.54E-02	NaN	ALDH2,HS3ST1,MAOA	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	7.31E-01	3.7E-02	NaN	DBP	
Integrin signaling	7.31E-01	3.7E-02	NaN	RAP1A	
Cardiomyocyte Differentiation via BMP Receptors	7.31E-01	3.7E-02	NaN	MEF2C	
Glycolysis I	7.31E-01	3.7E-02	NaN	PGAM1	
Gluconeogenesis I	7.31E-01	3.7E-02	NaN	PGAM1	
DNA Replication Pre-Initiation	7.3E-01	1.92E-02	NaN	PSMB6,PSMD8	
Apoptosis Signaling	7.3E-01	1.92E-02	NaN	MAPK3,RAP1A	
Neutrophil Extracellular Trap Signaling Pathway	7.27E-01	1.25E-02	-2.236	IFNAR1,MAPK3,NDUFB11,ORAI1,UQCRFS1	
Natural Killer Cell Signaling	7.21E-01	1.52E-02	NaN	MAPK3,RAP1A,TNFSF10	
D-myo-inositol-5-phosphate Metabolism	7.21E-01	1.52E-02	NaN	PTPRM,SGPP2,SSH2	
WNK Renal Signaling Pathway	7.17E-01	1.89E-02	NaN	LRRC8B,SUGT1	
Extracellular matrix organization	7.17E-01	1.89E-02	NaN	LAMA4,TGFB2	
MTOR signalling	7.17E-01	3.57E-02	NaN	LAMTOR4	
Glutathione Redox Reactions I	7.17E-01	3.57E-02	NaN	GPX4	
Oxytocin in Brain Signaling Pathway	7.17E-01	1.51E-02	NaN	MAPK3,MEF2C,RAP1A	
ILK Signaling	7.08E-01	1.49E-02	NaN	JUN,MAPK3,VIM	
Energy dependent regulation of mTOR by LKB1-AMPK	7.04E-01	3.45E-02	NaN	LAMTOR4	
Myogenesis	7.04E-01	3.45E-02	NaN	MEF2C	
mRNA Capping	7.04E-01	3.45E-02	NaN	POLR2E	
α-Adrenergic Signaling	6.99E-01	1.83E-02	NaN	MAPK3,RAP1A	
Cilium Assembly	6.96E-01	1.47E-02	NaN	TUBA1A,TUBB,TUBB4B	
Molecular Mechanisms of Cancer	6.94E-01	1.05E-02	-2.333	ADRB2,GPR155,IFNAR1,IL10RB,JUN,MAPK3,RAP1A,SMAD7,TGFB2	
Interleukin-4 and Interleukin-13 signaling	6.93E-01	1.82E-02	NaN	MAOA,VIM	
Protein ubiquitination	6.9E-01	3.33E-02	NaN	UBE2G1	
O-linked glycosylation	6.87E-01	1.8E-02	NaN	ADAMTS1,THSD1	
3-phosphoinositide Biosynthesis	6.79E-01	1.44E-02	NaN	PTPRM,SGPP2,SSH2	
Asparagine N-linked glycosylation	6.78E-01	3.23E-02	NaN	FUT8	
MyD88 dependent cascade initiated on endosome	6.78E-01	3.23E-02	NaN	PELI1	
Agranulocyte Adhesion and Diapedesis	6.71E-01	1.43E-02	NaN	CLDN5,CXCL12,ICAM2	
Prostate Cancer Signaling	6.7E-01	1.75E-02	NaN	MAPK3,RAP1A	
Thrombin signalling through proteinase activated receptors (PARs)	6.65E-01	3.12E-02	NaN	MAPK3	
TNFR2 Signaling	6.65E-01	3.12E-02	NaN	JUN	
Synaptogenesis Signaling Pathway	6.64E-01	1.27E-02	-2.000	EPHA4,MAPK3,RAP1A,TIAM1	
Integrin Signaling	6.63E-01	1.42E-02	NaN	CAV1,MAPK3,RAP1A	
Bladder Cancer Signaling	6.59E-01	1.72E-02	NaN	MAPK3,RAP1A	
Neuroinflammation Signaling Pathway	6.58E-01	1.26E-02	-2.000	CXCL12,JUN,MAPK3,TGFB2	
Airway Inflammation in Asthma	6.54E-01	3.03E-02	NaN	TGFB2	
Neuregulin Signaling	6.53E-01	1.71E-02	NaN	MAPK3,RAP1A	
PAK Signaling	6.53E-01	1.71E-02	NaN	MAPK3,RAP1A	
Fc Epsilon RI Signaling	6.48E-01	1.69E-02	NaN	MAPK3,RAP1A	
Airway Pathology in Chronic Obstructive Pulmonary Disease	6.48E-01	1.69E-02	NaN	TGFB2,TNFSF10	
Synthesis of DNA	6.43E-01	1.68E-02	NaN	PSMB6,PSMD8	
Cargo concentration in the ER	6.42E-01	2.94E-02	NaN	CTSC	
Triglyceride metabolism	6.42E-01	2.94E-02	NaN	CAV1	
Late endosomal microautophagy	6.42E-01	2.94E-02	NaN	VIM	
Fatty Acid β-oxidation I	6.42E-01	2.94E-02	NaN	SCP2	
NGF Signaling	6.37E-01	1.67E-02	NaN	MAPK3,RAP1A	
Calcium Signaling	6.33E-01	1.36E-02	NaN	MAPK3,MEF2C,RAP1A	
Transcriptional Regulation by NPAS4	6.31E-01	2.86E-02	NaN	MAPK3	
Ethanol Degradation II	6.31E-01	2.86E-02	NaN	ALDH2	
Nucleotide Excision Repair Pathway	6.31E-01	2.86E-02	NaN	POLR2E	
Th1 Pathway	6.27E-01	1.64E-02	NaN	IFNAR1,IL10RB	
IL-15 Production	6.22E-01	1.63E-02	NaN	EPHA4,KDR	
Striated Muscle Contraction	6.21E-01	2.78E-02	NaN	VIM	
RHO GTPases Activate WASPs and WAVEs	6.21E-01	2.78E-02	NaN	MAPK3	
MIF-mediated Glucocorticoid Regulation	6.21E-01	2.78E-02	NaN	MAPK3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	6.17E-01	1.61E-02	NaN	MAPK3,RAP1A	
Glioma Signaling	6.12E-01	1.6E-02	NaN	MAPK3,RAP1A	
NAFLD Signaling Pathway	6.11E-01	1.33E-02	NaN	JUN,TGFB2,TNFSF10	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	6.09E-01	1.2E-02	NaN	CXCL12,JUN,MAPK3,RAP1A	
TCR signaling	6.07E-01	1.59E-02	NaN	PSMB6,PSMD8	
Pancreatic Adenocarcinoma Signaling	6.07E-01	1.59E-02	NaN	MAPK3,TGFB2	
Endocannabinoid Developing Neuron Pathway	6.02E-01	1.57E-02	NaN	MAPK3,RAP1A	
Cell Cycle Regulation by BTG Family Proteins	6E-01	2.63E-02	NaN	BTG1	
Glutathione-mediated Detoxification	6E-01	2.63E-02	NaN	Gsta4	
IL-27 Signaling Pathway	5.97E-01	1.56E-02	NaN	IFNAR1,IFNAR2	
TR/RXR Activation	5.97E-01	1.56E-02	NaN	H3-3A/H3-3B,NCOA4	
Antigen Presentation Pathway	5.91E-01	2.56E-02	NaN	PSMB6	
Mitotic G1 phase and G1/S transition	5.83E-01	1.53E-02	NaN	PSMB6,PSMD8	
fMLP Signaling in Neutrophils	5.83E-01	1.53E-02	NaN	MAPK3,RAP1A	
Neurotransmitter release cycle	5.81E-01	2.5E-02	NaN	MAOA	
Signaling by FGFR3	5.81E-01	2.5E-02	NaN	MAPK3	
Synaptic Long Term Potentiation	5.78E-01	1.52E-02	NaN	MAPK3,RAP1A	
Superpathway of Inositol Phosphate Compounds	5.76E-01	1.27E-02	NaN	PTPRM,SGPP2,SSH2	
Gamma carboxylation, hypusine formation and arylsulfatase activation	5.72E-01	2.44E-02	NaN	EIF5A	
Signaling by FGFR4	5.72E-01	2.44E-02	NaN	MAPK3	
RNA Polymerase III Transcription	5.72E-01	2.44E-02	NaN	POLR2E	
CCR3 Signaling in Eosinophils	5.69E-01	1.49E-02	NaN	MAPK3,RAP1A	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	5.63E-01	2.38E-02	NaN	PELI1	
Formation of WDR5-containing histone-modifying complexes	5.63E-01	2.38E-02	NaN	OGT	
April Mediated Signaling	5.63E-01	2.38E-02	NaN	JUN	
Signaling by Insulin receptor	5.54E-01	2.33E-02	NaN	MAPK3	
Smooth Muscle Contraction	5.54E-01	2.33E-02	NaN	ALDH2	
B Cell Activating Factor Signaling	5.54E-01	2.33E-02	NaN	JUN	
Reelin Signaling in Neurons	5.52E-01	1.45E-02	NaN	MAPK3,RAP1A	
G-Protein Coupled Receptor Signaling	5.46E-01	9.96E-03	-1.890	ADRB2,GPR155,JUN,MAPK3,MEF2C,PDE4B,RAP1A	
Elastic fibre formation	5.46E-01	2.27E-02	NaN	TGFB2	
Regulation of mRNA stability by proteins that bind AU-rich elements	5.46E-01	2.27E-02	NaN	ZFP36L1	
BER (Base Excision Repair) Pathway	5.46E-01	2.27E-02	NaN	MAPK3	
PIP3 activates AKT signaling	5.43E-01	1.43E-02	NaN	IER3,MAPK3	
CGAS-STING Signaling Pathway	5.43E-01	1.43E-02	NaN	TGFB2,TNFSF10	
Insulin Receptor Signaling	5.43E-01	1.43E-02	NaN	MAPK3,RAP1A	
Arachidonic acid metabolism	5.38E-01	2.22E-02	NaN	GPX4	
Interleukin-10 signaling	5.38E-01	2.22E-02	NaN	IL10RB	
Hereditary Breast Cancer Signaling	5.35E-01	1.41E-02	NaN	POLR2E,RAP1A	
Xenobiotic Metabolism General Signaling Pathway	5.3E-01	1.4E-02	NaN	MAPK3,RAP1A	
tRNA Splicing	5.3E-01	2.17E-02	NaN	PDE4B	
Heme signaling	5.22E-01	2.13E-02	NaN	MEF2C	
Role of IL-17F in Allergic Inflammatory Airway Diseases	5.22E-01	2.13E-02	NaN	MAPK3	
iNOS Signaling	5.22E-01	2.13E-02	NaN	JUN	
Ephrin A Signaling	5.22E-01	2.13E-02	NaN	EPHA4	
DNA Damage Bypass	5.14E-01	2.08E-02	NaN	POLK	
Endocannabinoid Cancer Inhibition Pathway	5.14E-01	1.36E-02	NaN	MAPK3,VIM	
Sperm Motility	5.11E-01	1.17E-02	NaN	EPHA4,KDR,PDE4B	
Dilated Cardiomyopathy Signaling Pathway	5.03E-01	1.33E-02	NaN	LAMA4,MAPK3	
Class I MHC mediated antigen processing and presentation	5E-01	1.07E-02	-2.000	PSMB6,PSMD8,RNF138,UBE2G1	
Netrin-1 signaling	5E-01	2E-02	NaN	ABLIM1	
Signaling by FGFR1	5E-01	2E-02	NaN	MAPK3	
MYC Mediated Apoptosis Signaling	5E-01	2E-02	NaN	ADRB2	
Assembly of RNA Polymerase II Complex	5E-01	2E-02	NaN	POLR2E	
Dermatan Sulfate Biosynthesis (Late Stages)	5E-01	2E-02	NaN	HS3ST1	
FAT10 Cancer Signaling Pathway	5E-01	2E-02	NaN	TGFB2	
Transcriptional regulation by RUNX2	4.93E-01	1.96E-02	NaN	MAPK3	
TNFR1 Signaling	4.93E-01	1.96E-02	NaN	JUN	
Amyloid Processing	4.93E-01	1.96E-02	NaN	MAPK3	
Factors Promoting Cardiogenesis in Vertebrates	4.91E-01	1.31E-02	NaN	MEF2C,TGFB2	
IL-10 Signaling	4.87E-01	1.3E-02	NaN	IL10RB,JUN	
B-WICH complex positively regulates rRNA expression	4.86E-01	1.92E-02	NaN	POLR2E	
Apoptotic execution phase	4.86E-01	1.92E-02	NaN	VIM	
Signaling by Rho Family GTPases	4.82E-01	1.12E-02	NaN	JUN,MAPK3,VIM	
Chondroitin Sulfate Biosynthesis (Late Stages)	4.79E-01	1.89E-02	NaN	HS3ST1	
Ovarian Cancer Signaling	4.73E-01	1.27E-02	NaN	MAPK3,RAP1A	
Cell Cycle Checkpoints	4.69E-01	1.1E-02	NaN	KIF2A,PSMB6,PSMD8	
Intrinsic Pathway for Apoptosis	4.66E-01	1.82E-02	NaN	MAPK3	
Amino acids regulate mTORC1	4.66E-01	1.82E-02	NaN	LAMTOR4	
Lymphotoxin β Receptor Signaling	4.66E-01	1.82E-02	NaN	MAPK3	
Microautophagy Signaling Pathway	4.66E-01	1.25E-02	NaN	PSMB6,PSMD8	
Insulin Secretion Signaling Pathway	4.61E-01	1.09E-02	NaN	MAPK3,RAP1A,SSR4	
CSDE1 Signaling Pathway	4.6E-01	1.79E-02	NaN	VIM	
NLR signaling pathways	4.6E-01	1.79E-02	NaN	SUGT1	
B Cell Receptor Signaling	4.58E-01	9.46E-03	-1.342	EBF1,ETS1,JUN,MAPK3,MEF2C,RAP1A	
CD27 Signaling in Lymphocytes	4.54E-01	1.75E-02	NaN	JUN	
Role of IL-17A in Arthritis	4.54E-01	1.75E-02	NaN	MAPK3	
Eicosanoid Signaling	4.48E-01	1.07E-02	NaN	ETS1,MAPK3,RAP1A	
Triacylglycerol Degradation	4.48E-01	1.72E-02	NaN	ALDH2	
Oxytocin Signaling Pathway	4.43E-01	1.06E-02	NaN	MAPK3,MEF2C,RAP1A	
Signaling by ERBB4	4.42E-01	1.69E-02	NaN	CXCL12	
Circadian Clock	4.42E-01	1.69E-02	NaN	MEF2C	
GADD45 Signaling	4.36E-01	1.67E-02	NaN	TGFB2	
Chondroitin Sulfate Biosynthesis	4.3E-01	1.64E-02	NaN	HS3ST1	
Glioblastoma Multiforme Signaling	4.29E-01	1.17E-02	NaN	MAPK3,RAP1A	
Cytoprotection by HMOX1	4.25E-01	1.61E-02	NaN	COX5A	
Transcriptional Regulation by MECP2	4.19E-01	1.59E-02	NaN	MEF2C	
Peroxisomal protein import	4.19E-01	1.59E-02	NaN	SCP2	
Dermatan Sulfate Biosynthesis	4.19E-01	1.59E-02	NaN	HS3ST1	
Mitochondrial protein import	4.14E-01	1.56E-02	NaN	TIMM10B	
Macroautophagy	4.09E-01	1.54E-02	NaN	LAMTOR4	
PXR/RXR Activation	4.09E-01	1.54E-02	NaN	ALAS1	
Pyridoxal 5'-phosphate Salvage Pathway	4.09E-01	1.54E-02	NaN	MAPK3	
Protein Sorting Signaling Pathway	4.08E-01	1.12E-02	NaN	CLTB,SNX3	
Collagen biosynthesis and modifying enzymes	3.99E-01	1.49E-02	NaN	PPIB	
IL-17A Signaling in Airway Cells	3.99E-01	1.49E-02	NaN	MAPK3	
Ion channel transport	3.93E-01	1.09E-02	NaN	ATP8A1,TTYH2	
Regulation of eIF4 and p70S6K Signaling	3.91E-01	1.09E-02	NaN	MAPK3,RAP1A	
Superpathway of Melatonin Degradation	3.89E-01	1.45E-02	NaN	MAOA	
Cell Cycle: G1/S Checkpoint Regulation	3.89E-01	1.45E-02	NaN	TGFB2	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	3.84E-01	9.74E-03	NaN	JUN,MAPK3,RAP1A	
