© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Granzyme A Signaling	1.65E01	3.65E-01	5.196	NDUFA1,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,NDUFV2,NDUFV3	
S Phase	1.65E01	3.1E-01	-5.568	CDKN1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
ABC-family proteins mediated transport	1.64E01	3.07E-01	-5.568	EIF2S2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
C-type lectin receptors (CLRs)	1.56E01	2.48E-01	-5.831	BCL10,HRAS,ICAM2,NEDD8,NFKBIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC,UBE2M	
TCR signaling	1.51E01	2.62E-01	-5.745	BCL10,NFKBIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC,VASP	
Synthesis of DNA	1.5E01	2.69E-01	-5.657	ANAPC11,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC,UBE2S	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	1.46E01	4E-01	-4.690	ACTR10,CAPZA2,DCTN2,DCTN3,DCTN4,DCTN6,DNAJA1,DNAJA2,DYNLL1,FKBP4,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA8,PTGES3,STIP1,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B	
Transcriptional regulation by RUNX1	1.41E01	2.3E-01	-5.916	CLDN5,CSNK2B,CTSV,LMO2,PHC2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Interleukin-1 family signaling	1.4E01	2.48E-01	-5.657	NFKBIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,SQSTM1,UBC	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.39E01	2.21E-01	-2.121	MAPK3,PPP2R2D,PRKAR1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,SEM1,TNFSF12,YWHAE,YWHAH,YWHAQ,ZFP36	
Class I MHC mediated antigen processing and presentation	1.38E01	1.52E-01	-7.550	ANAPC11,BCAP31,BTBD6,CTSV,CYBA,ELOC,FBXO22,HLA-A,HLA-E,HLA-G,HSPA5,PDIA3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RCHY1,RNF126,RNF7,RPS27A,SAR1B,SEC13,SEM1,STUB1,TAP2,UBC,UBE2A,UBE2B,UBE2D3,UBE2G2,UBE2M,UBE2S,VAMP3,VAMP8	
Deubiquitination	1.35E01	1.75E-01	-6.782	ACTB,ADRB2,ADRM1,FKBP8,INO80B,MAT2B,NEDD8,NFKBIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RAD23A,RHOA,RPS27A,RUVBL1,SEM1,SNX3,TOMM20,UBC,VDAC1,VDAC2,VDAC3	
Neutrophil degranulation	1.34E01	1.37E-01	-8.062	ACAA1,ACTR10,ALDOA,ANXA2,AP2A2,ARPC5,ATP6V0C,BRI3,CCT2,CCT8,CEACAM1,CNN2,COMMD3,CSNK2B,CST3,CTSH,CYBA,DDOST,DYNLL1,EEF1A1,FTH1,FTL,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA8,ILF2,IST1,JUP,LAMP1,LAMTOR2,LAMTOR3,NDUFC2,NME2,OSTF1,PFKL,PGAM1,PGRMC1,PKM,PLAUR,PNP,PPIA,PPIE,PRDX6,PSMA2,PSMA5,PSMB1,PSMC2,PSMC3,PSMD11,PSMD12,PSMD13,PSMD6,RAB18,RHOA,RHOG,RNASET2,SDCBP,SERPINB6,SRP14,TTR,TUBB,TUBB4B,VAMP8,VAPA	
Signaling by the B Cell Receptor (BCR)	1.33E01	2.12E-01	-6.000	BCL10,FKBP1A,HRAS,NFKBIA,ORAI1,PPIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Glucocorticoid Receptor Signaling	1.31E01	1.25E-01	NaN	ACTB,ADRB2,BAG1,CAV1,CDKN1A,DUSP1,FKBP4,FOS,GTF2B,H2-T22,H3-3A/H3-3B,HLA-A,HLA-E,HLA-G,HRAS,HSP90AA1,HSP90AB1,HSP90B1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,IL10RB,JUN,MAPK3,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,NDUFV2,NDUFV3,NFKBIA,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,PRKAB1,PTGES3,RASD1,RRAS,SDHB,SDHD,SGK1,SRA1,SUMO1,TSC22D3,UBE2I,UQCRFS1,YWHAH	
Mitotic G1 phase and G1/S transition	1.29E01	2.37E-01	-5.385	CDKN1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Coronavirus Pathogenesis Pathway	1.29E01	1.91E-01	4.003	ATF4,BAX,DDIT3,EEF1A1,EIF4E,FAU,FOS,IRF7,JUN,MAPK3,NFKBIA,NPM1,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS4Y1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA	
TCF dependent signaling in response to WNT	1.18E01	1.86E-01	-6.083	CAV1,CSNK1E,CSNK2B,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,RUVBL1,SEM1,SOX17,SOX7,TLE5,UBC	
Phagosome Maturation	1.16E01	2.01E-01	NaN	ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V1E1,ATP6V1F,ATP6V1G1,CTSH,CTSV,DCTN4,Dync1i2,DYNLL1,DYNLRB1,DYNLT3,HLA-A,HLA-E,HLA-G,LAMP1,NAPA,PRDX1,PRDX2,PRDX6,RAB5A,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B,VAMP3,VPS28,VPS37B,VTI1B	
Protein folding	1.13E01	2.55E-01	-5.000	ACTB,CCT2,CCT3,CCT4,CCT5,CCT7,CCT8,CSNK2B,GNA11,GNB2,GNG11,GNG5,GNGT2,PFDN1,PFDN5,TBCA,TBCB,TBCC,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B,VBP1	
RAF/MAP kinase cascade	1.11E01	1.6E-01	-6.403	ACTB,ACTG1,DUSP1,DUSP8,HBEGF,HRAS,LAMTOR2,LAMTOR3,MAPK3,PDGFA,PDGFB,PEBP1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Mitochondrial protein import	1.1E01	3.12E-01	-4.472	CHCHD2,COX17,GRPEL1,HSPD1,IDH3G,NDUFB8,PMPCB,SLC25A4,TIMM10B,TIMM13,TIMM17A,TIMM23,TIMM50,TIMM8B,TOMM20,TOMM22,TOMM40,TOMM6,TOMM7,VDAC1	
Fc epsilon receptor (FCERI) signaling	1.07E01	1.75E-01	-5.831	BCL10,FOS,HRAS,JUN,MAPK3,NFKBIA,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEM1,UBC	
Cell Cycle Checkpoints	1E01	1.51E-01	-6.403	ANAPC11,BUB3,CDKN1A,DYNLL1,NDEL1,NUDC,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,RPS27A,SEC13,SEM1,UBC,UBE2S,YWHAE,YWHAH,YWHAQ	
Cachexia Signaling Pathway	9.87E00	1.33E-01	-6.429	ADRB2,EIF2B4,EIF2S2,GNAS,HSP90AA1,HSP90AB1,HSP90B1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,IFNGR1,MALAT1,MAP1LC3B,MAPK3,PRKAB1,PRKAR1A,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD6,PSMD8,PSME1,S1PR1,TNFRSF12A,TNFSF12,XBP1	
Neutrophil Extracellular Trap Signaling Pathway	9.57E00	1.28E-01	-7.141	MAPK3,MCL1,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,NDUFV2,NDUFV3,ORAI1,PDIA3,PPID,PRDX6,SDHB,SDHD,SLC25A4,SLC25A5,TIMM13,TIMM17A,TIMM23,TIMM50,TIMM8B,TOMM20,TOMM22,TOMM40,TOMM6,TOMM7,TSPO,UQCRFS1,VDAC1,VDAC2,VDAC3	
EPH-Ephrin signaling	9.28E00	2.34E-01	-4.690	ACTB,ACTG1,AP2A2,Ap2b1,AP2M1,AP2S1,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,CFL1,CLTA,CLTB,HRAS,MYL12A,MYL12B,MYL6,PSENEN,RHOA,SDCBP	
Remodeling of Epithelial Adherens Junctions	8.63E00	2.65E-01	-3.000	ACTB,ACTG1,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,RAB5A,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B	
COPI-mediated anterograde transport	8.56E00	2.16E-01	-4.690	ACTR10,ARF1,ARF4,ARF5,CAPZA2,COPE,DCTN2,DCTN3,DCTN4,DCTN6,DYNLL1,KDELR1,NAPA,TMED10,TMED2,TMED9,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B	
Clathrin-mediated endocytosis	8.54E00	1.92E-01	-5.000	ACTB,ACTG1,ADRB2,AP2A2,Ap2b1,AP2M1,AP2S1,ARF6,ARPC1A,ARPC2,ARPC3,ARPC4,ARPC5,CLTA,CLTB,HBEGF,HSPA8,NECAP2,RAB5A,RPS27A,SH3GL1,TRIP10,UBC,VAMP3,VAMP8	
NRF2-mediated Oxidative Stress Response	8.41E00	1.48E-01	-4.379	ACTB,ACTG1,AKR1A1,ATF4,CCT7,CLPP,DNAJA1,DNAJA2,DNAJB11,DNAJB2,ERP29,FOS,FTH1,FTL,GCLM,GSTM2,HERPUD1,HRAS,HSP90AA1,HSP90AB1,HSP90B1,JUN,JUNB,JUND,MAFF,MAPK3,MGST3,NFE2L2,PPIB,PRDX1,RASD1,RRAS,SQSTM1,STIP1,TXN	
TP53 Regulates Metabolic Genes	8.26E00	2.27E-01	-4.472	COX20,COX4I1,COX5A,COX6B1,COX7A2L,COX8A,CYCS,LAMTOR2,LAMTOR3,NDUFA4,PRDX1,PRDX2,PRKAB1,RHEB,RRAGA,SURF1,TXN,YWHAE,YWHAH,YWHAQ	
Cellular response to heat stress	8.23E00	2.16E-01	-4.359	BAG1,BAG5,EEF1A1,FKBP4,HIKESHI,HSBP1,HSP90AA1,HSP90AB1,HSPA14,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPB1,HSPH1,MAPK3,MRPL18,PTGES3,SEC13,SERPINH1,ST13,YWHAE	
Mitophagy	8.23E00	4E-01	-3.464	CSNK2B,MAP1LC3A,MAP1LC3B,RPS27A,SQSTM1,TOMM20,TOMM22,TOMM40,TOMM6,TOMM7,UBC,VDAC1	
MHC class II antigen presentation	8.14E00	1.9E-01	-4.899	ACTR10,AP1S1,AP1S2,AP2A2,AP2M1,AP2S1,ARF1,CAPZA2,CLTA,CTSH,CTSV,DCTN2,DCTN3,DCTN4,DCTN6,DYNLL1,SAR1B,SEC13,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B	
Hypoxia Signaling in the Cardiovascular System	7.8E00	2.37E-01	-2.449	ATF4,COPS5,CREB3,EDN1,HSP90AA1,HSP90AB1,HSP90B1,JUN,LDHA,NFKBIA,SUMO1,UBE2A,UBE2B,UBE2D3,UBE2G2,UBE2I,UBE2M,UBE2S	
Nucleotide Excision Repair	7.49E00	2.06E-01	-4.472	CETN2,COPS5,COPS8,HMGN1,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,PPIE,RAD23A,RPS27A,SUMO1,SUMO2,SUMO3,TCEA1,UBC,UBE2I	
Clathrin-mediated Endocytosis Signaling	7.07E00	1.44E-01	NaN	ACTB,ACTG1,AP1S1,AP1S2,AP2A2,Ap2b1,AP2M1,AP2S1,APOE,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,CLTA,CLTB,CSNK2B,HSPA8,PDGFA,PDGFB,RAB11A,RAB5A,RPS27A,SH3GL1,SH3GLB1,Ubb,UBC	
Signaling by Rho Family GTPases	7.07E00	1.31E-01	-4.811	ACTB,ACTG1,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,Cdc42,CDC42EP1,CDC42EP2,CDC42EP3,CDH5,CFL1,CFL2,FOS,GNA11,GNAI2,GNAS,GNB2,GNG11,GNG5,JUN,MAPK3,MYL12A,MYL12B,MYL6,RDX,RHOA,RHOB,RHOC,RHOG,STMN1,VIM	
Integrin Signaling	6.88E00	1.42E-01	-3.024	ACTB,ACTG1,ARF1,Arf2,ARF4,ARF5,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,CAV1,Cdc42,HRAS,ILK,MAPK3,MYL12A,MYL12B,PDGFB,PFN1,RASD1,RHOA,RHOB,RHOC,RHOG,RRAS,VASP	
Intra-Golgi and retrograde Golgi-to-ER traffic	6.76E00	1.43E-01	-5.385	ACTR10,ARF1,ARF4,ARF5,ARL1,CAPZA2,COPE,CYTH2,DCTN2,DCTN3,DCTN4,DCTN6,DYNLL1,KDELR1,NAA38,NAPA,PLIN3,RAB18,RAB9A,TMED10,TMED2,TMED9,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B,VAMP3	
Unfolded protein response	6.6E00	2E-01	-3.606	ATF4,CEBPG,DDIT3,DNAJA1,DNAJA2,DNAJB11,DNAJB2,HSP90B1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,HSPH1,NFE2L2,PDIA6,PPP1R15A,XBP1	
Ferroptosis Signaling Pathway	6.5E00	1.68E-01	-1.706	ARF1,Arf2,ARF4,ARF5,ARF6,ATF4,CDKN1A,FTH1,FTL,G3BP1,GPX4,HRAS,HSPB1,MAPK3,NFE2L2,PEBP1,PRKAB1,RASD1,RRAS,SAT1,SQSTM1,VDAC2	
Gap junction trafficking and regulation	6.48E00	3.24E-01	-3.317	ACTB,ACTG1,AP2M1,CLTA,CLTB,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B	
Chaperone Mediated Autophagy	6.41E00	4.09E-01	-3.000	EEF1A1,HSP90AA1,HSP90AB1,HSPA8,PARK7,PLIN3,RPS27A,UBC,VIM	
Aggrephagy	6.23E00	2.79E-01	-3.464	DYNLL1,HSP90AA1,PARK7,RPS27A,TUBA1A,TUBA1B,TUBA1C,TUBB2A,TUBB2B,TUBB4B,UBC,VIM	
ROBO SLIT Signaling Pathway	6.12E00	1.65E-01	2.400	ARF1,Arf2,ARF4,ARF5,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,CDKN1A,FOS,HES1,JUN,MYL12A,MYL12B,NDFIP1,PRKAR1A,RHOA	
RNA Polymerase II Transcription	6.1E00	1.54E-01	-4.796	CDK9,DDX39B,EIF4A3,ELOC,GTF2B,LSM10,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,RBM8A,SARNP,SNRPB,SNRPD3,SNRPF,SRSF2,SRSF3,SRSF7,SRSF9,TCEA1	
Signaling by TGF-beta Receptor Complex	5.99E00	2.45E-01	-3.606	F11R,FKBP1A,LTBP4,NEDD8,PMEPA1,PPP1CA,PPP1R15A,RHOA,RPS27A,STRAP,STUB1,UBC,UBE2M	
HIF1α Signaling	5.98E00	1.34E-01	-0.962	CDKN1A,COPS5,EDN1,EGLN2,EIF4E,EIF4EBP1,ELOC,HRAS,HSP90AA1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,JUN,LDHA,MAPK3,MMP15,PDGFB,PKM,RACK1,RAN,RASD1,RPS6,RRAS,SAT1,STUB1,VIM	
RHOA Signaling	5.69E00	1.61E-01	-4.472	ACTB,ACTG1,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,CDC42EP1,CDC42EP2,CDC42EP3,CFL1,CFL2,MYL12A,MYL12B,MYL6,PFN1,RDX,RHOA	
Macroautophagy	5.67E00	2.15E-01	-3.742	ATG101,CHMP2A,CHMP6,DYNLL1,GABARAP,GABARAPL2,LAMTOR2,LAMTOR3,MAP1LC3A,MAP1LC3B,PRKAB1,RHEB,RRAGA,WDR45B	
Regulation of Actin-based Motility by Rho	5.6E00	1.65E-01	-4.123	ACTB,ARHGDIA,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,Cdc42,CFL1,MYL12A,MYL12B,MYL6,PFN1,RHOA,RHOB,RHOC,RHOG	
RHOGDI Signaling	5.53E00	1.27E-01	3.411	ACTB,ACTG1,ARHGDIA,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,Cdc42,CDH5,CFL1,CFL2,GNA11,GNAI2,GNAS,GNB2,GNG11,GNG5,MYL12A,MYL12B,MYL6,RDX,RHOA,RHOB,RHOC,RHOG	
14-3-3-mediated Signaling	5.52E00	1.57E-01	-2.714	BAD,BAX,FOS,HRAS,JUN,MAPK3,PDIA3,RASD1,RRAS,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B,VIM,YWHAE,YWHAH,YWHAQ	
Late endosomal microautophagy	5.52E00	2.94E-01	-3.162	CHMP2A,CHMP6,HSPA8,PARK7,PLIN3,RPS27A,UBC,VIM,VPS28,VPS37B	
Cargo recognition for clathrin-mediated endocytosis	5.45E00	1.68E-01	-4.243	ADRB2,AP2A2,Ap2b1,AP2M1,AP2S1,CLTA,CLTB,COPS5,COPS8,HBEGF,NECAP2,NEDD8,RPS27A,SH3GL1,TOR1A,UBC,VAMP3,VAMP8	
ESR-mediated signaling	5.42E00	1.61E-01	-4.359	CDK9,DDX5,FKBP4,FOS,HSP90AA1,HSP90AB1,JUN,JUND,MAPK3,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,PPID,PRMT1,PTGES3	
MicroRNA Biogenesis Signaling Pathway	5.39E00	1.34E-01	-4.600	DDX5,DNAJA2,HNRNPA2B1,HRAS,HSP90AA1,HSP90AB1,HSP90B1,HSPA8,ILF2,MAPK3,PDGFB,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,PTGES3,RAN,RASD1,RRAS,SEC13,SRSF3,ST13	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	5.3E00	3.64E-01	-2.828	CAMLG,CYB5A,EMD,PRNP,SEC61B,SEC61G,SGTA,VAPA	
TP53 Regulates Transcription of DNA Repair Genes	5.27E00	2E-01	-3.742	AP1S1,AP1S2,CDK9,ELOC,FOS,JUN,POLR2C,POLR2E,POLR2F,POLR2G,POLR2I,POLR2J,POLR2K,TCEA1	
HER-2 Signaling in Breast Cancer	5.27E00	1.23E-01	1.347	ARF1,Arf2,ARF4,ARF5,ARF6,BAD,CDKN1A,COX17,COX4I1,COX5A,COX6B1,Cox6c,COX7A2,COX7A2L,COX8A,CYB5A,FOS,HBEGF,HRAS,JUN,MAPK3,NFKBIA,RASD1,RHEB,RPS6,RRAS,SEC13,SURF1	
Cilium Assembly	5.19E00	1.27E-01	-5.000	ARF4,BBIP1,CCT2,CCT3,CCT4,CCT5,CCT7,CCT8,CETN2,CSNK1E,DCTN2,DCTN3,DYNLL1,DYNLRB1,HSP90AA1,IFT20,RAB11A,SSNA1,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B,YWHAE	
Coronavirus Replication Pathway	5.15E00	2.44E-01	-2.111	COPE,IFITM2,IFITM3,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B,ZCRB1	
Extra-nuclear estrogen signaling	5.05E00	1.92E-01	-3.742	CAV1,CAV2,FOS,GNAI2,GNB2,GNG11,GNG5,GNGT2,HBEGF,HRAS,HSP90AA1,HSPB1,MAPK3,PRMT1	
Actin Nucleation by ARP-WASP Complex	5.04E00	1.72E-01	-3.742	ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,Cdc42,HRAS,RASD1,RHOA,RHOB,RHOC,RHOG,RRAS,VASP	
Amino acids regulate mTORC1	5.01E00	2.18E-01	-3.464	ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V1E1,ATP6V1F,ATP6V1G1,CASTOR1,LAMTOR2,LAMTOR3,RHEB,RRAGA,SEC13	
Ephrin Receptor Signaling	4.8E00	1.24E-01	-4.690	ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,ATF4,CFL1,CFL2,CREB3,GNA11,GNAI2,GNAS,GNB2,GNG11,GNG5,HRAS,MAPK3,PDGFA,PDGFB,RASD1,RHOA,RRAS,SDCBP	
Iron uptake and transport	4.76E00	2.07E-01	-3.464	ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V1E1,ATP6V1F,ATP6V1G1,FTH1,FTL,GLRX3,NEDD8,RPS27A,UBC	
fMLP Signaling in Neutrophils	4.75E00	1.45E-01	-3.500	ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,Calm1 (includes others),GNA11,GNAI2,GNAS,GNB2,GNG11,GNG5,HRAS,MAPK3,NFKBIA,RASD1,RRAS	
Germ Cell-Sertoli Cell Junction Signaling	4.6E00	1.29E-01	NaN	ACTB,ACTG1,Cdc42,CFL1,CFL2,HRAS,ILK,JUP,MAPK3,RASD1,RHOA,RHOB,RHOC,RHOG,RRAS,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB4B	
Immunogenic Cell Death Signaling Pathway	4.6E00	1.67E-01	-3.873	ATF4,BAX,BCAP31,DAPK3,DDIT3,HSP90AA1,HSP90AB1,HSP90B1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA5,HSPA8,IFNGR1,PDIA3	
