© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Mitotic Prometaphase	5.89E-01	9.85E-03	NaN	CLIP1,HSP90AA1	
Role of JAK2 in Hormone-like Cytokine Signaling	5.85E-01	1.61E-02	NaN	BCL2L1	
Fc epsilon receptor (FCERI) signaling	5.8E-01	9.71E-03	NaN	NFKBIA,RASGRP2	
Role of Tissue Factor in Cancer	5.77E-01	9.66E-03	NaN	BCL2L1,CCN2	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.67E-01	1.54E-02	NaN	NFKBIA	
Pyridoxal 5'-phosphate Salvage Pathway	5.67E-01	1.54E-02	NaN	CDK8	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	5.62E-01	1.52E-02	NaN	NFKBIA	
CD40 Signaling	5.56E-01	1.49E-02	NaN	NFKBIA	
IL-17A Signaling in Airway Cells	5.56E-01	1.49E-02	NaN	NFKBIA	
ERK/MAPK Signaling	5.54E-01	9.3E-03	NaN	HSPB1,RAPGEF4	
Remodeling of Epithelial Adherens Junctions	5.51E-01	1.47E-02	NaN	CLIP1	
Sensory processing of sound by inner hair cells of the cochlea	5.45E-01	1.45E-02	NaN	CLIC5	
Phospholipases	5.45E-01	1.45E-02	NaN	PNPLA2	
Cell Cycle: G1/S Checkpoint Regulation	5.45E-01	1.45E-02	NaN	CDKN1A	
Calcium Signaling	5.4E-01	9.09E-03	NaN	Calm1 (includes others),CAMK1D	
GM-CSF Signaling	5.4E-01	1.43E-02	NaN	BCL2L1	
Interferon alpha/beta signaling	5.35E-01	1.41E-02	NaN	RSAD2	
Hepatic Cholestasis	5.32E-01	8.97E-03	NaN	Calm1 (includes others),NFKBIA	
Melatonin Signaling	5.3E-01	1.39E-02	NaN	Calm1 (includes others)	
Ephrin B Signaling	5.3E-01	1.39E-02	NaN	CXCL12	
Role of NFAT in Cardiac Hypertrophy	5.29E-01	8.93E-03	NaN	Calm1 (includes others),CAMK1D	
Thrombin Signaling	5.27E-01	8.89E-03	NaN	CAMK1D,MYL12B	
Amyloid fiber formation	5.25E-01	1.37E-02	NaN	B2M	
Glioma Invasiveness Signaling	5.25E-01	1.37E-02	NaN	TIMP3	
trans-Golgi Network Vesicle Budding	5.2E-01	1.35E-02	NaN	HSPA8	
Granzyme A Signaling	5.2E-01	1.35E-02	NaN	NDUFA7	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	5.19E-01	8.77E-03	NaN	Calm1 (includes others),NFKBIA	
Cellular response to hypoxia	5.15E-01	1.33E-02	NaN	EPAS1	
Caveolar-mediated Endocytosis Signaling	5.15E-01	1.33E-02	NaN	B2M	
Neutrophil Extracellular Trap Signaling Pathway	5.14E-01	7.5E-03	NaN	NDUFA7,PNPLA2,SLC2A1	
Plasma lipoprotein assembly, remodeling, and clearance	5.1E-01	1.32E-02	NaN	ANGPTL4	
Angiopoietin Signaling	5.1E-01	1.32E-02	NaN	NFKBIA	
Neurovascular Coupling Signaling Pathway	5.09E-01	8.62E-03	NaN	Calm1 (includes others),PNPLA2	
Antiproliferative Role of Somatostatin Receptor 2	5.06E-01	1.3E-02	NaN	CDKN1A	
NF-κB Activation by Viruses	5.01E-01	1.28E-02	NaN	NFKBIA	
Toll-like Receptor Signaling	5.01E-01	1.28E-02	NaN	NFKBIA	
IL-7 Signaling Pathway	5.01E-01	1.28E-02	NaN	SLC2A1	
Maturity Onset Diabetes of Young (MODY) Signaling	4.96E-01	1.27E-02	NaN	UCP2	
Renal Cell Carcinoma Signaling	4.96E-01	1.27E-02	NaN	SLC2A1	
S100 Family Signaling Pathway	4.96E-01	6.48E-03	2.236	ADGRG1,Calm1 (includes others),CDKN1A,PLAT,S1PR1	
Role of BRCA1 in DNA Damage Response	4.92E-01	1.25E-02	NaN	CDKN1A	
AMPK Signaling	4.85E-01	8.26E-03	NaN	CDKN1A,SLC2A1	
Role of MAPK Signaling in the Pathogenesis of Influenza	4.75E-01	1.19E-02	NaN	PNPLA2	
LPS-stimulated MAPK Signaling	4.7E-01	1.18E-02	NaN	NFKBIA	
Platelet homeostasis	4.66E-01	1.16E-02	NaN	PDE2A	
Cyclins and Cell Cycle Regulation	4.66E-01	1.16E-02	NaN	CDKN1A	
RAR Activation	4.63E-01	6.99E-03	NaN	CDKN1A,PDE2A,ZBTB16	
TP53 Regulates Metabolic Genes	4.58E-01	1.14E-02	NaN	DDIT4	
Unfolded protein response	4.51E-01	1.11E-02	NaN	HSPA8	
KEAP1-NFE2L2 pathway	4.47E-01	1.1E-02	NaN	CDKN1A	
Factors involved in megakaryocyte development and platelet production	4.47E-01	1.1E-02	NaN	MAFF	
Ceramide Signaling	4.47E-01	1.1E-02	NaN	S1PR1	
Crosstalk between Dendritic Cells and Natural Killer Cells	4.47E-01	1.1E-02	NaN	FAS	
ABRA Signaling Pathway	4.43E-01	1.09E-02	NaN	CCN2	
Cell junction organization	4.43E-01	1.09E-02	NaN	FERMT2	
MAPK6/MAPK4 signaling	4.43E-01	1.09E-02	NaN	HSPB1	
Regulation of TP53 Activity through Phosphorylation	4.39E-01	1.08E-02	NaN	TP53INP1	
EPH-Ephrin signaling	4.36E-01	1.06E-02	NaN	MYL12B	
Interferon gamma signaling	4.36E-01	1.06E-02	NaN	B2M	
Chaperone Mediated Autophagy Signaling Pathway	4.32E-01	6.3E-03	1.000	HSP90AA1,HSP90AB1,HSPA8,NFKBIA	
Gene Silencing by RNA	4.32E-01	1.05E-02	NaN	HSP90AA1	
Signaling by Rho Family GTPases	4.3E-01	7.49E-03	NaN	CLIP1,MYL12B	
IL-1 Signaling	4.28E-01	1.04E-02	NaN	NFKBIA	
Salvage Pathways of Pyrimidine Ribonucleotides	4.25E-01	1.03E-02	NaN	CDK8	
DNA Methylation and Transcriptional Repression Signaling	4.21E-01	1.02E-02	NaN	CDK8	
UVA-Induced MAPK Signaling	4.21E-01	1.02E-02	NaN	BCL2L1	
Cell Cycle Checkpoints	4.2E-01	7.35E-03	NaN	CDKN1A,CLIP1	
Glycerophospholipid biosynthesis	4.18E-01	1.01E-02	NaN	PNPLA2	
VEGF Signaling	4.18E-01	1.01E-02	NaN	BCL2L1	
Apelin Cardiomyocyte Signaling Pathway	4.18E-01	1.01E-02	NaN	MYL12B	
S Phase	4.14E-01	1E-02	NaN	CDKN1A	
Insulin Secretion Signaling Pathway	4.14E-01	7.27E-03	NaN	RAPGEF4,SLC2A1	
Neuropathic Pain Signaling in Dorsal Horn Neurons	4.11E-01	9.9E-03	NaN	CAMK1D	
Transport of inorganic cations/anions and amino acids/oligopeptides	4.01E-01	9.62E-03	NaN	SLC7A5	
Serotonin Receptor Signaling	4.01E-01	6.4E-03	NaN	Calm1 (includes others),NFKBIA,PNPLA2	
Huntington's Disease Signaling	3.97E-01	7.04E-03	NaN	BCL2L1,HSPA8	
CLEAR Signaling Pathway	3.96E-01	7.02E-03	NaN	BNIP3,DDIT4	
WNK Renal Signaling Pathway	3.95E-01	9.43E-03	NaN	Calm1 (includes others)	
OX40 Signaling Pathway	3.89E-01	6.28E-03	NaN	B2M,BCL2L1,NFKBIA	
α-Adrenergic Signaling	3.86E-01	9.17E-03	NaN	Calm1 (includes others)	
O-linked glycosylation	3.8E-01	9.01E-03	NaN	GALNT15	
Sleep REM Signaling Pathway	3.8E-01	9.01E-03	NaN	Mt1	
Binding and Uptake of Ligands by Scavenger Receptors	3.77E-01	8.93E-03	NaN	HSP90AA1	
BBSome Signaling Pathway	3.74E-01	6.13E-03	NaN	ADGRG1,CXCL12,S1PR1	
Senescence Pathway	3.71E-01	6.69E-03	NaN	Calm1 (includes others),CDKN1A	
Regulation of Actin-based Motility by Rho	3.68E-01	8.7E-03	NaN	MYL12B	
IL-13 Signaling Pathway	3.65E-01	8.62E-03	NaN	BCL2L1	
Signaling by ROBO receptors	3.65E-01	8.62E-03	NaN	CXCL12	
Bladder Cancer Signaling	3.65E-01	8.62E-03	NaN	CDKN1A	
PAK Signaling	3.63E-01	8.55E-03	NaN	MYL12B	
Virus Entry via Endocytic Pathways	3.6E-01	8.47E-03	NaN	B2M	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.6E-01	8.47E-03	NaN	RAPGEF4	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	3.56E-01	6.49E-03	NaN	Calm1 (includes others),NFKBIA	
Sphingosine-1-phosphate Signaling	3.54E-01	8.33E-03	NaN	S1PR1	
Th1 Pathway	3.49E-01	8.2E-03	NaN	DLL4	
RHOA Signaling	3.44E-01	8.06E-03	NaN	MYL12B	
Class A/1 (Rhodopsin-like receptors)	3.42E-01	6.31E-03	NaN	CXCL12,S1PR1	
L1CAM interactions	3.41E-01	8E-03	NaN	HSPA8	
TCR signaling	3.39E-01	7.94E-03	NaN	NFKBIA	
Gαs Signaling	3.39E-01	7.94E-03	NaN	RAPGEF4	
IL-27 Signaling Pathway	3.34E-01	7.81E-03	NaN	B2M	
Interleukin-1 family signaling	3.31E-01	7.75E-03	NaN	NFKBIA	
Gap Junction Signaling	3.3E-01	6.15E-03	NaN	Calm1 (includes others),HSPA8	
Clathrin-mediated endocytosis	3.29E-01	7.69E-03	NaN	HSPA8	
Mitotic G1 phase and G1/S transition	3.27E-01	7.63E-03	NaN	CDKN1A	
Synaptic Long Term Potentiation	3.24E-01	7.58E-03	NaN	Calm1 (includes others)	
HGF Signaling	3.24E-01	7.58E-03	NaN	CDKN1A	
CCR3 Signaling in Eosinophils	3.2E-01	7.46E-03	NaN	Calm1 (includes others)	
STAT3 Pathway	3.17E-01	7.41E-03	NaN	CDKN1A	
RAC Signaling	3.13E-01	7.3E-03	NaN	MCF2L	
Th2 Pathway	3.13E-01	7.3E-03	NaN	S1PR1	
Iron homeostasis signaling pathway	3.11E-01	7.25E-03	NaN	EPAS1	
Cardiac Hypertrophy Signaling (Enhanced)	3.1E-01	5.54E-03	NaN	Calm1 (includes others),HSPB1,PDE2A	
GABAergic Receptor Signaling Pathway (Enhanced)	3.08E-01	7.19E-03	NaN	GLUL	
RHO GTPases Activate Formins	3.08E-01	7.19E-03	NaN	CLIP1	
PIP3 activates AKT signaling	3.06E-01	7.14E-03	NaN	CDKN1A	
Gαi Signaling	3.06E-01	7.14E-03	NaN	S1PR1	
MSP-RON Signaling in Cancer Cells Pathway	3.06E-01	7.14E-03	NaN	NFKBIA	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	3.04E-01	7.09E-03	NaN	CXCL12	
Apelin Endothelial Signaling Pathway	3.04E-01	7.09E-03	NaN	Calm1 (includes others)	
Hereditary Breast Cancer Signaling	3.02E-01	7.04E-03	NaN	CDKN1A	
G alpha (s) signalling events	2.96E-01	6.9E-03	NaN	PDE2A	
C-type lectin receptors (CLRs)	2.96E-01	6.9E-03	NaN	NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	2.92E-01	6.8E-03	NaN	CDKN1A	
WNT/SHH Axonal Guidance Signaling Pathway	2.87E-01	6.71E-03	NaN	PLXNA2	
NAD Signaling Pathway	2.84E-01	6.62E-03	NaN	SLC7A5	
Corticotropin Releasing Hormone Signaling	2.82E-01	6.58E-03	NaN	Calm1 (includes others)	
Type II Diabetes Mellitus Signaling	2.8E-01	6.54E-03	NaN	NFKBIA	
CDC42 Signaling	2.75E-01	5.21E-03	NaN	B2M,CLIP1,MYL12B	
IL-4 Signaling	2.74E-01	5.2E-03	NaN	BCL2L1,FAS,TIMP3	
Epithelial Adherens Junction Signaling	2.7E-01	6.33E-03	NaN	MYL12B	
Pathogen Induced Cytokine Storm Signaling Pathway	2.69E-01	5.39E-03	NaN	CXCL12,SLC2A1	
Class I MHC mediated antigen processing and presentation	2.64E-01	5.33E-03	NaN	B2M,ZBTB16	
Breast Cancer Regulation by Stathmin1	2.59E-01	5.05E-03	NaN	ADGRG1,CAMK1D,S1PR1	
HMGB1 Signaling	2.54E-01	5.99E-03	NaN	PLAT	
Signaling by the B Cell Receptor (BCR)	2.49E-01	5.88E-03	NaN	NFKBIA	
Ribonucleotide Reductase Signaling Pathway	2.48E-01	5.85E-03	NaN	CDKN1A	
Glioblastoma Multiforme Signaling	2.48E-01	5.85E-03	NaN	CDKN1A	
CREB Signaling in Neurons	2.47E-01	4.94E-03	NaN	ADGRG1,Calm1 (includes others),S1PR1	
T Cell Receptor Signaling	2.39E-01	4.87E-03	NaN	B2M,Calm1 (includes others),NFKBIA	
Ion channel transport	2.29E-01	5.46E-03	NaN	TSC22D3	
Acute Phase Response Signaling	2.26E-01	5.41E-03	NaN	NFKBIA	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.25E-01	5.38E-03	NaN	Calm1 (includes others)	
FXR/RXR Activation	2.23E-01	5.35E-03	NaN	Mt1	
Macrophage Classical Activation Signaling Pathway	2.21E-01	5.29E-03	NaN	NFKBIA	
Granulocyte Adhesion and Diapedesis	2.21E-01	5.29E-03	NaN	CXCL12	
GNRH Signaling	2.18E-01	5.24E-03	NaN	Calm1 (includes others)	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.18E-01	5.24E-03	NaN	NFKBIA	
Acetylcholine Receptor Signaling Pathway	2.14E-01	5.15E-03	NaN	Calm1 (includes others)	
Endothelin-1 Signaling	2.14E-01	5.15E-03	NaN	PNPLA2	
Synaptic Long Term Depression	2.08E-01	5.05E-03	NaN	PNPLA2	
Adrenomedullin signaling pathway	2.07E-01	5.03E-03	NaN	Calm1 (includes others)	
ILK Signaling	2.04E-01	4.98E-03	NaN	FERMT2	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	2.03E-01	4.95E-03	NaN	B2M	
Ephrin Receptor Signaling	2.03E-01	4.95E-03	NaN	CXCL12	
Cilium Assembly	2.01E-01	4.9E-03	NaN	HSP90AA1	
Wound Healing Signaling Pathway	-0E00	3.97E-03	NaN	NFKBIA	
Multiple Sclerosis Signaling Pathway	-0E00	4.5E-03	NaN	FAS	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	-0E00	4.1E-03	NaN	CXCL12	
Actin Cytoskeleton Signaling	-0E00	4.1E-03	NaN	MYL12B	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	NFKBIA	
Orexin Signaling Pathway	-0E00	4.2E-03	NaN	Calm1 (includes others)	
G alpha (i) signalling events	-0E00	3.88E-03	NaN	CXCL12	
Cell surface interactions at the vascular wall	-0E00	4.74E-03	NaN	SLC7A5	
Generic Transcription Pathway	-0E00	2.34E-03	NaN	CDK8	
Mitotic Metaphase and Anaphase	-0E00	4.26E-03	NaN	CLIP1	
Deubiquitination	-0E00	3.8E-03	NaN	NFKBIA	
Processing of Capped Intron-Containing Pre-mRNA	-0E00	3.48E-03	NaN	HSPA8	
Autism Signaling Pathway	-0E00	3.25E-03	NaN	B2M	
NAFLD Signaling Pathway	-0E00	4.42E-03	NaN	PNPLA2	
Clathrin-mediated Endocytosis Signaling	-0E00	4.81E-03	NaN	HSPA8	
IL-12 Signaling and Production in Macrophages	-0E00	4.26E-03	NaN	Calm1 (includes others)	
Role of NFAT in Regulation of the Immune Response	-0E00	1.93E-03	NaN	Calm1 (includes others),NFKBIA	
CCR5 Signaling in Macrophages	-0E00	4.01E-03	NaN	Calm1 (includes others),FAS	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.17E-03	NaN	Calm1 (includes others)	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	4.71E-03	NaN	B2M,FAS	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	3.29E-03	NaN	B2M,BCL2L1	
CD28 Signaling in T Helper Cells	-0E00	3.87E-03	NaN	Calm1 (includes others),NFKBIA	
IL-15 Signaling	-0E00	1.9E-03	NaN	BCL2L1	
Dendritic Cell Maturation	-0E00	3.36E-03	NaN	B2M,NFKBIA	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	3.94E-03	NaN	Calm1 (includes others),NFKBIA	
Lipid Antigen Presentation by CD1	-0E00	2.41E-03	NaN	B2M	
Type I Diabetes Mellitus Signaling	-0E00	3.93E-03	NaN	FAS,NFKBIA	
Allograft Rejection Signaling	-0E00	4.1E-03	NaN	B2M,FAS	
Autoimmune Thyroid Disease Signaling	-0E00	2.18E-03	NaN	FAS	
Graft-versus-Host Disease Signaling	-0E00	2.24E-03	NaN	FAS	
Colorectal Cancer Metastasis Signaling	-0E00	3.69E-03	NaN	BCL2L1	
Communication between Innate and Adaptive Immune Cells	-0E00	1.07E-03	NaN	B2M	
FAK Signaling	-0E00	1.92E-03	NaN	ADGRG1,S1PR1	
Phospholipase C Signaling	-0E00	1.79E-03	NaN	Calm1 (includes others),MYL12B	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.07E-03	NaN	FAS	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	4.33E-03	NaN	Calm1 (includes others),NFKBIA	
NUR77 Signaling in T Lymphocytes	-0E00	3.9E-03	NaN	B2M,Calm1 (includes others)	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00	3.4E-03	NaN	Calm1 (includes others),NFKBIA	
RHOGDI Signaling	-0E00	4.55E-03	NaN	MYL12B	
Agranulocyte Adhesion and Diapedesis	-0E00	4.76E-03	NaN	CXCL12	
TEC Kinase Signaling	-0E00	1.73E-03	NaN	FAS	
B Cell Receptor Signaling	-0E00	4.73E-03	NaN	BCL2L1,Calm1 (includes others),NFKBIA	
Integrin Signaling	-0E00	4.72E-03	NaN	MYL12B	
NF-κB Signaling	-0E00	1.75E-03	NaN	NFKBIA	
Th17 Activation Pathway	-0E00	4.13E-03	NaN	HSP90AA1,HSP90AB1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	3.11E-03	NaN	B2M,FAS	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	4.15E-03	NaN	BCL2L1,Calm1 (includes others),RASGRP2	
