© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Synaptogenesis Signaling Pathway	1.4E00	2.22E-02	-2.449	AP2A2,Ap2b1,APOE,EPHA4,EPHB4,PAK1,RALB	
G-protein beta:gamma signalling	1.39E00	6.25E-02	NaN	GNGT2,PAK1	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	1.39E00	6.25E-02	NaN	AP2A2,Ap2b1	
TNFR2 Signaling	1.39E00	6.25E-02	NaN	RELB,TNFAIP3	
Angiopoietin Signaling	1.39E00	3.95E-02	NaN	PAK1,RALB,RELB	
Interleukin-1 family signaling	1.39E00	3.1E-02	-2.000	IL1R1,IRAK3,PSMC1,STAT3	
TREM1 Signaling	1.37E00	3.9E-02	NaN	ICAM1,RELB,STAT3	
Signal amplification	1.37E00	6.06E-02	NaN	GNGT2,PLA2G4A	
VDR/RXR Activation	1.36E00	3.85E-02	NaN	PDGFA,TGFB2,THBD	
HGF Signaling	1.36E00	3.03E-02	NaN	PAK1,PTGS2,RALB,STAT3	
Signaling by MET	1.35E00	3.8E-02	NaN	LAMA4,SPINT2,STAT3	
IL-3 Signaling	1.35E00	3.8E-02	NaN	PAK1,RALB,STAT3	
Renal Cell Carcinoma Signaling	1.35E00	3.8E-02	NaN	HIF1A,PAK1,RALB	
Endothelin-1 Signaling	1.34E00	2.58E-02	-2.236	CASP4,EDN1,PLA2G4A,PTGS2,RALB	
Xenobiotic Metabolism PXR Signaling Pathway	1.33E00	2.56E-02	-2.236	CHST11,HS3ST1,MAOA,MGST1,NDST1	
Transcriptional Regulation by NPAS4	1.32E00	5.71E-02	NaN	NAMPT,NR3C1	
Coagulation System	1.32E00	5.71E-02	NaN	THBD,VWF	
Role of PKR in Interferon Induction and Antiviral Response	1.32E00	2.94E-02	NaN	PDGFA,RELB,STAT3,TNFRSF1A	
Signaling by MST1	1.31E00	2E-01	NaN	SPINT2	
Tetrapyrrole Biosynthesis II	1.31E00	2E-01	NaN	ALAS1	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.31E00	3.66E-02	NaN	RALB,RPS6KA5,STAT3	
Interferon Signaling	1.3E00	5.56E-02	NaN	IFITM2,IFITM3	
Adrenomedullin signaling pathway	1.3E00	2.51E-02	-2.000	CFH,GPR182,HIF1A,RALB,RELB	
Heparan Sulfate Biosynthesis (Late Stages)	1.29E00	3.61E-02	NaN	CHST11,HS3ST1,NDST1	
Human Embryonic Stem Cell Pluripotency	1.28E00	2.49E-02	-2.236	PDGFA,RALB,STAT3,TGFB2,WNT5A	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.28E00	3.57E-02	NaN	PLA2G4A,PTGS2,RALB	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	1.28E00	5.41E-02	NaN	LCP1,RPLP0	
Noradrenaline and Adrenaline Degradation	1.28E00	5.41E-02	NaN	ADH1C,MAOA	
Integrin cell surface interactions	1.27E00	3.53E-02	NaN	ICAM1,VCAM1,VWF	
Estrogen Receptor Signaling	1.26E00	1.96E-02	-2.449	CDK8,HIF1A,NDUFA8,NR3C1,PAK1,RALB,RELB,VEGFC	
Platelet homeostasis	1.26E00	3.49E-02	NaN	GNGT2,ORAI1,PLA2G4A	
Glutathione-mediated Detoxification	1.26E00	5.26E-02	NaN	Gsta4,MGST1	
PDGF Signaling	1.24E00	3.45E-02	NaN	PDGFA,RALB,STAT3	
Protein Ubiquitination Pathway	1.24E00	2.2E-02	NaN	B2M,HLA-A,HLA-E,PSMC1,TAP2,USP53	
C-type lectin receptors (CLRs)	1.23E00	2.76E-02	-2.000	PAK1,PSMC1,RELB,RPS6KA5	
NAD Biosynthesis III	1.23E00	1.67E-01	NaN	NAMPT	
Neurotransmitter release cycle	1.22E00	5E-02	NaN	MAOA,PPFIA2	
Opioid Signalling	1.21E00	3.33E-02	NaN	GNGT2,PDE4B,PLA2G4A	
Heparan Sulfate Biosynthesis	1.21E00	3.33E-02	NaN	CHST11,HS3ST1,NDST1	
Transport of vitamins, nucleosides, and related molecules	1.2E00	4.88E-02	NaN	APOD,SLC16A2	
Ceramide Signaling	1.2E00	3.3E-02	NaN	RALB,RELB,TNFRSF1A	
Acute Myeloid Leukemia Signaling	1.2E00	3.3E-02	NaN	RALB,RELB,STAT3	
Semaphorin Neuronal Repulsive Signaling Pathway	1.19E00	2.67E-02	-2.000	NRP2,PAK1,PDE4B,SEMA6A	
Cell junction organization	1.19E00	3.26E-02	NaN	NECTIN2,PLEC,SDK1	
DAP12 interactions	1.18E00	4.76E-02	NaN	B2M,HLA-E	
Ceramide Biosynthesis	1.17E00	1.43E-01	NaN	SPTLC2	
Pyroptosis Signaling Pathway	1.16E00	3.19E-02	NaN	CASP4,IL1R1,TNFRSF1A	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.16E00	3.19E-02	NaN	PAK1,RAB11A,TLN2	
Activin Inhibin Signaling Pathway	1.16E00	2.29E-02	-2.236	IL1R1,PTGS2,STAT3,TGFB2,TNFRSF1A	
Vasopressin regulates renal water homeostasis via Aquaporins	1.16E00	4.65E-02	NaN	GNGT2,RAB11A	
Necroptosis Signaling Pathway	1.15E00	2.58E-02	-1.000	PLA2G4A,SLC25A3,TNFRSF1A,TNFSF10	
Elastic fibre formation	1.14E00	4.55E-02	NaN	ELN,TGFB2	
IL-1 Signaling	1.14E00	3.12E-02	NaN	IL1R1,IRAK3,RELB	
Death Receptor Signaling	1.14E00	3.12E-02	NaN	RELB,TNFRSF1A,TNFSF10	
Sirtuin Signaling Pathway	1.13E00	2.06E-02	0.447	ABCA1,HIF1A,NAMPT,NDUFA8,RELB,STAT3	
Salvage Pathways of Pyrimidine Ribonucleotides	1.13E00	3.09E-02	NaN	CDK8,GRK5,PAK1	
Arachidonic acid metabolism	1.13E00	4.44E-02	NaN	PLA2G4A,PTGS2	
Epithelial Adherens Junction Signaling	1.13E00	2.53E-02	0.000	NECTIN2,PAK1,RALB,TGFB2	
Role of NFAT in Cardiac Hypertrophy	1.12E00	2.23E-02	-2.000	CAMK1D,IL6R,IL6ST,RALB,TGFB2	
Aryl Hydrocarbon Receptor Signaling	1.12E00	2.52E-02	NaN	MGST1,RELB,TGFB2,TGM2	
Interleukin-17 signaling	1.11E00	1.25E-01	NaN	IL17RA	
TRAIL signaling	1.11E00	1.25E-01	NaN	TNFSF10	
VEGF Signaling	1.11E00	3.03E-02	NaN	HIF1A,RALB,VEGFC	
HEY1 Signaling Pathway	1.1E00	2.48E-02	-1.000	HIF1A,NR2F2,TGFB2,VEGFC	
Ephrin A Signaling	1.09E00	4.26E-02	NaN	EPHA4,PAK1	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.09E00	2.45E-02	NaN	PSMC1,TNFRSF1A,TNFSF10,ZFP36L2	
Phase I - Functionalization of compounds	1.08E00	2.94E-02	NaN	ADH1C,CYP2E1,MAOA	
Beta-catenin independent WNT signaling	1.08E00	2.94E-02	NaN	AP2A2,GNGT2,WNT5A	
Phagosome Maturation	1.08E00	2.44E-02	NaN	B2M,CTSC,HLA-A,HLA-E	
XBP1(S) activates chaperone genes	1.08E00	4.17E-02	NaN	PDIA5,XBP1	
G alpha (z) signalling events	1.08E00	4.17E-02	NaN	GNGT2,RGS16	
Class I MHC mediated antigen processing and presentation	1.08E00	1.87E-02	-2.646	B2M,HLA-A,HLA-E,MYLIP,PSMC1,SOCS3,TAP2	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1.06E00	4.08E-02	NaN	CDK8,JUNB	
PFKFB4 Signaling Pathway	1.06E00	4.08E-02	NaN	RPS6KA5,TGFB2	
Interleukin-9 signaling	1.06E00	1.11E-01	NaN	STAT3	
Leucine Degradation I	1.06E00	1.11E-01	NaN	BCAT2	
Heme Biosynthesis II	1.06E00	1.11E-01	NaN	ALAS1	
Transport of inorganic cations/anions and amino acids/oligopeptides	1.06E00	2.88E-02	NaN	SLC12A7,SLC38A5,SLC6A6	
Mouse Embryonic Stem Cell Pluripotency	1.06E00	2.88E-02	NaN	IL6ST,RALB,STAT3	
Apoptosis Signaling	1.06E00	2.88E-02	NaN	RALB,RELB,TNFRSF1A	
IGF-1 Signaling	1.05E00	2.86E-02	NaN	RALB,SOCS3,STAT3	
WNK Renal Signaling Pathway	1.04E00	2.83E-02	NaN	LRRC8B,RPS6KA5,SLC12A7	
Extracellular matrix organization	1.04E00	2.83E-02	NaN	LAMA4,PDGFA,TGFB2	
Paxillin Signaling	1.03E00	2.8E-02	NaN	PAK1,RALB,TLN2	
Signaling by VEGF	1.02E00	2.78E-02	NaN	NRP2,PAK1,VEGFC	
Apoptotic execution phase	1.02E00	3.85E-02	NaN	PLEC,VIM	
Neurotransmitter clearance	1.02E00	1E-01	NaN	MAOA	
ATF6 (ATF6-alpha) activates chaperone genes	1.02E00	1E-01	NaN	XBP1	
Prostanoid Biosynthesis	1.02E00	1E-01	NaN	PTGS2	
G-Protein Coupled Receptor Signaling	1.01E00	1.56E-02	-1.508	ACKR1,ADGRG6,CYSLTR1,GPR182,GRK5,PAK1,PDE4B,RALB,RELB,RGS16,STAT3	
Sleep REM Signaling Pathway	9.98E-01	2.7E-02	NaN	RPS6KA5,TGFB2,TNFSF10	
Pancreatic Secretion Signaling Pathway	9.86E-01	2.02E-02	-2.236	BST1,CA14,CD38,ORAI1,SLC6A6	
Intrinsic Pathway for Apoptosis	9.79E-01	3.64E-02	NaN	NMT1,STAT3	
Lymphotoxin β Receptor Signaling	9.79E-01	3.64E-02	NaN	RELB,VCAM1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	9.72E-01	2.63E-02	NaN	PLA2G4A,PTGS2,RALB	
Tight Junction Signaling	9.69E-01	2.22E-02	NaN	NECTIN2,RELB,TGFB2,TNFRSF1A	
CSDE1 Signaling Pathway	9.65E-01	3.57E-02	NaN	PABPC1,VIM	
NLR signaling pathways	9.65E-01	3.57E-02	NaN	CASP4,TNFAIP3	
Folate Signaling Pathway	9.65E-01	3.57E-02	NaN	IL6ST,STAT3	
Bladder Cancer Signaling	9.55E-01	2.59E-02	NaN	RALB,RPS6KA5,VEGFC	
Myelination Signaling Pathway	9.52E-01	1.83E-02	-2.449	ADGRG6,GLIS2,LAMA4,PDGFA,RALB,WNT5A	
Ion channel transport	9.5E-01	2.19E-02	-2.000	ATP1B3,ATP8B1,FXYD6,TRPM6	
PAK Signaling	9.47E-01	2.56E-02	NaN	PAK1,PDGFA,RALB	
Reversible hydration of carbon dioxide	9.44E-01	8.33E-02	NaN	CA14	
GP1b-IX-V activation signalling	9.44E-01	8.33E-02	NaN	VWF	
Hematopoiesis from Multipotent Stem Cells	9.44E-01	8.33E-02	NaN	CSF1	
Signaling by PDGF	9.4E-01	3.45E-02	NaN	PDGFA,STAT3	
Cancer Drug Resistance by Drug Efflux	9.4E-01	3.45E-02	NaN	PTGS2,RALB	
Sperm Motility	9.33E-01	1.95E-02	NaN	EPHA4,EPHB4,PDE4B,PEAK1,PLA2G4A	
Regulation of lipid metabolism by PPARalpha	9.3E-01	2.52E-02	NaN	ABCA1,ALAS1,CDK8	
Cholecystokinin/Gastrin-mediated Signaling	9.3E-01	2.52E-02	NaN	EPHA4,PTGS2,RALB	
Circadian Clock	9.28E-01	3.39E-02	NaN	HIF1A,NR3C1	
NGF Signaling	9.22E-01	2.5E-02	NaN	RALB,RELB,RPS6KA5	
NIK-->noncanonical NF-kB signaling	9.16E-01	3.33E-02	NaN	PSMC1,RELB	
GADD45 Signaling	9.16E-01	3.33E-02	NaN	RELB,TGFB2	
PCP (Planar Cell Polarity) Pathway	9.16E-01	3.33E-02	NaN	JUNB,WNT5A	
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	9.11E-01	7.69E-02	NaN	STAT3	
Platelet Aggregation (Plug Formation)	9.11E-01	7.69E-02	NaN	VWF	
Dissolution of Fibrin Clot	9.11E-01	7.69E-02	NaN	S100A10	
Mitochondrial calcium ion transport	9.11E-01	7.69E-02	NaN	MCUB	
Processing of SMDT1	9.11E-01	7.69E-02	NaN	MCUB	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	9E-01	2.09E-02	NaN	APOD,APOE,RELB,TNFRSF1A	
Cytoprotection by HMOX1	8.93E-01	3.23E-02	NaN	COX7A2L,STAT3	
Glioma Signaling	8.84E-01	2.4E-02	NaN	CAMK1D,PDGFA,RALB	
Thrombopoietin Signaling	8.82E-01	3.17E-02	NaN	RALB,STAT3	
Interleukin-15 signaling	8.81E-01	7.14E-02	NaN	STAT3	
Aspirin ADME	8.81E-01	7.14E-02	NaN	CYP2E1	
Role of IL-17A in Psoriasis	8.81E-01	7.14E-02	NaN	IL17RA	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	8.81E-01	7.14E-02	NaN	MAOA	
Circadian Rhythm Signaling	8.78E-01	1.87E-02	NaN	HIF1A,NR3C1,RACK1,RALB,RPS6KA5	
MHC class II antigen presentation	8.77E-01	2.38E-02	NaN	AP2A2,CTSC,DNM3	
Semaphorin interactions	8.7E-01	3.12E-02	NaN	PAK1,SEMA6A	
14-3-3-mediated Signaling	8.69E-01	2.36E-02	NaN	RALB,TNFRSF1A,VIM	
PXR/RXR Activation	8.6E-01	3.08E-02	NaN	ALAS1,NR3C1	
ERB2-ERBB3 Signaling	8.6E-01	3.08E-02	NaN	RALB,STAT3	
Metabolism of nitric oxide: NOS3 activation and regulation	8.53E-01	6.67E-02	NaN	DDAH1	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	8.53E-01	6.67E-02	NaN	PTGS2	
Platelet Adhesion to exposed collagen	8.53E-01	6.67E-02	NaN	VWF	
WNT/Ca+ pathway	8.49E-01	3.03E-02	NaN	RELB,WNT5A	
Cardiac conduction	8.48E-01	2.31E-02	NaN	ATP1B3,FXYD6,ORAI1	
GABA Receptor Signaling	8.34E-01	2.27E-02	NaN	AP2A2,Ap2b1,GPHN	
Nicotine Degradation II	8.28E-01	2.94E-02	NaN	CYP2E1,FMO1	
Caspase activation via Death Receptors in the presence of ligand	8.27E-01	6.25E-02	NaN	TNFSF10	
Extrinsic Prothrombin Activation Pathway	8.27E-01	6.25E-02	NaN	THBD	
Eicosanoid Signaling	8.21E-01	1.79E-02	-2.236	CYSLTR1,PLA2G4A,PTGS2,RALB,VEGFC	
CCR3 Signaling in Eosinophils	8.2E-01	2.24E-02	NaN	PAK1,PLA2G4A,RALB	
Agrin Interactions at Neuromuscular Junction	8.18E-01	2.9E-02	NaN	PAK1,RALB	
Superpathway of Melatonin Degradation	8.18E-01	2.9E-02	NaN	CYP2E1,MAOA	
Oxytocin Signaling Pathway	8.12E-01	1.77E-02	-2.236	EEF2,PLA2G4A,PTGS2,RALB,RELB	
Huntington's Disease Signaling	8.04E-01	1.76E-02	NaN	AP2A2,CASP4,DNM3,PSMC1,TGM2	
Transcriptional regulation of pluripotent stem cells	8.03E-01	5.88E-02	NaN	STAT3	
FOXO-mediated transcription of cell cycle genes	8.03E-01	5.88E-02	NaN	BTG1	
Isoleucine Degradation I	8.03E-01	5.88E-02	NaN	BCAT2	
RAC Signaling	8E-01	2.19E-02	NaN	PAK1,RALB,RELB	
Th2 Pathway	8E-01	2.19E-02	NaN	HLA-A,ICAM1,SOCS3	
Basal Cell Carcinoma Signaling	7.89E-01	2.78E-02	NaN	GLIS2,WNT5A	
Ephrin B Signaling	7.89E-01	2.78E-02	NaN	EPHB4,PAK1	
Integrin Signaling	7.85E-01	1.89E-02	NaN	PAK1,RALB,TLN2,TSPAN4	
Unfolded Protein Response (UPR)	7.81E-01	5.56E-02	NaN	XBP1	
Branched-chain amino acid catabolism	7.81E-01	5.56E-02	NaN	BCAT2	
CGAS-STING Signaling Pathway	7.8E-01	2.14E-02	NaN	ICAM1,TGFB2,TNFSF10	
Regulation of RUNX2 expression and activity	7.8E-01	2.74E-02	NaN	NR3C1,PSMC1	
Amyloid fiber formation	7.8E-01	2.74E-02	NaN	APOE,B2M	
Serotonin Degradation	7.8E-01	2.74E-02	NaN	ADH1C,MAOA	
RHO GTPase cycle	7.77E-01	1.56E-02	-2.646	ARHGAP20,CPNE8,FMNL2,PAK1,PEAK1,TFRC,VIM	
Cellular response to hypoxia	7.62E-01	2.67E-02	NaN	HIF1A,PSMC1	
Autophagy	7.6E-01	1.84E-02	-1.000	HIF1A,RALB,TGFB2,TNFRSF1A	
RHO GTPases Activate ROCKs	7.59E-01	5.26E-02	NaN	PAK1	
Leptin Signaling in Obesity	7.53E-01	2.63E-02	NaN	SOCS3,STAT3	
Hypoxia Signaling in the Cardiovascular System	7.53E-01	2.63E-02	NaN	EDN1,HIF1A	
Receptor-type tyrosine-protein phosphatases	7.39E-01	5E-02	NaN	PPFIA2	
Valine Degradation I	7.39E-01	5E-02	NaN	BCAT2	
Signaling by NOTCH1	7.35E-01	2.56E-02	NaN	CDK8,HIF1A	
NF-κB Activation by Viruses	7.35E-01	2.56E-02	NaN	RALB,RELB	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	7.35E-01	2.56E-02	NaN	NCOA4,WNT5A	
Maturity Onset Diabetes of Young (MODY) Signaling	7.27E-01	2.53E-02	NaN	APOD,APOE	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	7.27E-01	2.53E-02	NaN	PLA2G4A,PTGS2	
Interleukin-7 signaling	7.2E-01	4.76E-02	NaN	STAT3	
RHO GTPases activate PAKs	7.2E-01	4.76E-02	NaN	PAK1	
Regulation of TLR by endogenous ligand	7.2E-01	4.76E-02	NaN	LBP	
Digestion	7.2E-01	4.76E-02	NaN	PIR	
Fatty Acid α-oxidation	7.2E-01	4.76E-02	NaN	PTGS2	
Endoplasmic Reticulum Stress Pathway	7.2E-01	4.76E-02	NaN	XBP1	
Glycosaminoglycan metabolism	7.19E-01	2.5E-02	NaN	NDST1,ST3GAL6	
Chemokine Signaling	7.11E-01	2.47E-02	NaN	CAMK1D,RALB	
Transcriptional regulation by RUNX1	7.08E-01	1.97E-02	NaN	AUTS2,PSMC1,SOCS3	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	7.08E-01	1.75E-02	NaN	CSF1,IL1R1,TNFRSF1A,WNT5A	
Type II Diabetes Mellitus Signaling	7.03E-01	1.96E-02	NaN	RELB,SOCS3,TNFRSF1A	
Estrogen-Dependent Breast Cancer Signaling	7.03E-01	2.44E-02	NaN	RALB,RELB	
Pregnenolone Biosynthesis	7.02E-01	4.55E-02	NaN	CYP2E1	
Putrescine Degradation III	7.02E-01	4.55E-02	NaN	MAOA	
Transport of bile salts and organic acids, metal ions and amine compounds	6.95E-01	2.41E-02	NaN	CP,SLC6A6	
Transcriptional regulation of white adipocyte differentiation	6.87E-01	2.38E-02	NaN	CDK8,NR2F2	
PEDF Signaling	6.87E-01	2.38E-02	NaN	RALB,RELB	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	6.86E-01	1.92E-02	NaN	RELB,TGFB2,TNFSF10	
Metabolism of porphyrins	6.85E-01	4.35E-02	NaN	ALAS1	
Surfactant metabolism	6.85E-01	4.35E-02	NaN	NAPSA	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	6.85E-01	4.35E-02	NaN	LCN2	
Histidine Degradation VI	6.85E-01	4.35E-02	NaN	CYP2E1	
Vitamin-C Transport	6.85E-01	4.35E-02	NaN	LRRC8B	
Apelin Cardiac Fibroblast Signaling Pathway	6.85E-01	4.35E-02	NaN	TGFB2	
BAG2 Signaling Pathway	6.79E-01	2.35E-02	NaN	PSMC1,RELB	
FGF Signaling	6.72E-01	2.33E-02	NaN	RPS6KA5,STAT3	
Th17 Activation Pathway	6.71E-01	1.45E-02	-2.449	HIF1A,IL1R1,IL6R,IRAK3,RELB,SOCS3,STAT3	
Sulfur amino acid metabolism	6.68E-01	4.17E-02	NaN	FMO1	
Other interleukin signaling	6.68E-01	4.17E-02	NaN	CSF1	
Tumoricidal Function of Hepatic Natural Killer Cells	6.68E-01	4.17E-02	NaN	ICAM1	
Xenobiotic Metabolism AHR Signaling Pathway	6.64E-01	2.3E-02	NaN	MGST1,RELB	
BBSome Signaling Pathway	6.57E-01	1.43E-02	-2.646	ACKR1,ADGRG6,CYSLTR1,GLIS2,GPR182,STAT3,XBP1	
Insulin processing	6.53E-01	4E-02	NaN	CPE	
Bupropion Degradation	6.53E-01	4E-02	NaN	CYP2E1	
Regulation of Cellular Mechanics by Calpain Protease	6.43E-01	2.22E-02	NaN	RALB,TLN2	
Fertilization	6.38E-01	3.85E-02	NaN	CD9	
WNT ligand biogenesis and trafficking	6.38E-01	3.85E-02	NaN	WNT5A	
Miscellaneous transport and binding events	6.38E-01	3.85E-02	NaN	LRRC8B	
IL-17A Signaling in Gastric Cells	6.38E-01	3.85E-02	NaN	IL17RA	
Ubiquinol-10 Biosynthesis (Eukaryotic)	6.38E-01	3.85E-02	NaN	CYP2E1	
BMP signaling pathway	6.36E-01	2.2E-02	NaN	RALB,RELB	
Apelin Adipocyte Signaling Pathway	6.36E-01	2.2E-02	NaN	HIF1A,MGST1	
ABRA Signaling Pathway	6.29E-01	2.17E-02	NaN	JUNB,VEGFC	
MAPK6/MAPK4 signaling	6.29E-01	2.17E-02	NaN	PAK1,PSMC1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression	6.23E-01	3.7E-02	NaN	NAMPT	
Integrin signaling	6.23E-01	3.7E-02	NaN	VWF	
Pyroptosis	6.23E-01	3.7E-02	NaN	CASP4	
Tryptophan Degradation X (Mammalian, via Tryptamine)	6.23E-01	3.7E-02	NaN	MAOA	
Apelin Liver Signaling Pathway	6.23E-01	3.7E-02	NaN	EDN1	
ERBB Signaling	6.22E-01	2.15E-02	NaN	PAK1,RALB	
Docosahexaenoic Acid (DHA) Signaling	6.16E-01	1.6E-02	0.000	PLA2G4A,PTGS2,TGFB2,TNFRSF1A	
Glioblastoma Multiforme Signaling	6.1E-01	1.75E-02	NaN	PDGFA,RALB,WNT5A	
MTOR signalling	6.1E-01	3.57E-02	NaN	RPS6	
SUMOylation of intracellular receptors	6.1E-01	3.57E-02	NaN	NR3C1	
RHO GTPases activate PKNs	6.1E-01	3.57E-02	NaN	PAK1	
Glutathione Redox Reactions I	6.1E-01	3.57E-02	NaN	MGST1	
Class B/2 (Secretin family receptors)	6.02E-01	2.08E-02	NaN	GNGT2,WNT5A	
Small Cell Lung Cancer Signaling	6.02E-01	2.08E-02	NaN	PTGS2,RELB	
TGF-β Signaling	6.02E-01	2.08E-02	NaN	RALB,TGFB2	
Type I Diabetes Mellitus Signaling	6.02E-01	1.38E-02	NaN	CPE,HLA-A,HLA-E,IL1R1,RELB,SOCS3,TNFRSF1A	
TNFs bind their physiological receptors	5.96E-01	3.45E-02	NaN	TNFRSF1A	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	5.96E-01	3.45E-02	NaN	ADGRG6	
Protein folding	5.9E-01	2.04E-02	NaN	GNGT2,STAT3	
Melanocyte Development and Pigmentation Signaling	5.9E-01	2.04E-02	NaN	RALB,RPS6KA5	
UVA-Induced MAPK Signaling	5.9E-01	2.04E-02	NaN	RALB,RPS6KA5	
Activation of kainate receptors upon glutamate binding	5.84E-01	3.33E-02	NaN	GNGT2	
Nucleotide catabolism	5.84E-01	3.33E-02	NaN	ENTPD1	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	5.84E-01	3.33E-02	NaN	NR3C1	
Mitochondrial Dysfunction	5.8E-01	1.45E-02	0.447	ATP1B3,COX7A2L,MAOA,MGST1,NDUFA8	
Phagosome Formation	5.78E-01	1.29E-02	-3.000	ACKR1,ADGRG6,CYSLTR1,GPR182,LBP,PAK1,PLA2G4A,RALB,TLN2	
Bile acid and bile salt metabolism	5.72E-01	3.23E-02	NaN	CH25H	
Methylglyoxal Degradation III	5.72E-01	3.23E-02	NaN	CYP2E1	
Sonic Hedgehog Signaling	5.72E-01	3.23E-02	NaN	GLIS2	
Thrombin signalling through proteinase activated receptors (PARs)	5.6E-01	3.12E-02	NaN	GNGT2	
RIPK1-mediated regulated necrosis	5.6E-01	3.12E-02	NaN	TNFSF10	
Dopamine Degradation	5.6E-01	3.12E-02	NaN	MAOA	
Signaling by Rho Family GTPases	5.54E-01	1.5E-02	NaN	PAK1,RDX,RELB,VIM	
MAPK targets/ Nuclear events mediated by MAP kinases	5.49E-01	3.03E-02	NaN	RPS6KA5	
Airway Inflammation in Asthma	5.49E-01	3.03E-02	NaN	TGFB2	
Antimicrobial peptides	5.38E-01	2.94E-02	NaN	LCN2	
Gap junction trafficking and regulation	5.38E-01	2.94E-02	NaN	DAB2	
Cargo concentration in the ER	5.38E-01	2.94E-02	NaN	CTSC	
Late endosomal microautophagy	5.38E-01	2.94E-02	NaN	VIM	
4-1BB Signaling in T Lymphocytes	5.38E-01	2.94E-02	NaN	RELB	
NOD1/2 Signaling Pathway	5.32E-01	1.59E-02	NaN	TGFB2,TNFAIP3,TNFSF10	
Ethanol Degradation II	5.27E-01	2.86E-02	NaN	ADH1C	
Insulin Secretion Signaling Pathway	5.27E-01	1.45E-02	-2.000	CPE,PABPC1,RPS6KA5,STAT3	
GNRH Signaling	5.24E-01	1.57E-02	NaN	PAK1,RALB,RELB	
Striated Muscle Contraction	5.17E-01	2.78E-02	NaN	VIM	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	5.17E-01	2.78E-02	NaN	APOE	
Leukocyte Extravasation Signaling	5.16E-01	1.55E-02	NaN	ICAM1,RDX,VCAM1	
O-linked glycosylation	5.15E-01	1.8E-02	NaN	SBSPON,THSD1	
Binding and Uptake of Ligands by Scavenger Receptors	5.1E-01	1.79E-02	NaN	APOE,FTH1	
Oxidative Phosphorylation	5.1E-01	1.79E-02	NaN	COX7A2L,NDUFA8	
TWEAK Signaling	5.07E-01	2.7E-02	NaN	RELB	
Complement System	5.07E-01	2.7E-02	NaN	CFH	
Prostate Cancer Signaling	5E-01	1.75E-02	NaN	RALB,RELB	
Antioxidant Action of Vitamin C	5E-01	1.75E-02	NaN	PLA2G4A,RELB	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	4.99E-01	1.24E-02	-1.414	B2M,CASP4,HLA-A,HLA-E,ORAI1,RALB,RDX,STAT3	
Cell Cycle Regulation by BTG Family Proteins	4.98E-01	2.63E-02	NaN	BTG1	
CLEAR Signaling Pathway	4.95E-01	1.4E-02	1.000	HIF1A,RALB,TGFB2,TNFRSF1A	
Oxytocin in Brain Signaling Pathway	4.93E-01	1.51E-02	NaN	PLA2G4A,PTGS2,RALB	
Amyotrophic Lateral Sclerosis Signaling	4.9E-01	1.72E-02	NaN	PAK1,VEGFC	
Signaling by ROBO receptors	4.9E-01	1.72E-02	NaN	PAK1,PSMC1	
Adrenergic Receptor Signaling Pathway (Enhanced)	4.89E-01	1.5E-02	NaN	MAOA,TGFB2,TNFSF10	
NGF-stimulated transcription	4.88E-01	2.56E-02	NaN	JUNB	
tRNA Charging	4.88E-01	2.56E-02	NaN	LARS2	
Neuregulin Signaling	4.85E-01	1.71E-02	NaN	RALB,RPS6	
Fc Epsilon RI Signaling	4.8E-01	1.69E-02	NaN	PLA2G4A,RALB	
Pyrimidine Ribonucleotides Interconversion	4.79E-01	2.5E-02	NaN	ENTPD1	
Gamma carboxylation, hypusine formation and arylsulfatase activation	4.71E-01	2.44E-02	NaN	EEF2	
Sphingosine-1-phosphate Signaling	4.7E-01	1.67E-02	NaN	CASP4,PDGFA	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	4.62E-01	2.38E-02	NaN	IRAK3	
April Mediated Signaling	4.62E-01	2.38E-02	NaN	RELB	
