© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Sertoli Cell-Sertoli Cell Junction Signaling	5.28E00	1.11E-01	4.041	AFDN,AKT3,CDH13,CREB3L2,CREBBP,CTNNA1,DLG1,EPB41,IGSF5,LAMA3,LAMA4,LAMB2,MAP2K4,MAP3K1,MAP3K2,MAP3K20,MAP3K3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTK2,SORBS1,SPTAN1,SPTBN1,TGFBR2,TJP1	
Actin Cytoskeleton Signaling	5.25E00	1.11E-01	2.558	APC,ARHGAP35,ARHGEF12,DOCK1,FN1,GNG12,ITGA1,MPRIP,MYH10,MYH9,MYO10,MYO18A,NCKAP1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP1R12A,Ppp1r12b,PTK2,ROCK1,SOS2,SSH2,TLN1,TLN2,TRIO	
Estrogen Receptor Signaling	5.25E00	9.29E-02	4.333	ADCY9,AKT3,CACNA1A,CREB3L2,CREBBP,FOXO1,FOXO3,GNAQ,GNG12,IGF1R,MED13,MED13L,MED27,MPRIP,NCOA1,NCOA2,NCOR1,NRF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKCE,PRKCH,PRKCI,PRKD3,PTEN,RBFOX2,ROCK1,SOS2,THRAP3,VEGFC,VEGFD	
Semaphorin Neuronal Repulsive Signaling Pathway	5.24E00	1.33E-01	-0.447	AKT3,ARHGEF12,FARP1,ITGA1,MAP2K4,MAP2K5,MPRIP,NRP1,Pde4d,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PLXNA2,PPP1R12A,Ppp1r12b,PRKG1,ROCK1,SEMA6A	
Autophagy	5.22E00	1.15E-01	1.225	AKT3,AMBRA1,ARNT,BIRC6,CREB3L2,CREBBP,FOXO1,FOXO3,INSR,MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP2R5E,PPP3CA,PPP3CC,PTEN,RB1CC1,RPTOR,SESN1,SIRT1,TGFB2,UVRAG	
Prostate Cancer Signaling	5.2E00	1.49E-01	NaN	AKT3,CREB3L2,CREBBP,FOXO1,HDAC4,HDAC7,HDAC8,LEF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,RB1,RBL2,SIN3A,SOS2	
Insulin Secretion Signaling Pathway	5.18E00	1.05E-01	5.292	ADCY9,AGO1,AGO3,CACNA1A,CREB3L2,CREBBP,EIF4G1,EIF4G3,GHR,GNAQ,INSR,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA5,STAT3,VTI1A,YES1	
Signaling by NTRK1 (TRKA)	5.14E00	1.73E-01	3.742	BRAF,CLTC,DNM3,FRS2,KIDINS220,MAP2K5,MEF2C,PIK3CA,PIK3R1,PLCG1,RAPGEF1,RPS6KA3,RPS6KA5,STAT3	
Axonal Guidance Signaling	5.14E00	8.63E-02	NaN	ABLIM1,ADAMTS9,AKT3,ARHGEF11,ARHGEF12,DOCK1,EFNB2,EPHA3,EPHA4,FZD6,GNAQ,GNG12,HERC2,ITGA1,KALRN,LNPEP,NFAT5,NRP1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PLXNA2,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,ROCK1,SEMA3C,SEMA6A,SEMA7A,SOS2,SRGAP1,SRGAP2,VEGFC,VEGFD,WIPF1	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	5.13E00	1.2E-01	4.796	AKT3,BRAF,ETS1,FOXO1,FRS2,GAB1,MAP2K4,MAP2K5,MAP3K1,PDGFD,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMURF1,SOS2,STAT3,TGFB2,TGFBR2,WWTR1,YAP1,ZEB1,ZEB2	
Apelin Endothelial Signaling Pathway	5.08E00	1.35E-01	3.153	ADCY9,AKT3,ARNT,GNAQ,GNG12,HDAC4,MAP2K4,MEF2C,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCE,PRKCH,PRKCI,PRKD3,TEK	
Superpathway of Inositol Phosphate Compounds	5.05E00	1.1E-01	4.690	INPP5F,IP6K1,ITPKB,PI4KA,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PIP4K2A,PLCB1,PLCB4,PLCG1,PPM1H,PPM1L,PPP1R12A,PPP1R16B,PPP2R5E,PPP3CA,PPP3CC,PTEN,PTPRJ,PTPRM,RNGTT,SGPP2,SSH2	
UVB-Induced MAPK Signaling	5.03E00	2.12E-01	3.317	MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA3,RPS6KA5	
HIF1α Signaling	5.01E00	1.15E-01	4.899	AKT3,ARNT,BRAF,CREBBP,FLT1,FLT4,MAP2K4,MAP2K5,NCOA1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3,STAT3,TGFB2,VEGFC,VEGFD	
eNOS Signaling	4.98E00	1.28E-01	4.123	ADCY9,AKT3,FLT1,FLT4,GNAQ,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,PRKG1,VEGFC,VEGFD	
IL-8 Signaling	4.97E00	1.14E-01	4.690	AKT3,BCL2L1,BRAF,FLT1,FLT4,GNAQ,GNG12,IRAK3,MAP2K4,MAP4K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLD1,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,ROCK1,TEK,VEGFC,VEGFD	
fMLP Signaling in Neutrophils	4.96E00	1.37E-01	4.000	GNAQ,GNG12,ITPR1,ITPR2,ITPR3,NFAT5,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3	
Cholecystokinin/Gastrin-mediated Signaling	4.95E00	1.43E-01	4.123	EPHA4,GNAQ,ITPR1,ITPR2,ITPR3,MAP2K4,MAP2K5,MEF2C,PLCB1,PLCB4,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,ROCK1,SOS2	
Gαq Signaling	4.95E00	1.24E-01	4.472	AKT3,GNAQ,GNG12,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PLD1,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3,ROCK1	
Class I MHC mediated antigen processing and presentation	4.92E00	9.33E-02	5.916	ANAPC1,BTRC,CBLB,FBXL20,FBXL7,FBXO11,FBXW7,HECTD1,HERC1,HERC2,HERC3,HERC4,HLA-A,HUWE1,KLHL2,KLHL3,LMO7,LNPEP,NEDD4L,PRKN,PSME4,RNF144B,RNF213,RNF217,SEC24B,SH3RF1,SMURF1,SMURF2,TRIP12,UBE3A,UBE3C,UBR1,UBR4,WWP1,ZNRF2	
Small Cell Lung Cancer Signaling	4.91E00	1.56E-01	2.333	AKT3,BCL2L1,CDK6,HDAC4,HDAC7,HDAC8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,PTK2,RB1,RBL2,SIN3A	
ERK5 Signaling	4.9E00	1.76E-01	2.887	CREB3L2,CREBBP,ELK4,FOXO3,GAB1,GNAQ,MAP2K5,MAP3K2,MAP3K3,MEF2C,RPS6KA3,RPS6KA5,WNK1	
Semaphorin interactions	4.87E00	1.88E-01	3.464	ARHGAP35,ARHGEF11,ARHGEF12,ITGA1,MYH10,MYH9,NRP1,PLXNA2,ROCK1,SEMA6A,SEMA7A,TLN1	
Dopamine-DARPP32 Feedback in cAMP Signaling	4.85E00	1.18E-01	4.025	ADCY9,CACNA1A,CREB3L2,CREBBP,CSNK1G1,GNAQ,ITPR1,ITPR2,ITPR3,PLCB1,PLCB4,PLCG1,PPM1L,PPP1R12A,PPP2R5E,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3,PRKG1	
HEY1 Signaling Pathway	4.78E00	1.24E-01	4.025	ACVR1,AKT3,ARNT,BMPR2,GAB1,MEF2C,NCOR1,NOTCH4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SIN3A,SIRT1,SMAD5,TGFB2,TGFBR2,TGFBR3,VEGFC,VEGFD	
RHOA Signaling	4.71E00	1.37E-01	1.500	ABL2,ARHGAP35,ARHGAP5,ARHGEF11,ARHGEF12,IGF1R,MPRIP,PI4KA,PIKFYVE,PIP4K2A,PLD1,PPP1R12A,Ppp1r12b,PTK2,RAPGEF2,RAPGEF6,ROCK1	
RAC Signaling	4.69E00	1.31E-01	3.873	ELK4,ITGA1,MAP2K4,MAP3K1,MCF2L,NCKAP1,PARD3,PI4KA,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PIP4K2A,PLD1,PRKCI,PTK2,SH3RF1	
Mitotic Telophase/Cytokinesis	4.69E00	4E-01	2.449	NIPBL,PDS5A,PDS5B,RAD21,SMC1A,STAG1	
Heme signaling	4.65E00	2.13E-01	-1.667	CHD9,CREBBP,MEF2C,NCOA1,NCOA2,NCOR1,NR1D1,RORA,SIRT1,TBL1X	
Signaling by MET	4.58E00	1.65E-01	3.606	CBL,FN1,GAB1,LAMA3,LAMA4,LAMB2,PIK3CA,PIK3R1,PTK2,PTPRJ,RANBP9,RAPGEF1,STAT3	
Thyroid Cancer Signaling	4.58E00	1.65E-01	2.496	AKT3,BRAF,FOXO1,INSR,LEF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,TCF4,TCF7L1,TCF7L2	
14-3-3-mediated Signaling	4.57E00	1.34E-01	3.742	AKT3,CBL,FOXO1,MAP2K4,PDCD6IP,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,YAP1	
Insulin Receptor Signaling	4.56E00	1.29E-01	1.886	AKT3,CBL,FOXO1,FOXO3,GAB1,INPP5F,INSR,LIPE,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP1R12A,PRKCI,PTEN,RAPGEF1,RPTOR,SOS2	
PPARα/RXRα Activation	4.56E00	1.13E-01	-2.668	ACVR1,ADCY9,ADIPOR2,BMPR2,CKAP5,CREBBP,GHR,GNAQ,GPD2,INSR,MAP2K4,MAP4K4,MEF2C,NCOR1,NR2C2,PLCB1,PLCB4,PLCG1,SOS2,TGFB2,TGFBR2,TGFBR3	
Acute Myeloid Leukemia Signaling	4.55E00	1.54E-01	3.742	AKT3,BRAF,LEF1,MAP2K4,MAP2K5,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SOS2,STAT3,TCF4,TCF7L1,TCF7L2	
RANK Signaling in Osteoclasts	4.55E00	1.54E-01	3.742	AKT3,CBL,MAP2K4,MAP3K1,MAP3K2,MAP3K3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,TAB2,XIAP	
G alpha (12/13) signalling events	4.52E00	1.63E-01	3.606	AKAP13,ARHGEF10,ARHGEF11,ARHGEF12,ARHGEF3,ARHGEF9,GNG12,KALRN,MCF2L,RASGRF2,ROCK1,SOS2,TRIO	
Circadian Clock	4.49E00	1.86E-01	2.111	BTRC,CHD9,CREBBP,MEF2C,NCOA1,NCOA2,NCOR1,NR1D1,RORA,SIRT1,TBL1X	
Hereditary Breast Cancer Signaling	4.48E00	1.27E-01	NaN	AKT3,ARID1A,ARID2,CDK6,CREBBP,HDAC4,HDAC7,HDAC8,PBRM1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,RB1,SMARCA2,SMARCA4,SMARCC2	
HER-2 Signaling in Breast Cancer	4.41E00	1.06E-01	2.858	AKT3,BRAF,ELF2,ETS1,FOXO1,FOXO3,PARD3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,PTEN,RB1,RBL2,RPTOR,SOS2,STAT3,XIAP,YES1	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.41E00	1.59E-01	3.464	AKT3,CBL,CREB3L2,CREBBP,GAB2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,RPS6KA3,RPS6KA5,SOS2,STAT3	
Pulmonary Healing Signaling Pathway	4.39E00	1.11E-01	4.264	BMPR2,BRAF,FZD6,LEF1,MAP2K4,NOTCH4,PRKCE,PRKCH,PRKCI,PRKD3,SMAD5,SOS2,STAT3,TCF4,TCF7L1,TCF7L2,TGFB2,VEGFC,VEGFD,WWTR1,YAP1,YES1	
Adrenomedullin signaling pathway	4.39E00	1.11E-01	4.583	ADCY9,AKT3,ARNT,BRAF,CALCRL,GNAQ,ITPR1,ITPR2,ITPR3,MAP2K4,MAP2K5,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKG1,PTK2,SMARCC2,SOS2	
Melatonin Signaling	4.33E00	1.67E-01	3.317	BRAF,GNAQ,MAP2K4,MAP2K5,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,RORA	
P2Y Purigenic Receptor Signaling Pathway	4.31E00	1.28E-01	3.873	ADCY9,AKT3,CREB3L2,CREBBP,GNAQ,GNG12,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3	
Transcriptional regulation of white adipocyte differentiation	4.29E00	1.55E-01	3.606	CDK19,CHD9,CREBBP,EBF1,MED13,MED13L,MED27,NCOA1,NCOA2,NCOR1,TBL1X,THRAP3,ZNF638	
Molecular Mechanisms of Cancer	4.25E00	7.13E-02	6.713	ACVR1,ADCY9,ADGRF5,AKT3,APC,ARHGEF10,ARHGEF11,ARHGEF12,ARHGEF3,ARHGEF9,BCL2L1,BMPR2,BRAF,CALCRL,CBL,CDK6,CREBBP,CTNNA1,FOXO1,FZD6,GAB1,GAB2,GHR,GNAQ,GNG12,HDAC4,HDAC7,HDAC8,HIPK2,IL17RD,ITGA1,LEF1,LRP5,LRP6,MAP2K4,NF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,RAPGEF1,RASGRF2,RB1,RBL2,SIN3A,SMAD5,SOS2,TAB2,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR2,XIAP	
Glutaminergic Receptor Signaling Pathway (Enhanced)	4.22E00	9.23E-02	5.477	ADCY9,AKT3,CACNA1A,CREB3L2,CREBBP,DGKE,DGKH,GNAQ,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLA2G4A,PLCB1,PLCB4,PLCG1,PLD1,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3,RPTOR,SHANK3,TGFB2,VTI1A	
Transcriptional Regulation by MECP2	4.21E00	1.75E-01	-1.000	AGO1,AGO3,HIPK2,MEF2C,NCOR1,PTEN,PTPN4,SIN3A,TBL1X,TNRC6B,TNRC6C	
Thrombopoietin Signaling	4.21E00	1.75E-01	3.317	GAB2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,STAT3	
WNT/SHH Axonal Guidance Signaling Pathway	4.2E00	1.21E-01	1.886	ADCY9,FZD6,ITPR1,ITPR2,ITPR3,LEF1,MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLXNA2,PRKCI,SEMA3C,TCF4,TCF7L1,TCF7L2,YES1	
HOTAIR Regulatory Pathway	4.18E00	1.17E-01	2.524	AGO1,AGO3,AKT3,ATXN1,CREBBP,JARID2,KMT2C,LEF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,ROCK1,STAT3,TCF4,TCF7L1,TCF7L2,XIAP	
GNRH Signaling	4.18E00	1.1E-01	4.243	ADCY9,CACNA1A,CREB3L2,CREBBP,GNAQ,GNG12,ITPR1,ITPR2,ITPR3,MAP2K4,MAP3K1,MAP3K2,MAP3K3,PLCB1,PLCB4,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,SOS2	
Apelin Cardiomyocyte Signaling Pathway	4.13E00	1.41E-01	3.742	AKT3,ARNT,ITPR1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3	
SUMOylation of transcription cofactors	4.1E00	2.05E-01	3.000	CREBBP,HIPK2,NCOA1,NCOA2,PHC3,PIAS1,PIAS2,SCMH1,SIN3A	
GDNF Family Ligand-Receptor Interactions	4.09E00	1.58E-01	2.828	FRS2,GAB1,ITPR1,ITPR2,ITPR3,MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,SOS2	
Endothelin-1 Signaling	4.09E00	1.08E-01	4.025	ADCY9,BRAF,ECE1,GAB1,GNAQ,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLA2G4A,PLCB1,PLCB4,PLCG1,PLD1,PRKCE,PRKCH,PRKCI,PRKD3	
Tight Junction Signaling	4.08E00	1.11E-01	NaN	AFDN,AKT3,CTNNA1,EPB41,IGSF5,MYH10,MYH9,MYO10,MYO18A,PARD3,PPM1L,PPP2R5E,PRKCI,PTEN,SMURF1,SPTAN1,TGFB2,TGFBR2,TJP1,VTI1A	
Neuropathic Pain Signaling in Dorsal Horn Neurons	4.04E00	1.39E-01	3.742	ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3	
GP6 Signaling Pathway	4.02E00	1.26E-01	3.873	AKT3,ITPR1,LAMA3,LAMA4,LAMB2,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,PTK2,TLN1	
FOXO-mediated transcription	4.01E00	3.16E-01	2.449	AKT3,CREBBP,FOXO1,FOXO3,KAT2B,SIRT1	
Effects of PIP2 hydrolysis	3.99E00	2.59E-01	2.646	DGKE,DGKH,ITPR1,ITPR2,ITPR3,PRKCE,PRKCH	
Neurotrophin/TRK Signaling	3.98E00	1.54E-01	3.162	CREB3L2,CREBBP,FRS2,GAB1,MAP2K4,MAP2K5,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,SOS2	
FLT3 Signaling	3.97E00	2.22E-01	2.828	ABL2,AKT3,CBL,FOXO3,GAB2,PIK3CA,PIK3R1,PTPRJ	
mTOR Signaling	3.92E00	1.03E-01	3.638	AKT3,EIF4G1,EIF4G3,INSR,MAPKAP1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLD1,PPM1L,PPP2R5E,PRKCE,PRKCH,PRKCI,PRKD3,RICTOR,RPS6KA3,RPS6KA5,RPTOR,VEGFC,VEGFD	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	3.92E00	9.84E-02	-1.528	ACVR1,AKT3,APC,BMPR2,CSNK1G1,FZD6,IGF1R,LEF1,LRP5,LRP6,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD5,SMURF1,SMURF2,STAT3,TCF4,TCF7L1,TCF7L2,TGFB2,VEGFC,VEGFD	
ERBB4 Signaling	3.9E00	1.62E-01	3.162	PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,SOS2,YAP1	
Fc Epsilon RI Signaling	3.85E00	1.27E-01	3.357	AKT3,GAB1,INPP5F,MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLA2G4A,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,SOS2	
Ephrin Receptor Signaling	3.84E00	1.04E-01	3.464	AKT3,CREB3L2,CREBBP,EFNB2,EPHA3,EPHA4,GNAQ,GNG12,ITGA1,KALRN,MAP4K4,PDGFD,PTK2,RAPGEF1,ROCK1,SORBS1,SOS2,STAT3,VEGFC,VEGFD,WIPF1	
Synaptic Long Term Potentiation	3.82E00	1.21E-01	3.357	CREB3L2,CREBBP,GNAQ,ITPR1,ITPR2,ITPR3,PLCB1,PLCB4,PLCG1,PPP1R12A,PPP3CA,PPP3CC,PRKCE,PRKCH,PRKCI,PRKD3	
Activin Inhibin Signaling Pathway	3.8E00	1.01E-01	3.411	ACVR1,AKT3,CREBBP,FOXO3,LEF1,LIPE,MAP2K4,MAP2K5,MAP3K1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,ROCK1,SKI,SMAD5,STAT3,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR3	
GM-CSF Signaling	3.78E00	1.57E-01	2.333	AKT3,BCL2L1,ETS1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,SOS2,STAT3	
PI Metabolism	3.77E00	1.46E-01	3.464	INPP5F,MTMR3,PI4KA,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PIP4K2A,PLEKHA5,PTEN,SBF2	
BEX2 Signaling Pathway	3.77E00	1.46E-01	2.111	AKT3,LEF1,MAP2K4,PPM1L,PPP2R5E,PTEN,STAT3,TCF4,TCF7L1,TCF7L2,VEGFC,VEGFD	
Erythropoietin Signaling Pathway	3.74E00	1.08E-01	3.441	AKT3,ARNT,BCL2L1,FOXO3,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3,SOS2,TGFB2,XIAP	
Telomerase Signaling	3.72E00	1.3E-01	2.333	AKT3,ELF2,ETS1,HDAC4,HDAC7,HDAC8,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP2R5E,RB1,SOS2	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	3.72E00	9.75E-02	0.626	AFDN,AKT3,CTNNA1,IGSF5,LAMA3,LAMA4,LAMB2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPM1L,PPP2R5E,PRKG1,PTK2,SORBS1,TGFB2,TGFBR2,TJP1	
Signaling by Rho Family GTPases	3.72E00	9.36E-02	3.578	ARHGEF10,ARHGEF11,ARHGEF12,ARHGEF3,ARHGEF9,CDH13,GNAQ,GNG12,ITGA1,MAP2K4,MAP3K20,PARD3,PI4KA,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PIP4K2A,PLD1,PPP1R12A,PRKCI,PTK2,ROCK1,WIPF1	
Endometrial Cancer Signaling	3.7E00	1.67E-01	1.414	AKT3,CTNNA1,FOXO3,LEF1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,SOS2	
Transcriptional regulation by RUNX3	3.69E00	1.35E-01	3.162	CREBBP,FOXO3,HDAC4,KAT2B,LEF1,MAML3,SMURF1,SMURF2,TCF7L1,TCF7L2,WWTR1,YAP1,ZFHX3	
PEDF Signaling	3.67E00	1.43E-01	2.309	AKT3,BCL2L1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,ROCK1,TCF12,TCF4,TCF7L1,TCF7L2,ZEB1	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.66E00	1.1E-01	3.300	ACVR1,AKT3,BMPR2,FZD6,IGF1R,KAT6A,LIFR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD5,STAT3,TCF7L1,TGFB2,TGFBR2,TGFBR3,ZFHX3	
Cellular Effects of Sildenafil (Viagra)	3.66E00	1.13E-01	NaN	ADCY9,CACNA1A,ITPR1,ITPR2,ITPR3,MPRIP,MYH10,MYH9,MYO10,MYO18A,PDE5A,PLCB1,PLCB4,PLCG1,PPP1R12A,Ppp1r12b,PRKG1	
Clathrin-mediated Endocytosis Signaling	3.66E00	1.01E-01	NaN	AAK1,AP1G1,AP3B1,CBL,CLTC,DNM3,GAK,HIP1,MYO1E,MYO6,PDGFD,PICALM,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PPP3CA,PPP3CC,USP9X,VEGFC,VEGFD	
3-phosphoinositide Biosynthesis	3.66E00	1.01E-01	4.123	INPP5F,PI4KA,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PIKFYVE,PIP4K2A,PPM1H,PPM1L,PPP1R12A,PPP1R16B,PPP2R5E,PPP3CA,PPP3CC,PTEN,PTPRJ,PTPRM,RNGTT,SGPP2,SSH2	
Acetylcholine Receptor Signaling Pathway	3.63E00	1.03E-01	4.472	ADCY9,AKT3,CACNA1A,CREB3L2,CREBBP,GNAQ,ITPR1,ITPR2,ITPR3,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,PRKCE,PRKCH,PRKCI,PRKD3	
Transcriptional Regulation by VENTX	3.63E00	2E-01	-0.816	AGO1,AGO3,ANAPC1,EHMT1,LEF1,TCF7L2,TNRC6B,TNRC6C	
Colorectal Cancer Metastasis Signaling	3.62E00	9.23E-02	3.900	ADCY9,AKT3,APC,BCL2L1,BRAF,FZD6,GNAQ,GNG12,LEF1,LRP5,LRP6,MAP2K4,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SOS2,STAT3,TCF4,TCF7L1,TCF7L2,TGFB2,TGFBR2,VEGFC,VEGFD	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	3.61E00	1.21E-01	3.000	ACVR1,AKT3,APC,BMPR2,FZD6,GAB1,LIFR,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,SMAD5,SOS2,STAT3,TCF7L1	
p53 Signaling	3.6E00	1.33E-01	-0.577	AKT3,BCL2L1,HIPK2,KAT2B,PIAS1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PTEN,RB1,SIRT1,STAG1	
UVA-Induced MAPK Signaling	3.6E00	1.33E-01	3.000	BCL2L1,MAP2K4,PARP14,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PLCB1,PLCB4,PLCG1,RPS6KA3,RPS6KA5,TNKS	
Transcriptional regulation by RUNX1	3.59E00	1.12E-01	4.123	ARID1A,ARID1B,ARID2,CREBBP,ELF2,HIPK2,LIFR,PBRM1,PHC3,PSME4,SCMH1,SMARCA2,SMARCA4,SMARCC2,TCF12,TJP1,YAP1	
Protein Ubiquitination Pathway	3.57E00	9.16E-02	NaN	ANAPC1,BIRC6,BTRC,CBL,DNAJC1,DNAJC13,DNAJC5,FBXW7,HLA-A,NEDD4L,PRKN,SMURF1,SMURF2,UBE3A,UBR1,USP15,USP24,USP25,USP32,USP34,USP40,USP47,USP54,USP9X,XIAP	
Type II Diabetes Mellitus Signaling	3.56E00	1.11E-01	2.887	ADIPOR2,AKT3,CACNA1A,INSR,ITPR1,ITPR2,ITPR3,MAP2K4,MAP3K1,PIK3C2A,PIK3CA,PIK3R1,PIK3R3,PRKCE,PRKCH,PRKCI,PRKD3	
RET signaling	3.55E00	1.95E-01	2.828	FRS2,GAB1,GAB2,PIK3CA,PIK3R1,PIK3R3,PLCG1,SHANK3	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	3.54E00	3.33E-01	2.236	HIPK1,HIPK2,KAT2B,WWTR1,YAP1	
