© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Catecholamine Biosynthesis	1.36E00	2.5E-01	NaN	DDC	
Melatonin Degradation II	1.36E00	2.5E-01	NaN	SMOX	
Cholecystokinin/Gastrin-mediated Signaling	1.35E00	3.36E-02	2.000	PLCB1,PRKCB,RHOB,SOS1	
Netrin Signaling	1.34E00	2.89E-02	1.342	ABLIM1,DPYSL2,PLCG1,PRKCB,TIAM1	
Growth Hormone Signaling	1.34E00	4.23E-02	NaN	IGF1R,PLCG1,PRKCB	
Sirtuin Signaling Pathway	1.34E00	2.41E-02	-0.816	DUSP6,HMGCS2,NDRG1,NDUFA7,SLC2A1,TOMM6,UCP2	
Sphingosine-1-phosphate Signaling	1.34E00	3.33E-02	2.000	PLCB1,PLCG1,RHOB,S1PR1	
WNT/β-catenin Signaling	1.34E00	2.87E-02	NaN	FZD4,GJA1,PPP2R2D,TCF4,Ubb	
RHO GTPases activate IQGAPs	1.33E00	6.45E-02	NaN	CLIP1,TUBB2A	
Erythropoietin Signaling Pathway	1.32E00	2.84E-02	1.342	BCL2L1,NFKBIA,PLCG1,PRKCB,SOS1	
Senescence-Associated Secretory Phenotype (SASP)	1.31E00	4.11E-02	NaN	CDKN1A,CDKN1B,CDKN2B	
BBSome Signaling Pathway	1.31E00	2.04E-02	3.162	ACKR3,ADGRF5,ADGRG1,ADGRL3,ADGRL4,CXCL12,FZD4,IGF1R,INSR,S1PR1	
Thrombin signalling through proteinase activated receptors (PARs)	1.31E00	6.25E-02	NaN	GNG11,GNG5	
RHOA Signaling	1.3E00	3.23E-02	2.000	BAIAP2,CDC42EP3,CDC42EP4,IGF1R	
Tumor Microenvironment Pathway	1.29E00	2.79E-02	1.342	BCL2,CXCL12,FAS,SLC2A1,TIAM1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	1.29E00	4E-02	NaN	GNAS,PLCB1,PLCG1	
Signal amplification	1.28E00	6.06E-02	NaN	GNG11,GNG5	
MAPK targets/ Nuclear events mediated by MAP kinases	1.28E00	6.06E-02	NaN	DUSP3,DUSP6	
RAR Activation	1.28E00	2.1E-02	2.333	CDKN1A,CDKN1B,CDKN2B,DUSP1,KLF2,PDE2A,RHOB,SMARCA2,ZBTB16	
Gαs Signaling	1.27E00	3.17E-02	2.000	GNAS,GNG11,GNG5,RAPGEF4	
GP6 Signaling Pathway	1.26E00	3.15E-02	NaN	Calm1 (includes others),PLCG1,PRKCB,RASGRP2	
Transmission across Electrical Synapses	1.26E00	2E-01	NaN	GJC1	
FasL/ CD95L signaling	1.26E00	2E-01	NaN	FAS	
Gap junction trafficking and regulation	1.26E00	5.88E-02	NaN	GJA1,TUBB2A	
Signaling by NOTCH2	1.26E00	5.88E-02	NaN	DLL4,HES1	
Oncogene Induced Senescence	1.26E00	5.88E-02	NaN	CDKN2B,TNRC6C	
Cachexia Signaling Pathway	1.26E00	2.17E-02	0.707	BCL2,DDIT4,GNAS,IGF1R,INSR,PNPLA2,PRKCB,S1PR1	
Actin Cytoskeleton Signaling	1.25E00	2.46E-02	2.000	BAIAP2,ITGA6,MYO10,SOS1,TIAM1,WASF2	
Signaling by NOTCH1	1.24E00	3.85E-02	NaN	DLL4,HES1,NOTCH1	
NF-κB Activation by Viruses	1.24E00	3.85E-02	NaN	ITGA6,NFKBIA,PRKCB	
Neurotrophin/TRK Signaling	1.24E00	3.85E-02	NaN	PLCG1,SOS1,SPRY1	
Transcriptional Regulation by NPAS4	1.24E00	5.71E-02	NaN	PLK2,TNRC6C	
Renal Cell Carcinoma Signaling	1.23E00	3.8E-02	NaN	SLC2A1,SOS1,Ubb	
Mitotic G1 phase and G1/S transition	1.22E00	3.05E-02	2.000	CCND3,CDKN1A,CDKN1B,CDKN2B	
Ferroptosis Signaling Pathway	1.22E00	3.05E-02	-1.000	ANGPTL4,CDKN1A,GCH1,HSPB1	
Glycosaminoglycan metabolism	1.22E00	3.75E-02	NaN	B3GNT2,B4GALT4,SDC3	
Synaptic Long Term Potentiation	1.22E00	3.03E-02	2.000	Calm1 (includes others),PLCB1,PLCG1,PRKCB	
GABA Receptor Signaling	1.22E00	3.03E-02	NaN	GNAS,GNG11,GNG5,Ubb	
RHO GTPases Activate WASPs and WAVEs	1.21E00	5.56E-02	NaN	BAIAP2,WASF2	
FLT3 Signaling	1.21E00	5.56E-02	NaN	CDKN1B,SOS1	
Interferon Signaling	1.21E00	5.56E-02	NaN	BCL2,IFI35	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.2E00	2.62E-02	2.236	MAP3K6,NFKBIA,PLCG1,PRKCB,RHOB	
JAK/STAT Signaling	1.19E00	3.66E-02	NaN	BCL2L1,CDKN1A,SOS1	
Creatine metabolism	1.19E00	1.67E-01	NaN	GATM	
Serotonin and Melatonin Biosynthesis	1.19E00	1.67E-01	NaN	DDC	
Acetylcholine Receptor Signaling Pathway	1.17E00	2.58E-02	2.236	BCL2,Calm1 (includes others),PLCB1,PLCG1,PRKCB	
Cell Cycle Regulation by BTG Family Proteins	1.17E00	5.26E-02	NaN	BTG2,PPP2R2D	
RAC Signaling	1.17E00	2.92E-02	NaN	BAIAP2,ITGA6,MCF2L,TIAM1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.17E00	2.56E-02	NaN	FZD4,NOTCH1,NOTCH4,SOS1,TCF4	
Inhibition of Matrix Metalloproteases	1.15E00	5.13E-02	NaN	RECK,TIMP3	
GABAergic Receptor Signaling Pathway (Enhanced)	1.15E00	2.88E-02	2.000	GLUL,GNG11,GNG5,SLC38A3	
D-myo-inositol-5-phosphate Metabolism	1.14E00	2.53E-02	2.000	DUSP1,DUSP6,PLCB1,PLCG1,PPM1H	
MSP-RON Signaling in Cancer Cells Pathway	1.14E00	2.86E-02	NaN	ITGA6,NFKBIA,SOS1,TCF4	
Oxytocin in Brain Signaling Pathway	1.14E00	2.51E-02	2.000	Calm1 (includes others),GNG11,GNG5,PNPLA2,PRKCB	
Signaling by FGFR3	1.13E00	5E-02	NaN	PLCG1,SOS1	
PDGF Signaling	1.13E00	3.45E-02	NaN	PLCG1,PRKCB,SOS1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	1.13E00	3.45E-02	NaN	FZD4,NOTCH1,TCF4	
Hereditary Breast Cancer Signaling	1.12E00	2.82E-02	NaN	CCND3,CDKN1A,SMARCA2,Ubb	
ILK Signaling	1.12E00	2.49E-02	NaN	FERMT2,MYO10,PARVB,PPP2R2D,RHOB	
Erythrocytes take up oxygen and release carbon dioxide	1.12E00	1.43E-01	NaN	CA4	
Phosphatidylcholine Biosynthesis I	1.12E00	1.43E-01	NaN	CHKA	
Signaling by FGFR4	1.12E00	4.88E-02	NaN	PLCG1,SOS1	
RET signaling	1.12E00	4.88E-02	NaN	PLCG1,SOS1	
G alpha (s) signalling events	1.1E00	2.76E-02	2.000	GNAS,GNG11,GNG5,PDE2A	
Opioid Signalling	1.1E00	3.33E-02	NaN	GNG11,GNG5,PLCB1	
Regulation of Cellular Mechanics by Calpain Protease	1.1E00	3.33E-02	NaN	CCND3,CDKN1B,ITGA6	
Regulation of beta-cell development	1.1E00	4.76E-02	NaN	HES1,NOTCH1	
DAP12 interactions	1.1E00	4.76E-02	NaN	PLCG1,SOS1	
Ceramide Signaling	1.09E00	3.3E-02	NaN	BCL2,PPP2R2D,S1PR1	
RANK Signaling in Osteoclasts	1.09E00	3.3E-02	NaN	Calm1 (includes others),MAP3K6,NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	1.08E00	2.72E-02	0.000	CCND3,CDKN1A,CDKN1B,TCF4	
Signaling by Insulin receptor	1.08E00	4.65E-02	NaN	INSR,SOS1	
Oncostatin M Signaling	1.08E00	4.65E-02	NaN	SOS1,TIMP3	
Cell junction organization	1.08E00	3.26E-02	NaN	FERMT2,ITGA6,PARVB	
HIF1α Signaling	1.07E00	2.39E-02	2.236	CDKN1A,FLT1,PLCG1,PRKCB,SLC2A1	
Sphingomyelin Metabolism	1.07E00	1.25E-01	NaN	SGMS1	
ERBB Signaling	1.06E00	3.23E-02	NaN	PLCG1,PRKCB,SOS1	
Endocannabinoid Neuronal Synapse Pathway	1.06E00	2.68E-02	2.000	GNG11,GNG5,PLCB1,PLCG1	
Retinoid metabolism and transport	1.06E00	4.55E-02	NaN	LRP8,SDC3	
Semaphorin Neuronal Repulsive Signaling Pathway	1.06E00	2.67E-02	0.000	DPYSL2,ITGA6,PLCG1,PLXNA2	
Non-Small Cell Lung Cancer Signaling	1.05E00	3.19E-02	NaN	CCND3,PLCG1,SOS1	
Cell surface interactions at the vascular wall	1.05E00	2.37E-02	2.236	ITGA6,PLCG1,SDC3,SLC7A5,SOS1	
Integrin Signaling	1.05E00	2.36E-02	1.342	ITGA6,PARVB,PLCG1,RHOB,SOS1	
Carboxyterminal post-translational modifications of tubulin	1.05E00	4.44E-02	NaN	TTLL7,TUBB2A	
Prolactin Signaling	1.04E00	3.16E-02	NaN	PLCG1,PRKCB,SOS1	
Corticotropin Releasing Hormone Signaling	1.04E00	2.63E-02	NaN	Calm1 (includes others),GNAS,PLCG1,PRKCB	
mTOR Signaling	1.03E00	2.34E-02	NaN	DDIT4,INSR,PPP2R2D,PRKCB,RHOB	
Type II Diabetes Mellitus Signaling	1.03E00	2.61E-02	NaN	ADIPOR2,INSR,NFKBIA,PRKCB	
Abacavir ADME	1.02E00	1.11E-01	NaN	ABCG2	
RHO GTPases Activate Rhotekin and Rhophilins	1.02E00	1.11E-01	NaN	RHOB	
Butyrophilin (BTN) family interactions	1.02E00	1.11E-01	NaN	XDH	
Phosphatidylethanolamine Biosynthesis II	1.02E00	1.11E-01	NaN	CHKA	
Necroptosis Signaling Pathway	1.02E00	2.58E-02	2.000	DAPK1,FAS,GLUL,TOMM6	
iNOS Signaling	1.01E00	4.26E-02	NaN	Calm1 (includes others),NFKBIA	
nNOS Signaling in Neurons	1.01E00	4.26E-02	NaN	Calm1 (includes others),PRKCB	
Protein folding	1.01E00	3.06E-02	NaN	GNG11,GNG5,TUBB2A	
UVA-Induced MAPK Signaling	1.01E00	3.06E-02	NaN	BCL2L1,PLCB1,PLCG1	
XBP1(S) activates chaperone genes	9.98E-01	4.17E-02	NaN	EXTL3,SRPRA	
Ovarian Cancer Signaling	9.94E-01	2.53E-02	NaN	BCL2,FZD4,GJA1,TCF4	
S Phase	9.93E-01	3E-02	NaN	CDKN1A,CDKN1B,RAD21	
ATM Signaling	9.93E-01	3E-02	NaN	CDKN1A,NFKBIA,PPP2R2D	
PFKFB4 Signaling Pathway	9.83E-01	4.08E-02	NaN	GNAS,XDH	
Neuropathic Pain Signaling in Dorsal Horn Neurons	9.83E-01	2.97E-02	NaN	PLCB1,PLCG1,PRKCB	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	9.74E-01	1E-01	NaN	TSC22D1	
Caspase activation via Dependence Receptors in the absence of ligand	9.74E-01	1E-01	NaN	DAPK1	
Ketone body metabolism	9.74E-01	1E-01	NaN	HMGCS2	
Calcium Transport I	9.74E-01	1E-01	NaN	ATP2A2	
HEY1 Signaling Pathway	9.72E-01	2.48E-02	1.000	CDKN1A,DLL4,NOTCH1,NOTCH4	
Signaling by ERBB2	9.69E-01	4E-02	NaN	PLCG1,SOS1	
Signaling by FGFR1	9.69E-01	4E-02	NaN	PLCG1,SOS1	
FAT10 Cancer Signaling Pathway	9.69E-01	4E-02	NaN	ACKR3,NFKBIA	
Mitotic Prophase	9.64E-01	2.91E-02	NaN	NEK7,PPP2R2D,PRKCB	
Sumoylation Pathway	9.64E-01	2.91E-02	NaN	FAS,NFKBIA,RHOB	
NAFLD Signaling Pathway	9.58E-01	2.21E-02	-0.447	ACACB,ATP2A2,INSR,PNPLA2,PPP2R2D	
Mouse Embryonic Stem Cell Pluripotency	9.55E-01	2.88E-02	NaN	FZD4,SOS1,TCF4	
Transcriptional regulation by RUNX2	9.54E-01	3.92E-02	NaN	CDKN1A,HES1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	9.46E-01	2.19E-02	NaN	BCL2,Calm1 (includes others),FZD4,NFKBIA,TCF4	
IGF-1 Signaling	9.46E-01	2.86E-02	NaN	CCN2,IGF1R,SOS1	
EIF2 Signaling	9.35E-01	2.17E-02	2.236	BCL2,IGF1R,INSR,RPL35,SOS1	
Erythrocytes take up carbon dioxide and release oxygen	9.35E-01	9.09E-02	NaN	CA4	
SUMOylation of immune response proteins	9.35E-01	9.09E-02	NaN	NFKBIA	
Ketogenesis	9.35E-01	9.09E-02	NaN	HMGCS2	
PPAR Signaling	9.28E-01	2.8E-02	NaN	INSR,NFKBIA,SOS1	
PD-1, PD-L1 cancer immunotherapy pathway	9.28E-01	2.8E-02	NaN	BCL2L1,CDKN1B,PLCG1	
Senescence Pathway	9.22E-01	2.01E-02	2.000	Calm1 (includes others),CCND3,CDKN1A,CDKN1B,CDKN2B,PPP2R2D	
Telomerase Signaling	9.19E-01	2.78E-02	NaN	CDKN1A,PPP2R2D,SOS1	
Signaling by the B Cell Receptor (BCR)	9.09E-01	2.35E-02	2.000	NFKBIA,PRKCB,RASGRP3,SOS1	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	9.01E-01	2.12E-02	-0.447	GJA1,ITGA6,MAP3K6,PPP2R2D,SORBS1	
Superpathway of Inositol Phosphate Compounds	9.01E-01	2.12E-02	2.000	DUSP1,DUSP6,PLCB1,PLCG1,PPM1H	
Intrinsic Pathway for Apoptosis	9E-01	3.64E-02	NaN	BCL2,BCL2L1	
Meiotic synapsis	9E-01	3.64E-02	NaN	RAD21,SYNE1	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	9E-01	3.64E-02	NaN	FKBP5,TUBB2A	
Signaling by PTK6	9E-01	3.64E-02	NaN	CDKN1B,ELMO1	
Amino acids regulate mTORC1	9E-01	3.64E-02	NaN	CASTOR1,SESN1	
Lymphotoxin β Receptor Signaling	9E-01	3.64E-02	NaN	BCL2L1,NFKBIA	
Tryptophan catabolism	8.99E-01	8.33E-02	NaN	SLC7A5	
Th1 and Th2 Activation Pathway	8.95E-01	2.33E-02	NaN	DLL4,NOTCH1,NOTCH4,S1PR1	
DNA Damage/Telomere Stress Induced Senescence	8.88E-01	3.57E-02	NaN	CDKN1A,CDKN1B	
EGF Signaling	8.88E-01	3.57E-02	NaN	PLCG1,SOS1	
G alpha (q) signalling events	8.82E-01	2.3E-02	2.000	GNG11,GNG5,PLCB1,RGS5	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	8.79E-01	1.95E-02	2.449	BCL2,Calm1 (includes others),NFKBIA,PLCG1,RHOB,SOS1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	8.68E-01	2.63E-02	NaN	BCL2,NFKBIA,PNPLA2	
Passive transport by Aquaporins	8.67E-01	7.69E-02	NaN	AQP11	
Dissolution of Fibrin Clot	8.67E-01	7.69E-02	NaN	PLAT	
Azathioprine ADME	8.67E-01	7.69E-02	NaN	XDH	
Guanosine Nucleotides Degradation III	8.67E-01	7.69E-02	NaN	XDH	
Role of CHK Proteins in Cell Cycle Checkpoint Control	8.63E-01	3.45E-02	NaN	CDKN1A,PPP2R2D	
Sertoli Cell-Sertoli Cell Junction Signaling	8.63E-01	2.06E-02	2.236	GJA1,ITGA6,MAP3K6,SORBS1,TUBB2A	
Regulation of Actin-based Motility by Rho	8.6E-01	2.61E-02	NaN	BAIAP2,ITGA6,RHOB	
CDK5 Signaling	8.6E-01	2.61E-02	NaN	GNAS,ITGA6,PPP2R2D	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	8.57E-01	2.05E-02	-0.447	BCL2,CXCL12,FZD4,IGF1R,TCF4	
Amyotrophic Lateral Sclerosis Signaling	8.52E-01	2.59E-02	NaN	BCL2,BCL2L1,GLUL	
Polyamine Regulation in Colon Cancer	8.51E-01	3.39E-02	NaN	SMOX,TCF4	
Synaptogenesis Signaling Pathway	8.46E-01	1.9E-02	2.449	Calm1 (includes others),LRP8,PLCG1,RASGRP2,SOS1,TIAM1	
GABA receptor activation	8.39E-01	3.33E-02	NaN	GNG11,GNG5	
GADD45 Signaling	8.39E-01	3.33E-02	NaN	CCND3,CDKN1A	
Carnitine metabolism	8.37E-01	7.14E-02	NaN	ACACB	
Glutamate and glutamine metabolism	8.37E-01	7.14E-02	NaN	GLUL	
Interleukin-15 signaling	8.37E-01	7.14E-02	NaN	SOS1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	8.37E-01	7.14E-02	NaN	XDH	
Mevalonate Pathway I	8.37E-01	7.14E-02	NaN	HMGCS2	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	8.37E-01	7.14E-02	NaN	SMOX	
Fc Epsilon RI Signaling	8.36E-01	2.54E-02	NaN	PLCG1,PRKCB,SOS1	
Ion channel transport	8.26E-01	2.19E-02	2.000	ATP10A,ATP2A2,SGK1,TSC22D3	
NGF Signaling	8.21E-01	2.5E-02	NaN	MAP3K6,PLCG1,SOS1	
p38 MAPK Signaling	8.21E-01	2.5E-02	NaN	DUSP1,FAS,HSPB1	
Cytoprotection by HMOX1	8.17E-01	3.23E-02	NaN	COX6A1,TXNIP	
Renin-Angiotensin Signaling	8.13E-01	2.48E-02	NaN	PLCG1,PRKCB,SOS1	
Metabolism of nitric oxide: NOS3 activation and regulation	8.09E-01	6.67E-02	NaN	NOSTRIN	
Mitotic Telophase/Cytokinesis	8.09E-01	6.67E-02	NaN	RAD21	
Th1 Pathway	8.06E-01	2.46E-02	NaN	DLL4,NOTCH1,NOTCH4	
FXR/RXR Activation	8.02E-01	2.14E-02	1.000	GSTM5,Mt1,SCARB1,TXNIP	
IL-15 Production	7.98E-01	2.44E-02	NaN	FLT1,IGF1R,INSR	
LPS/IL-1 Mediated Inhibition of RXR Function	7.92E-01	1.95E-02	NaN	Cyp2d22,GSTM5,HMGCS2,SCARB1,SMOX	
Neutrophil Extracellular Trap Signaling Pathway	7.9E-01	1.75E-02	2.646	NDUFA7,PLCB1,PLCG1,PNPLA2,PRKCB,SLC2A1,TOMM6	
Macrophage Alternative Activation Signaling Pathway	7.85E-01	2.11E-02	2.000	DUSP1,NFKBIA,SCARB1,TSC22D3	
PXR/RXR Activation	7.84E-01	3.08E-02	NaN	HMGCS2,INSR	
ERB2-ERBB3 Signaling	7.84E-01	3.08E-02	NaN	CDKN1B,SOS1	
L1CAM interactions	7.84E-01	2.4E-02	NaN	DPYSL2,RANBP9,TUBB2A	
Caspase activation via Death Receptors in the presence of ligand	7.84E-01	6.25E-02	NaN	FAS	
Adenosine Nucleotides Degradation II	7.84E-01	6.25E-02	NaN	XDH	
ROBO SLIT Signaling Pathway	7.7E-01	2.36E-02	NaN	CDKN1A,FLT1,HES1	
Endocannabinoid Developing Neuron Pathway	7.7E-01	2.36E-02	NaN	CDKN1B,GNG11,GNG5	
Electron transport, ATP synthesis, and heat production by uncoupling proteins	7.63E-01	2.34E-02	NaN	COX6A1,NDUFA7,UCP2	
IL-6 Signaling	7.56E-01	2.33E-02	NaN	HSPB1,NFKBIA,SOS1	
Remodeling of Epithelial Adherens Junctions	7.54E-01	2.94E-02	NaN	CLIP1,TUBB2A	
SPINK1 General Cancer Pathway	7.44E-01	2.9E-02	NaN	Mt1,Mt2	
Metabolism of amine-derived hormones	7.37E-01	5.56E-02	NaN	DDC	
Gastrin-CREB signalling pathway via PKC and MAPK	7.37E-01	5.56E-02	NaN	SOS1	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	7.37E-01	5.56E-02	NaN	HMGCS2	
Response to elevated platelet cytosolic Ca2+	7.36E-01	2.27E-02	NaN	PRKCB,SELENOP,TIMP3	
Human Embryonic Stem Cell Pluripotency	7.25E-01	1.99E-02	2.000	FZD4,KLF2,PRKCB,SOS1	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	7.25E-01	2.82E-02	NaN	TBC1D4,TUBB2A	
Interferon alpha/beta signaling	7.25E-01	2.82E-02	NaN	IFI35,RSAD2	
Basal Cell Carcinoma Signaling	7.16E-01	2.78E-02	NaN	FZD4,TCF4	
RHO GTPases Activate ROCKs	7.16E-01	5.26E-02	NaN	RHOB	
Metabolism of cofactors	7.16E-01	5.26E-02	NaN	GCH1	
FOXO-mediated transcription	7.16E-01	5.26E-02	NaN	TXNIP	
Purine Nucleotides Degradation II (Aerobic)	7.16E-01	5.26E-02	NaN	XDH	
Mitotic Prometaphase	7.15E-01	1.97E-02	2.000	CLIP1,NEK7,RAD21,TUBB2A	
Signaling by FGFR2	7.07E-01	2.74E-02	NaN	PLCG1,SOS1	
Glioma Invasiveness Signaling	7.07E-01	2.74E-02	NaN	RHOB,TIMP3	
Th2 Pathway	7.04E-01	2.19E-02	NaN	NOTCH1,NOTCH4,S1PR1	
Fc epsilon receptor (FCERI) signaling	7E-01	1.94E-02	2.000	NFKBIA,PLCG1,RASGRP2,SOS1	
Inflammasome pathway	6.96E-01	5E-02	NaN	NEK7	
RHO GTPases Activate Formins	6.91E-01	2.16E-02	NaN	CLIP1,RHOB,TUBB2A	
Caveolar-mediated Endocytosis Signaling	6.89E-01	2.67E-02	NaN	INSR,ITGA6	
PIP3 activates AKT signaling	6.85E-01	2.14E-02	NaN	CDKN1A,CDKN1B,INSR	
CGAS-STING Signaling Pathway	6.85E-01	2.14E-02	NaN	CDKN1A,GJA1,NFKBIA	
Insulin Receptor Signaling	6.85E-01	2.14E-02	NaN	INSR,SGK1,SOS1	
Plasma lipoprotein assembly, remodeling, and clearance	6.81E-01	2.63E-02	NaN	ANGPTL4,SCARB1	
Angiopoietin Signaling	6.81E-01	2.63E-02	NaN	NFKBIA,SOS1	
Leptin Signaling in Obesity	6.81E-01	2.63E-02	NaN	PLCB1,PLCG1	
GDNF Family Ligand-Receptor Interactions	6.81E-01	2.63E-02	NaN	PLCG1,SOS1	
Macropinocytosis Signaling	6.81E-01	2.63E-02	NaN	PLCG1,PRKCB	
Xenobiotic Metabolism General Signaling Pathway	6.67E-01	2.1E-02	NaN	GSTM5,MAP3K6,PRKCB	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	6.64E-01	2.56E-02	NaN	FZD4,TCF4	
Toll-like Receptor Signaling	6.64E-01	2.56E-02	NaN	NFKBIA,Ubb	
Cellular hexose transport	6.59E-01	4.55E-02	NaN	SLC2A1	
RHO GTPases Activate NADPH Oxidases	6.59E-01	4.55E-02	NaN	PRKCB	
Pregnenolone Biosynthesis	6.59E-01	4.55E-02	NaN	Cyp2d22	
Putrescine Degradation III	6.59E-01	4.55E-02	NaN	SMOX	
Signaling by MET	6.56E-01	2.53E-02	NaN	RANBP9,SOS1	
IL-3 Signaling	6.56E-01	2.53E-02	NaN	PRKCB,SOS1	
Maturity Onset Diabetes of Young (MODY) Signaling	6.56E-01	2.53E-02	NaN	INSR,UCP2	
Thyroid Cancer Signaling	6.56E-01	2.53E-02	NaN	INSR,TCF4	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	6.56E-01	2.53E-02	NaN	NFKBIA,PNPLA2	
Role of BRCA1 in DNA Damage Response	6.48E-01	2.5E-02	NaN	CDKN1A,SMARCA2	
Metabolism of porphyrins	6.42E-01	4.35E-02	NaN	ABCG2	
Formation of paraxial mesoderm	6.42E-01	4.35E-02	NaN	NOTCH1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	6.42E-01	4.35E-02	NaN	RSAD2	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	6.42E-01	4.35E-02	NaN	CMPK2	
Histidine Degradation VI	6.42E-01	4.35E-02	NaN	Cyp2d22	
Vitamin-C Transport	6.42E-01	4.35E-02	NaN	SLC2A1	
Apelin Cardiac Fibroblast Signaling Pathway	6.42E-01	4.35E-02	NaN	CCN2	
Calcium Signaling	6.34E-01	1.82E-02	NaN	ATP2A2,Calm1 (includes others),MYO10,Tpm4	
WNT/SHH Axonal Guidance Signaling Pathway	6.33E-01	2.01E-02	NaN	FZD4,PLXNA2,TCF4	
Xenobiotic Metabolism Signaling	6.33E-01	1.7E-02	NaN	GSTM5,MAP3K6,PPP2R2D,PRKCB,SMOX	
RAS processing	6.26E-01	4.17E-02	NaN	BCL2L1	
Tumoricidal Function of Hepatic Natural Killer Cells	6.26E-01	4.17E-02	NaN	FAS	
Transport of bile salts and organic acids, metal ions and amine compounds	6.25E-01	2.41E-02	NaN	SLC30A1,SLC39A10	
NAD Signaling Pathway	6.22E-01	1.99E-02	NaN	GJA1,HMGCS2,SLC7A5	
Hepatic Cholestasis	6.21E-01	1.79E-02	1.000	Calm1 (includes others),INSR,NFKBIA,PRKCB	
Transcriptional regulation of white adipocyte differentiation	6.17E-01	2.38E-02	NaN	ANGPTL4,CCND3	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.17E-01	2.38E-02	NaN	BCL2,PNPLA2	
LPS-stimulated MAPK Signaling	6.1E-01	2.35E-02	NaN	NFKBIA,PRKCB	
Oxidative Stress Induced Senescence	6.03E-01	2.33E-02	NaN	CDKN2B,TNRC6C	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	6.03E-01	2.33E-02	NaN	RSAD2,S1PR1	
FGF Signaling	6.03E-01	2.33E-02	NaN	PLCG1,SOS1	
Ubiquinol-10 Biosynthesis (Eukaryotic)	5.96E-01	3.85E-02	NaN	Cyp2d22	
Xenobiotic Metabolism AHR Signaling Pathway	5.95E-01	2.3E-02	NaN	ABCG2,GSTM5	
Neurovascular Coupling Signaling Pathway	5.83E-01	1.72E-02	NaN	Calm1 (includes others),GJA1,PLCB1,PNPLA2	
ATF4 activates genes in response to endoplasmic reticulum stress	5.82E-01	3.7E-02	NaN	HERPUD1	
Glycolysis I	5.82E-01	3.7E-02	NaN	ENO1	
Gluconeogenesis I	5.82E-01	3.7E-02	NaN	ENO1	
Apelin Liver Signaling Pathway	5.82E-01	3.7E-02	NaN	FAS	
RAB GEFs exchange GTP for GDP on RABs	5.82E-01	2.25E-02	NaN	DENND3,RIN2	
Immunogenic Cell Death Signaling Pathway	5.75E-01	2.22E-02	NaN	BCL2,DAPK1	
Signaling by ALK	5.69E-01	3.57E-02	NaN	PLCG1	
RHO GTPases activate PKNs	5.69E-01	3.57E-02	NaN	RHOB	
KEAP1-NFE2L2 pathway	5.68E-01	2.2E-02	NaN	CDKN1A,SESN1	
Factors involved in megakaryocyte development and platelet production	5.68E-01	2.2E-02	NaN	DOCK9,MAFF	
Acute Myeloid Leukemia Signaling	5.68E-01	2.2E-02	NaN	SOS1,TCF4	
ABRA Signaling Pathway	5.61E-01	2.17E-02	NaN	CCN2,Tpm4	
HOTAIR Regulatory Pathway	5.61E-01	1.84E-02	NaN	CDKN1A,NFKBIA,TCF4	
FAK Signaling	5.59E-01	1.34E-02	3.742	ACKR3,ADGRF5,ADGRG1,ADGRL3,ADGRL4,FLT1,FZD4,IGF1R,ITGA6,PLCG1,S1PR1,SOS1,SPARCL1,TCF4	
Myogenesis	5.56E-01	3.45E-02	NaN	TCF4	
Superpathway of Cholesterol Biosynthesis	5.56E-01	3.45E-02	NaN	HMGCS2	
Regulation of TP53 Activity through Phosphorylation	5.55E-01	2.15E-02	NaN	HIPK1,TP53INP1	
Neuroinflammation Signaling Pathway	5.51E-01	1.58E-02	2.000	BCL2,CXCL12,FAS,GLUL,PLCG1	
Pyroptosis Signaling Pathway	5.49E-01	2.13E-02	NaN	NEK7,TXNIP	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	5.49E-01	2.13E-02	NaN	PLCG1,PRKCB	
Mitophagy	5.43E-01	3.33E-02	NaN	TOMM6	
