© 2000-2023 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Ribonucleotide Reductase Signaling Pathway	3.82E-01	5.81E-03	NaN	CDKN1A	
Gαq Signaling	3.82E-01	5.81E-03	NaN	NFKBIA	
WNT/β-catenin Signaling	3.78E-01	5.75E-03	NaN	FZD4	
Th1 and Th2 Activation Pathway	3.78E-01	5.75E-03	NaN	S1PR1	
Cardiac β-adrenergic Signaling	3.67E-01	5.56E-03	NaN	PDE2A	
Tumor Microenvironment Pathway	3.65E-01	5.52E-03	NaN	SLC2A1	
Acute Phase Response Signaling	3.58E-01	5.41E-03	NaN	NFKBIA	
FXR/RXR Activation	3.55E-01	5.35E-03	NaN	Mt1	
Macrophage Classical Activation Signaling Pathway	3.51E-01	5.29E-03	NaN	NFKBIA	
MicroRNA Biogenesis Signaling Pathway	3.51E-01	5.29E-03	NaN	HSP90AB1	
IL-17 Signaling	3.51E-01	5.29E-03	NaN	HSP90AB1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	3.45E-01	5.18E-03	NaN	NFKBIA	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.43E-01	5.15E-03	NaN	IGF1R	
Xenobiotic Metabolism CAR Signaling Pathway	3.43E-01	5.15E-03	NaN	HSP90AB1	
Leukocyte Extravasation Signaling	3.41E-01	5.13E-03	NaN	TIMP3	
Xenobiotic Metabolism PXR Signaling Pathway	3.41E-01	5.13E-03	NaN	HSP90AB1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.38E-01	5.08E-03	NaN	FZD4	
Synaptic Long Term Depression	3.37E-01	5.05E-03	NaN	IGF1R	
TCF dependent signaling in response to WNT	3.35E-01	5.03E-03	NaN	FZD4	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3.3E-01	4.95E-03	NaN	B2M	
Intra-Golgi and retrograde Golgi-to-ER traffic	3.29E-01	4.93E-03	NaN	CYTH3	
Mitotic Prometaphase	3.29E-01	4.93E-03	NaN	CLIP1	
CDX Gastrointestinal Cancer Signaling Pathway	3.27E-01	4.9E-03	NaN	FZD4	
Fc epsilon receptor (FCERI) signaling	3.24E-01	4.85E-03	NaN	NFKBIA	
Role of Tissue Factor in Cancer	3.2E-01	4.78E-03	NaN	BCL2L1	
Cell surface interactions at the vascular wall	3.17E-01	4.74E-03	NaN	SLC7A5	
ERK/MAPK Signaling	3.08E-01	4.61E-03	NaN	HSPB1	
Autophagy	3.08E-01	4.61E-03	NaN	SLC7A5	
Hepatic Cholestasis	3E-01	4.48E-03	NaN	NFKBIA	
Role of NFAT in Cardiac Hypertrophy	2.96E-01	4.42E-03	NaN	IGF1R	
Mitotic Metaphase and Anaphase	2.84E-01	4.26E-03	NaN	CLIP1	
NF-κB Signaling	2.74E-01	3.5E-03	NaN	IGF1R,NFKBIA	
CDC42 Signaling	2.71E-01	3.47E-03	NaN	B2M,CLIP1	
IL-4 Signaling	2.69E-01	3.46E-03	NaN	BCL2L1,TIMP3	
Wound Healing Signaling Pathway	2.64E-01	3.97E-03	NaN	NFKBIA	
Docosahexaenoic Acid (DHA) Signaling	2.64E-01	3.97E-03	NaN	BCL2L1	
Breast Cancer Regulation by Stathmin1	2.56E-01	3.36E-03	NaN	FZD4,S1PR1	
Dendritic Cell Maturation	2.55E-01	3.35E-03	NaN	B2M,NFKBIA	
Deubiquitination	2.52E-01	3.8E-03	NaN	NFKBIA	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.46E-01	3.28E-03	NaN	B2M,BCL2L1	
Signaling by Rho Family GTPases	2.45E-01	3.72E-03	NaN	CLIP1	
T Cell Receptor Signaling	2.41E-01	3.24E-03	NaN	B2M,NFKBIA	
Insulin Secretion Signaling Pathway	2.38E-01	3.62E-03	NaN	SLC2A1	
Opioid Signaling Pathway	2.34E-01	3.57E-03	NaN	NFKBIA	
Oxytocin Signaling Pathway	2.3E-01	3.52E-03	NaN	HSPB1	
B Cell Receptor Signaling	2.28E-01	3.14E-03	NaN	BCL2L1,NFKBIA	
Xenobiotic Metabolism Signaling	2.19E-01	3.38E-03	NaN	HSP90AB1	
Senescence Pathway	2.15E-01	3.32E-03	NaN	CDKN1A	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	2.07E-01	3.23E-03	NaN	NFKBIA	
Class A/1 (Rhodopsin-like receptors)	2.01E-01	3.14E-03	NaN	S1PR1	
Neuroinflammation Signaling Pathway	2E-01	3.13E-03	NaN	B2M	
Pathogen Induced Cytokine Storm Signaling Pathway	-0E00	2.7E-03	NaN	SLC2A1	
Neutrophil Extracellular Trap Signaling Pathway	-0E00	2.49E-03	NaN	SLC2A1	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	NFKBIA	
Generic Transcription Pathway	-0E00	2.34E-03	NaN	CDK8	
Role of NFAT in Regulation of the Immune Response	-0E00	9.63E-04	NaN	NFKBIA	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	2.35E-03	NaN	B2M	
CD28 Signaling in T Helper Cells	-0E00	1.93E-03	NaN	NFKBIA	
IL-15 Signaling	-0E00	1.89E-03	NaN	BCL2L1	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	1.96E-03	NaN	NFKBIA	
Lipid Antigen Presentation by CD1	-0E00	2.41E-03	NaN	B2M	
Type I Diabetes Mellitus Signaling	-0E00	1.96E-03	NaN	NFKBIA	
Allograft Rejection Signaling	-0E00	2.05E-03	NaN	B2M	
Communication between Innate and Adaptive Immune Cells	-0E00	1.07E-03	NaN	B2M	
FAK Signaling	-0E00	2.88E-03	NaN	FZD4,IGF1R,S1PR1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.16E-03	NaN	NFKBIA	
NUR77 Signaling in T Lymphocytes	-0E00	1.95E-03	NaN	B2M	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00	1.69E-03	NaN	NFKBIA	
Serotonin Receptor Signaling	-0E00	2.12E-03	NaN	NFKBIA	
Th17 Activation Pathway	-0E00	2.07E-03	NaN	HSP90AB1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	1.55E-03	NaN	B2M	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	1.38E-03	NaN	BCL2L1	
