© 2000-2023 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Macrophage Alternative Activation Signaling Pathway	3.58E-01	5.26E-03	NaN	FOS	
GNRH Signaling	3.57E-01	5.24E-03	NaN	FOS	
3-phosphoinositide Degradation	3.55E-01	5.21E-03	NaN	SGPP2	
Xenobiotic Metabolism CAR Signaling Pathway	3.52E-01	5.15E-03	NaN	HS3ST1	
D-myo-inositol-5-phosphate Metabolism	3.47E-01	5.08E-03	NaN	SGPP2	
Synaptic Long Term Depression	3.45E-01	5.05E-03	NaN	PLA2G4A	
Pulmonary Healing Signaling Pathway	3.43E-01	5.03E-03	NaN	KDR	
Adrenergic Receptor Signaling Pathway (Enhanced)	3.42E-01	5E-03	NaN	MAOA	
PI3K/AKT Signaling	3.42E-01	5E-03	NaN	PTGS2	
Cilium Assembly	3.4E-01	4.98E-03	NaN	RAB11A	
Adrenomedullin signaling pathway	3.4E-01	4.98E-03	NaN	FOS	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3.39E-01	4.95E-03	NaN	VCAM1	
Gustation Pathway	3.39E-01	4.95E-03	NaN	ORAI1	
Intra-Golgi and retrograde Golgi-to-ER traffic	3.37E-01	4.93E-03	NaN	PLA2G4A	
Fc epsilon receptor (FCERI) signaling	3.33E-01	4.85E-03	NaN	FOS	
3-phosphoinositide Biosynthesis	3.28E-01	4.78E-03	NaN	SGPP2	
Autophagy	3.16E-01	4.61E-03	NaN	FOS	
Cardiac Hypertrophy Signaling (Enhanced)	3.09E-01	3.68E-03	NaN	PDE4B,PTGS2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.99E-01	4.35E-03	NaN	FOS	
EIF2 Signaling	2.97E-01	4.33E-03	NaN	RPLP0	
cAMP-mediated signaling	2.91E-01	4.24E-03	NaN	PDE4B	
Superpathway of Inositol Phosphate Compounds	2.9E-01	4.22E-03	NaN	SGPP2	
T Cell Exhaustion Signaling Pathway	2.88E-01	3.51E-03	NaN	FOS,KDR	
Orexin Signaling Pathway	2.86E-01	4.17E-03	NaN	PLA2G4A	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	2.79E-01	4.07E-03	NaN	PTGS2	
Deubiquitination	2.59E-01	3.8E-03	NaN	SNX3	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.57E-01	3.28E-03	NaN	CLTB,FOS	
Protein Ubiquitination Pathway	2.49E-01	3.66E-03	NaN	USP53	
Chronic Myeloid Leukemia Signaling	2.42E-01	3.57E-03	NaN	FOS	
B Cell Receptor Signaling	2.39E-01	3.14E-03	NaN	EBF1,ETS1	
CLEAR Signaling Pathway	2.37E-01	3.51E-03	NaN	KDR	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	2.34E-01	3.1E-03	NaN	FOS,ORAI1	
Sirtuin Signaling Pathway	2.3E-01	3.42E-03	NaN	NAMPT	
Senescence Pathway	2.22E-01	3.32E-03	NaN	ETS1	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	2.14E-01	3.23E-03	NaN	FOS	
Synaptogenesis Signaling Pathway	2.08E-01	3.15E-03	NaN	APOE	
Axonal Guidance Signaling	-0E00	1.95E-03	NaN	SEMA6A	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	1.57E-03	NaN	RAB11A	
Expression and translocation of olfactory receptors	-0E00	2.51E-03	NaN	EBF1	
Mitochondrial Dysfunction	-0E00	2.88E-03	NaN	MAOA	
Role of NFAT in Regulation of the Immune Response	-0E00	1.93E-03	NaN	FOS,ORAI1	
CCR5 Signaling in Macrophages	-0E00	2E-03	NaN	FOS	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.17E-03	NaN	ORAI1	
CD28 Signaling in T Helper Cells	-0E00	1.93E-03	NaN	FOS	
Molecular Mechanisms of Cancer	-0E00	1.17E-03	NaN	FOS	
CREB Signaling in Neurons	-0E00	1.64E-03	NaN	KDR	
G Protein Signaling Mediated by Tubby	-0E00	2.14E-03	NaN	NAMPT	
Systemic Lupus Erythematosus Signaling	-0E00	9.35E-04	NaN	FOS	
CDC42 Signaling	-0E00	1.74E-03	NaN	FOS	
FAK Signaling	-0E00	2.88E-03	NaN	ETS1,FOS,KDR	
Phospholipase C Signaling	-0E00	8.92E-04	NaN	PLA2G4A	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.16E-03	NaN	FOS	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	FOS	
PI3K Signaling in B Lymphocytes	-0E00	1.69E-03	NaN	FOS	
TEC Kinase Signaling	-0E00	1.72E-03	NaN	FOS	
Estrogen Receptor Signaling	-0E00	2.43E-03	NaN	FOS	
IL-4 Signaling	-0E00	1.73E-03	NaN	MAOA	
NF-κB Signaling	-0E00	1.75E-03	NaN	KDR	
T Cell Receptor Signaling	-0E00	1.62E-03	NaN	FOS	
G-Protein Coupled Receptor Signaling	-0E00	2.84E-03	NaN	FOS,PDE4B	
Phagosome Formation	-0E00	1.43E-03	NaN	PLA2G4A	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	1.38E-03	NaN	FOS	
