© 2000-2023 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.53E-01	2.35E-03	NaN	B2M	
Generic Transcription Pathway	2.51E-01	2.34E-03	NaN	CDK8	
NFKBIE Signaling Pathway	2.38E-01	2.23E-03	NaN	NFKBIA	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	2.3E-01	2.16E-03	NaN	NFKBIA	
Serotonin Receptor Signaling	2.25E-01	2.12E-03	NaN	NFKBIA	
Allograft Rejection Signaling	2.16E-01	2.05E-03	NaN	B2M	
ICOS-ICOSL Signaling in T Helper Cells	2.04E-01	1.96E-03	NaN	NFKBIA	
Type I Diabetes Mellitus Signaling	2.04E-01	1.96E-03	NaN	NFKBIA	
Axonal Guidance Signaling	2.03E-01	1.95E-03	NaN	PLXNA2	
NUR77 Signaling in T Lymphocytes	2.02E-01	1.95E-03	NaN	B2M	
CD28 Signaling in T Helper Cells	1.99E-01	1.93E-03	NaN	NFKBIA	
Role of NFAT in Regulation of the Immune Response	-0E00	9.63E-04	NaN	NFKBIA	
IL-15 Signaling	-0E00	1.89E-03	NaN	BCL2L1	
CREB Signaling in Neurons	-0E00	1.64E-03	NaN	S1PR1	
Communication between Innate and Adaptive Immune Cells	-0E00	1.07E-03	NaN	B2M	
CDC42 Signaling	-0E00	1.74E-03	NaN	B2M	
FAK Signaling	-0E00	9.59E-04	NaN	S1PR1	
Breast Cancer Regulation by Stathmin1	-0E00	1.68E-03	NaN	S1PR1	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00	1.69E-03	NaN	NFKBIA	
NF-κB Signaling	-0E00	1.75E-03	NaN	NFKBIA	
Phagosome Formation	-0E00	1.43E-03	NaN	S1PR1	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	1.84E-03	NaN	HSPB1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	1.55E-03	NaN	B2M	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	1.38E-03	NaN	BCL2L1	
