© 2000-2023 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Glioma Invasiveness Signaling	9.37E-01	2.67E-02	NaN	RHOB,TIMP3	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	9.37E-01	2.67E-02	NaN	PRKACB,PRKAG2	
Caspase activation via Death Receptors in the presence of ligand	9.3E-01	6.25E-02	NaN	FAS	
Adenosine Nucleotides Degradation II	9.3E-01	6.25E-02	NaN	XDH	
Plasma lipoprotein assembly, remodeling, and clearance	9.27E-01	2.63E-02	NaN	ANGPTL4,PRKACB	
Pre-NOTCH Expression and Processing	9.27E-01	2.63E-02	NaN	NOTCH4,TNRC6C	
Leptin Signaling in Obesity	9.18E-01	2.6E-02	NaN	PRKACB,PRKAG2	
Signaling by NOTCH1	9.09E-01	2.56E-02	NaN	CDK8,HES1	
VDR/RXR Activation	9.09E-01	2.56E-02	NaN	CDKN1A,HES1	
Toll-like Receptor Signaling	9.09E-01	2.56E-02	NaN	IRAK2,NFKBIA	
Chaperone Mediated Autophagy Signaling Pathway	9.06E-01	1.26E-02	1.414	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,Hspa1b,IGF1R,NFKBIA,PRKAG2,STIP1	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	9.06E-01	5.88E-02	NaN	IGF1R	
Transcriptional regulation of pluripotent stem cells	9.06E-01	5.88E-02	NaN	EPAS1	
FOXO-mediated transcription of cell cycle genes	9.06E-01	5.88E-02	NaN	CDKN1A	
Maturity Onset Diabetes of Young (MODY) Signaling	9E-01	2.53E-02	NaN	CACNA1E,UCP2	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	9E-01	2.53E-02	NaN	NFKBIA,PNPLA2	
IL-7 Signaling Pathway	8.91E-01	2.5E-02	NaN	CCND3,SLC2A1	
Ovarian Cancer Signaling	8.9E-01	1.87E-02	NaN	FZD4,PRKACB,PRKAG2	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	8.82E-01	5.56E-02	NaN	HMGCS2	
Inhibition of ARE-Mediated mRNA Degradation Pathway	8.72E-01	1.84E-02	NaN	PPP2R2D,PRKACB,PRKAG2	
Phagosome Maturation	8.67E-01	1.83E-02	NaN	B2M,Dync1i2,HLA-A	
Signaling by NOTCH4	8.65E-01	2.41E-02	NaN	HES1,NOTCH4	
RHO GTPases activate CIT	8.61E-01	5.26E-02	NaN	RHOB	
RHO GTPases Activate ROCKs	8.61E-01	5.26E-02	NaN	RHOB	
Metabolism of cofactors	8.61E-01	5.26E-02	NaN	HSP90AA1	
FOXO-mediated transcription	8.61E-01	5.26E-02	NaN	TXNIP	
Purine Nucleotides Degradation II (Aerobic)	8.61E-01	5.26E-02	NaN	XDH	
Activation of NMDA receptors and postsynaptic events	8.57E-01	2.38E-02	NaN	PRKACB,PRKAG2	
JAK/STAT Signaling	8.57E-01	2.38E-02	NaN	BCL2L1,CDKN1A	
Receptor-type tyrosine-protein phosphatases	8.4E-01	5E-02	NaN	PPFIBP1	
Inflammasome pathway	8.4E-01	5E-02	NaN	NEK7	
Germ Cell-Sertoli Cell Junction Signaling	8.23E-01	1.74E-02	NaN	MAP3K6,RHOB,SORBS1	
Th1 and Th2 Activation Pathway	8.12E-01	1.72E-02	NaN	HLA-A,NOTCH4,S1PR1	
Unfolded protein response	8.09E-01	2.22E-02	NaN	HSPA1A/HSPA1B,Hspa1b	
Crosstalk between Dendritic Cells and Natural Killer Cells	8.02E-01	2.2E-02	NaN	FAS,HLA-A	
BMP signaling pathway	8.02E-01	2.2E-02	NaN	PRKACB,PRKAG2	
Apelin Adipocyte Signaling Pathway	8.02E-01	2.2E-02	NaN	PRKACB,PRKAG2	
Cellular hexose transport	8.02E-01	4.55E-02	NaN	SLC2A1	
Serotonin Receptor Signaling	7.91E-01	1.27E-02	1.633	CACNA1E,NFKBIA,PNPLA2,PRKACB,PRKAG2,RHOB	
Ceramide Signaling	7.87E-01	2.15E-02	NaN	PPP2R2D,S1PR1	
RANK Signaling in Osteoclasts	7.87E-01	2.15E-02	NaN	MAP3K6,NFKBIA	
Metabolism of porphyrins	7.84E-01	4.35E-02	NaN	ABCG2	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	7.84E-01	4.35E-02	NaN	RSAD2	
Apelin Cardiac Fibroblast Signaling Pathway	7.84E-01	4.35E-02	NaN	PRKAG2	
Tight Junction Signaling	7.82E-01	1.67E-02	NaN	PPP2R2D,PRKACB,PRKAG2	
Tumor Microenvironment Pathway	7.77E-01	1.66E-02	NaN	FAS,HLA-A,SLC2A1	
Neutrophil degranulation	7.76E-01	1.26E-02	2.449	B2M,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,PDXK,PGLYRP1	
Class I MHC mediated antigen processing and presentation	7.73E-01	1.33E-02	2.236	B2M,HLA-A,KLHL2,SPSB1,ZBTB16	
Gene Silencing by RNA	7.73E-01	2.11E-02	NaN	HSP90AA1,TNRC6C	
RAS processing	7.67E-01	4.17E-02	NaN	BCL2L1	
Tumoricidal Function of Hepatic Natural Killer Cells	7.67E-01	4.17E-02	NaN	FAS	
Transcriptional regulation by RUNX3	7.66E-01	2.08E-02	NaN	CDKN1A,HES1	
Opioid Signaling Pathway	7.58E-01	1.43E-02	1.000	CACNA1E,NFKBIA,PRKACB,PRKAG2	
Insulin processing	7.51E-01	4E-02	NaN	MYRIP	
MyD88 cascade initiated on plasma membrane	7.51E-01	4E-02	NaN	IRAK2	
FXR/RXR Activation	7.48E-01	1.6E-02	NaN	Mt1,PRKAG2,TXNIP	
Glycerophospholipid biosynthesis	7.45E-01	2.02E-02	NaN	CHKA,PNPLA2	
MicroRNA Biogenesis Signaling Pathway	7.39E-01	1.59E-02	NaN	HSP90AA1,HSP90AB1,ST13	
S Phase	7.38E-01	2E-02	NaN	CDKN1A,RAD21	
Melanocyte Development and Pigmentation Signaling	7.38E-01	2E-02	NaN	PRKACB,PRKAG2	
Breast Cancer Regulation by Stathmin1	7.36E-01	1.17E-02	0.816	ADGRF5,ADGRG1,CCND3,FZD4,PRKACB,PRKAG2,S1PR1	
Miscellaneous transport and binding events	7.36E-01	3.85E-02	NaN	LRRC8A	
Estrogen-mediated S-phase Entry	7.36E-01	3.85E-02	NaN	CDKN1A	
Huntington's Disease Signaling	7.36E-01	1.4E-02	NaN	BCL2L1,HSPA1A/HSPA1B,Hspa1b,IGF1R	
Beta-catenin independent WNT signaling	7.25E-01	1.96E-02	NaN	FZD4,TNRC6C	
Effects of PIP2 hydrolysis	7.21E-01	3.7E-02	NaN	RASGRP2	
Syndecan interactions	7.21E-01	3.7E-02	NaN	SDC3	
Apelin Liver Signaling Pathway	7.21E-01	3.7E-02	NaN	FAS	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.21E-01	1.55E-02	NaN	MAP3K6,NFKBIA,RHOB	
Mitotic Prophase	7.19E-01	1.94E-02	NaN	NEK7,PPP2R2D	
Neuropathic Pain Signaling in Dorsal Horn Neurons	7.19E-01	1.94E-02	NaN	PRKACB,PRKAG2	
Transport of inorganic cations/anions and amino acids/oligopeptides	7.12E-01	1.92E-02	NaN	SLC38A3,SLC7A5	
Acetylcholine Receptor Signaling Pathway	7.07E-01	1.53E-02	NaN	CACNA1E,PRKACB,PRKAG2	
RHO GTPases activate PKNs	7.07E-01	3.57E-02	NaN	RHOB	
Mitotic G2-G2/M phases	6.94E-01	1.51E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1	
Post-translational protein phosphorylation	6.94E-01	1.87E-02	NaN	PNPLA2,PRSS23	
Energy dependent regulation of mTOR by LKB1-AMPK	6.93E-01	3.45E-02	NaN	PRKAG2	
Superpathway of Cholesterol Biosynthesis	6.93E-01	3.45E-02	NaN	HMGCS2	
Adrenergic Receptor Signaling Pathway (Enhanced)	6.9E-01	1.5E-02	NaN	CACNA1E,PRKACB,PRKAG2	
Gap Junction Signaling	6.9E-01	1.5E-02	NaN	GJC1,PRKACB,PRKAG2	
Senescence Pathway	6.83E-01	1.33E-02	NaN	CACNA1E,CCND3,CDKN1A,PPP2R2D	
α-Adrenergic Signaling	6.82E-01	1.83E-02	NaN	PRKACB,PRKAG2	
ILK Signaling	6.82E-01	1.49E-02	NaN	PARVB,PPP2R2D,RHOB	
Ephrin Receptor Signaling	6.82E-01	1.49E-02	NaN	EFNB1,SH2D3C,SORBS1	
Axonal Guidance Signaling	6.79E-01	1.17E-02	NaN	EFNB1,FZD4,PLXNA2,PRKACB,PRKAG2,SEMA7A	
ID1 Signaling Pathway	6.77E-01	1.48E-02	NaN	BCL2L1,CDKN1A,IGF1R	
Human Embryonic Stem Cell Pluripotency	6.77E-01	1.48E-02	NaN	FZD4,HSP90AA1,HSP90AB1	
RHO GTPases activate IQGAPs	6.67E-01	3.23E-02	NaN	CLIP1	
MyD88 dependent cascade initiated on endosome	6.67E-01	3.23E-02	NaN	IRAK2	
TNFR2 Signaling	6.55E-01	3.12E-02	NaN	NFKBIA	
Dopamine Degradation	6.55E-01	3.12E-02	NaN	Sult1a1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	6.53E-01	1.75E-02	NaN	NFKBIA,PNPLA2	
MAPK targets/ Nuclear events mediated by MAP kinases	6.44E-01	3.03E-02	NaN	DUSP6	
Bladder Cancer Signaling	6.42E-01	1.72E-02	NaN	CDKN1A,DAPK1	
Neuregulin Signaling	6.37E-01	1.71E-02	NaN	HSP90AA1,HSP90AB1	
Signaling by NOTCH2	6.32E-01	2.94E-02	NaN	HES1	
Oncogene Induced Senescence	6.32E-01	2.94E-02	NaN	TNRC6C	
Triglyceride metabolism	6.32E-01	2.94E-02	NaN	PRKACB	
4-1BB Signaling in T Lymphocytes	6.32E-01	2.94E-02	NaN	NFKBIA	
IL-13 Signaling Pathway	6.31E-01	1.69E-02	NaN	BCL2L1,DUSP1	
Amyotrophic Lateral Sclerosis Signaling	6.31E-01	1.69E-02	NaN	BCL2L1,CACNA1E	
Neuroinflammation Signaling Pathway	6.25E-01	1.25E-02	2.000	B2M,FAS,HLA-A,IRAK2	
GPVI-mediated activation cascade	6.21E-01	2.86E-02	NaN	RHOB	
Transcriptional Regulation by NPAS4	6.21E-01	2.86E-02	NaN	TNRC6C	
Coagulation System	6.21E-01	2.86E-02	NaN	PLAT	
Virus Entry via Endocytic Pathways	6.21E-01	1.67E-02	NaN	B2M,HLA-A	
Activin Inhibin Signaling Pathway	6.15E-01	1.37E-02	NaN	CDKN1A,NFKBIA,PNPLA2	
Calcium Signaling	6.11E-01	1.36E-02	NaN	CACNA1E,PRKACB,PRKAG2	
RHO GTPases Activate WASPs and WAVEs	6.11E-01	2.78E-02	NaN	WASF2	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	6.11E-01	2.78E-02	NaN	CDKN1A	
MIF-mediated Glucocorticoid Regulation	6.11E-01	2.78E-02	NaN	NFKBIA	
Interferon Signaling	6.11E-01	2.78E-02	NaN	ISG15	
Sphingosine-1-phosphate Signaling	6.1E-01	1.64E-02	NaN	RHOB,S1PR1	
Renin-Angiotensin Signaling	6.05E-01	1.63E-02	NaN	PRKACB,PRKAG2	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	6E-01	1.61E-02	NaN	PNPLA2,PRSS23	
RHOA Signaling	6E-01	1.61E-02	NaN	CDC42EP4,IGF1R	
Th1 Pathway	6E-01	1.61E-02	NaN	HLA-A,NOTCH4	
MyD88-independent TLR4 cascade	6E-01	2.7E-02	NaN	IRAK2	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	6E-01	2.7E-02	NaN	PDCD4	
TWEAK Signaling	6E-01	2.7E-02	NaN	NFKBIA	
MAP kinase activation	5.81E-01	2.56E-02	NaN	IRAK2	
Inhibition of Matrix Metalloproteases	5.81E-01	2.56E-02	NaN	TIMP3	
Endocannabinoid Developing Neuron Pathway	5.76E-01	1.55E-02	NaN	PRKACB,PRKAG2	
Neurotransmitter release cycle	5.71E-01	2.5E-02	NaN	SYN3	
Transcriptional Regulation by VENTX	5.71E-01	2.5E-02	NaN	TNRC6C	
Mitotic G1 phase and G1/S transition	5.67E-01	1.53E-02	NaN	CCND3,CDKN1A	
IL-6 Signaling	5.67E-01	1.53E-02	NaN	HSPB1,NFKBIA	
Synaptic Long Term Potentiation	5.62E-01	1.52E-02	NaN	PRKACB,PRKAG2	
Response to elevated platelet cytosolic Ca2+	5.62E-01	1.52E-02	NaN	SELENOP,TIMP3	
DAG and IP3 signaling	5.62E-01	2.44E-02	NaN	PRKACB	
Activation of gene expression by SREBF (SREBP)	5.62E-01	2.44E-02	NaN	ACACB	
RNA Polymerase III Transcription	5.62E-01	2.44E-02	NaN	NFIB	
RET signaling	5.62E-01	2.44E-02	NaN	PRKACB	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	5.53E-01	2.38E-02	NaN	IRAK2	
Regulation of beta-cell development	5.53E-01	2.38E-02	NaN	HES1	
DAP12 interactions	5.53E-01	2.38E-02	NaN	B2M	
April Mediated Signaling	5.53E-01	2.38E-02	NaN	NFKBIA	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	5.53E-01	2.38E-02	NaN	Sult1a1	
HGF Signaling	5.53E-01	1.49E-02	NaN	CDKN1A,MAP3K6	
P2Y Purigenic Receptor Signaling Pathway	5.49E-01	1.48E-02	NaN	PRKACB,PRKAG2	
STAT3 Pathway	5.49E-01	1.48E-02	NaN	CDKN1A,IGF1R	
Mitochondrial Dysfunction	5.46E-01	1.15E-02	-2.000	CACNA1E,PRKACB,PRKAG2,UCP2	
Vasopressin regulates renal water homeostasis via Aquaporins	5.45E-01	2.33E-02	NaN	PRKACB	
Smooth Muscle Contraction	5.45E-01	2.33E-02	NaN	SORBS1	
Aggrephagy	5.45E-01	2.33E-02	NaN	HSP90AA1	
B Cell Activating Factor Signaling	5.45E-01	2.33E-02	NaN	NFKBIA	
Orexin Signaling Pathway	5.42E-01	1.25E-02	NaN	CACNA1E,PRKACB,PRKAG2	
TBC/RABGAPs	5.36E-01	2.27E-02	NaN	TBC1D14	
Retinoid metabolism and transport	5.36E-01	2.27E-02	NaN	SDC3	
MIF Regulation of Innate Immunity	5.36E-01	2.27E-02	NaN	NFKBIA	
RHO GTPases Activate Formins	5.32E-01	1.44E-02	NaN	CLIP1,RHOB	
Adipogenesis pathway	5.32E-01	1.44E-02	NaN	FZD4,TXNIP	
Carboxyterminal post-translational modifications of tubulin	5.28E-01	2.22E-02	NaN	TTLL7	
GPER1 signaling	5.28E-01	2.22E-02	NaN	PRKACB	
Insulin Receptor Signaling	5.27E-01	1.43E-02	NaN	PRKACB,PRKAG2	
Cytosolic sensors of pathogen-associated DNA	5.2E-01	2.17E-02	NaN	NFKBIA	
Role of RIG1-like Receptors in Antiviral Innate Immunity	5.2E-01	2.17E-02	NaN	NFKBIA	
tRNA Splicing	5.2E-01	2.17E-02	NaN	PDE2A	
Hereditary Breast Cancer Signaling	5.11E-01	1.39E-02	NaN	CCND3,CDKN1A	
C-type lectin receptors (CLRs)	5.07E-01	1.38E-02	NaN	NFKBIA,PRKACB	
DNA Damage Bypass	5.05E-01	2.08E-02	NaN	ISG15	
nNOS Signaling in Skeletal Muscle Cells	5.05E-01	2.08E-02	NaN	CACNA1E	
Retinol Biosynthesis	5.05E-01	2.08E-02	NaN	PNPLA2	
Apelin Muscle Signaling Pathway	5.05E-01	2.08E-02	NaN	PRKAG2	
IL-23 Signaling Pathway	5.05E-01	2.08E-02	NaN	NFKBIA	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	4.97E-01	2.04E-02	NaN	CDK8	
Signaling by ERBB2	4.9E-01	2E-02	NaN	HSP90AA1	
Signaling by EGFR	4.9E-01	2E-02	NaN	SPRY1	
Signaling by NOTCH3	4.9E-01	2E-02	NaN	HES1	
NR1H2 and NR1H3-mediated signaling	4.9E-01	2E-02	NaN	TNRC6C	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	4.9E-01	2E-02	NaN	CDKN1A	
FAT10 Cancer Signaling Pathway	4.9E-01	2E-02	NaN	NFKBIA	
Transcriptional regulation of granulopoiesis	4.83E-01	1.96E-02	NaN	CDKN1A	
TNFR1 Signaling	4.83E-01	1.96E-02	NaN	NFKBIA	
RAF/MAP kinase cascade	4.77E-01	1.15E-02	NaN	DUSP1,DUSP6,RASAL2	
Melanoma Signaling	4.76E-01	1.92E-02	NaN	CDKN1A	
Spliceosomal Cycle	4.7E-01	1.89E-02	NaN	EFTUD2	
Necroptosis Signaling Pathway	4.69E-01	1.29E-02	NaN	DAPK1,FAS	
Circadian Rhythm Signaling	4.61E-01	1.12E-02	NaN	CACNA1E,PRKACB,PRKAG2	
Signaling by Rho Family GTPases	4.58E-01	1.12E-02	NaN	CDC42EP4,CLIP1,RHOB	
Intrinsic Pathway for Apoptosis	4.57E-01	1.82E-02	NaN	BCL2L1	
Meiotic synapsis	4.57E-01	1.82E-02	NaN	RAD21	
E3 ubiquitin ligases ubiquitinate target proteins	4.57E-01	1.82E-02	NaN	HLA-A	
Amino acids regulate mTORC1	4.57E-01	1.82E-02	NaN	CASTOR1	
Sensory processing of sound by outer hair cells of the cochlea	4.57E-01	1.82E-02	NaN	CLIC5	
CSDE1 Signaling Pathway	4.5E-01	1.79E-02	NaN	CCND3	
DNA Damage/Telomere Stress Induced Senescence	4.5E-01	1.79E-02	NaN	CDKN1A	
Cell Cycle Control of Chromosomal Replication	4.5E-01	1.79E-02	NaN	CDK8	
Signaling by PDGF	4.38E-01	1.72E-02	NaN	PLAT	
RUNX1 regulates megakaryocyte differentiation and platelet function	4.38E-01	1.72E-02	NaN	TNRC6C	
Iron uptake and transport	4.38E-01	1.72E-02	NaN	ABCG2	
Triacylglycerol Degradation	4.38E-01	1.72E-02	NaN	PNPLA2	
Cancer Drug Resistance by Drug Efflux	4.38E-01	1.72E-02	NaN	ABCG2	
Transcriptional Regulatory Network in Embryonic Stem Cells	4.34E-01	1.21E-02	NaN	FZD4,IGF1R	
HOTAIR Regulatory Pathway	4.34E-01	1.21E-02	NaN	CDKN1A,NFKBIA	
Signaling by ERBB4	4.33E-01	1.69E-02	NaN	MXD4	
Role of IL-17A in Arthritis	4.33E-01	1.69E-02	NaN	NFKBIA	
HMGB1 Signaling	4.21E-01	1.18E-02	NaN	PLAT,RHOB	
CXCR4 Signaling	4.18E-01	1.18E-02	NaN	ELMO1,RHOB	
Cytoprotection by HMOX1	4.16E-01	1.61E-02	NaN	TXNIP	
Gαq Signaling	4.12E-01	1.16E-02	NaN	NFKBIA,RHOB	
WNT/β-catenin Signaling	4.06E-01	1.15E-02	NaN	FZD4,PPP2R2D	
Mitochondrial biogenesis	4.05E-01	1.56E-02	NaN	PRKAG2	
Melatonin Degradation I	4.05E-01	1.56E-02	NaN	Sult1a1	
Macroautophagy	4E-01	1.54E-02	NaN	PRKAG2	
WNT/Ca+ pathway	3.95E-01	1.52E-02	NaN	FZD4	
Protein Sorting Signaling Pathway	3.94E-01	1.12E-02	NaN	PRKACB,PRKAG2	
Erythropoietin Signaling Pathway	3.94E-01	1.12E-02	NaN	BCL2L1,NFKBIA	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	3.85E-01	1.1E-02	NaN	DUSP1,DUSP6	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	3.85E-01	1.1E-02	NaN	DUSP1,DUSP6	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	3.85E-01	1.47E-02	NaN	NFKBIA	
Nicotine Degradation II	3.85E-01	1.47E-02	NaN	FMO2	
Remodeling of Epithelial Adherens Junctions	3.85E-01	1.47E-02	NaN	CLIP1	
Sensory processing of sound by inner hair cells of the cochlea	3.8E-01	1.45E-02	NaN	CLIC5	
CD40 Signaling	3.8E-01	1.45E-02	NaN	NFKBIA	
IL-17A Signaling in Airway Cells	3.8E-01	1.45E-02	NaN	NFKBIA	
Phospholipases	3.8E-01	1.45E-02	NaN	PNPLA2	
Superpathway of Melatonin Degradation	3.8E-01	1.45E-02	NaN	Sult1a1	
Ion channel transport	3.8E-01	1.09E-02	NaN	ATP10A,TSC22D3	
Eicosanoid Signaling	3.75E-01	1.43E-02	NaN	PNPLA2	
ISG15 antiviral mechanism	3.71E-01	1.41E-02	NaN	ISG15	
Growth Hormone Signaling	3.66E-01	1.39E-02	NaN	IGF1R	
Basal Cell Carcinoma Signaling	3.66E-01	1.39E-02	NaN	FZD4	
Ephrin B Signaling	3.66E-01	1.39E-02	NaN	EFNB1	
GM-CSF Signaling	3.66E-01	1.39E-02	NaN	BCL2L1	
Macrophage Classical Activation Signaling Pathway	3.63E-01	1.06E-02	NaN	GBP4,NFKBIA	
IL-17 Signaling	3.63E-01	1.06E-02	NaN	HSP90AA1,HSP90AB1	
Senescence-Associated Secretory Phenotype (SASP)	3.62E-01	1.37E-02	NaN	CDKN1A	
Amyloid fiber formation	3.62E-01	1.37E-02	NaN	B2M	
Serotonin Degradation	3.62E-01	1.37E-02	NaN	Sult1a1	
3-phosphoinositide Degradation	3.56E-01	1.04E-02	NaN	DUSP1,DUSP6	
Cellular response to hypoxia	3.53E-01	1.33E-02	NaN	EPAS1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.5E-01	1.03E-02	NaN	FAS,IGF1R	
SUMOylation of DNA damage response and repair proteins	3.49E-01	1.32E-02	NaN	RAD21	
Leukocyte Extravasation Signaling	3.48E-01	1.03E-02	NaN	RAPGEF4,TIMP3	
D-myo-inositol-5-phosphate Metabolism	3.43E-01	1.02E-02	NaN	DUSP1,DUSP6	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.43E-01	1.02E-02	NaN	FZD4,NOTCH4	
Angiopoietin Signaling	3.41E-01	1.28E-02	NaN	NFKBIA	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	3.41E-01	1.28E-02	NaN	FZD4	
Antiproliferative Role of Somatostatin Receptor 2	3.37E-01	1.27E-02	NaN	CDKN1A	
Oxytocin in Brain Signaling Pathway	3.33E-01	9.95E-03	NaN	CACNA1E,PNPLA2	
Adrenomedullin signaling pathway	3.33E-01	9.95E-03	NaN	PRKACB,PRKAG2	
Glycosaminoglycan metabolism	3.33E-01	1.25E-02	NaN	SDC3	
Glucose metabolism	3.33E-01	1.25E-02	NaN	PRKACB	
Role of BRCA1 in DNA Damage Response	3.33E-01	1.25E-02	NaN	CDKN1A	
NF-κB Activation by Viruses	3.33E-01	1.25E-02	NaN	NFKBIA	
Neurotrophin/TRK Signaling	3.33E-01	1.25E-02	NaN	SPRY1	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3.31E-01	9.9E-03	NaN	B2M,HLA-A	
Signaling by NTRK1 (TRKA)	3.29E-01	1.23E-02	NaN	DUSP6	
Renal Cell Carcinoma Signaling	3.29E-01	1.23E-02	NaN	SLC2A1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.27E-01	9.15E-03	NaN	FZD4,HES1,NOTCH4	
CDX Gastrointestinal Cancer Signaling Pathway	3.26E-01	9.8E-03	NaN	EFNB1,FZD4	
Fc epsilon receptor (FCERI) signaling	3.21E-01	9.71E-03	NaN	NFKBIA,RASGRP2	
Transport of bile salts and organic acids, metal ions and amine compounds	3.21E-01	1.2E-02	NaN	SLC30A1	
Estrogen-Dependent Breast Cancer Signaling	3.17E-01	1.19E-02	NaN	IGF1R	
Role of MAPK Signaling in the Pathogenesis of Influenza	3.17E-01	1.19E-02	NaN	PNPLA2	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.17E-01	8.98E-03	NaN	FZD4,IRAK2,NFKBIA	
Role of Tissue Factor in Cancer	3.14E-01	9.57E-03	NaN	BCL2L1,PPP2R2D	
3-phosphoinositide Biosynthesis	3.14E-01	9.57E-03	NaN	DUSP1,DUSP6	
Oxidative Stress Induced Senescence	3.1E-01	1.16E-02	NaN	TNRC6C	
Platelet homeostasis	3.1E-01	1.16E-02	NaN	PDE2A	
HIPPO signaling	3.1E-01	1.16E-02	NaN	PPP2R2D	
Cell surface interactions at the vascular wall	3.1E-01	9.48E-03	NaN	SDC3,SLC7A5	
Sphingolipid metabolism	3.07E-01	1.15E-02	NaN	SGMS1	
LPS-stimulated MAPK Signaling	3.07E-01	1.15E-02	NaN	NFKBIA	
IL-17A Signaling in Fibroblasts	3.07E-01	1.15E-02	NaN	NFKBIA	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	3.07E-01	1.15E-02	NaN	FZD4	
Integrin Signaling	3.03E-01	9.35E-03	NaN	PARVB,RHOB	
Opioid Signalling	2.96E-01	1.11E-02	NaN	PRKACB	
Regulation of Cellular Mechanics by Calpain Protease	2.96E-01	1.11E-02	NaN	CCND3	
KEAP1-NFE2L2 pathway	2.93E-01	1.1E-02	NaN	CDKN1A	
OX40 Signaling Pathway	2.91E-01	8.37E-03	NaN	B2M,BCL2L1,HLA-A,NFKBIA	
RHOGDI Signaling	2.91E-01	9.09E-03	NaN	RHOB,WASF2	
ABRA Signaling Pathway	2.9E-01	1.09E-02	NaN	SMTN	
Cell junction organization	2.9E-01	1.09E-02	NaN	PARVB	
Actin Nucleation by ARP-WASP Complex	2.87E-01	1.08E-02	NaN	RHOB	
EPH-Ephrin signaling	2.84E-01	1.06E-02	NaN	EFNB1	
Class B/2 (Secretin family receptors)	2.8E-01	1.05E-02	NaN	FZD4	
Non-Small Cell Lung Cancer Signaling	2.77E-01	1.04E-02	NaN	CCND3	
HER-2 Signaling in Breast Cancer	2.73E-01	8.73E-03	NaN	CDKN1A,NFKBIA	
DNA Methylation and Transcriptional Repression Signaling	2.71E-01	1.02E-02	NaN	CDK8	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.71E-01	8.7E-03	NaN	FZD4,NFKBIA	
UVA-Induced MAPK Signaling	2.66E-01	1E-02	NaN	BCL2L1	
VEGF Signaling	2.63E-01	9.9E-03	NaN	BCL2L1	
Mitotic Metaphase and Anaphase	2.62E-01	8.51E-03	NaN	CLIP1,RAD21	
Superpathway of Inositol Phosphate Compounds	2.58E-01	8.44E-03	NaN	DUSP1,DUSP6	
WNK Renal Signaling Pathway	2.49E-01	9.43E-03	NaN	LRRC8A	
Mouse Embryonic Stem Cell Pluripotency	2.49E-01	9.43E-03	NaN	FZD4	
Cargo recognition for clathrin-mediated endocytosis	2.46E-01	9.35E-03	NaN	FZD4	
Sertoli Cell-Sertoli Cell Junction Signaling	2.44E-01	8.16E-03	NaN	MAP3K6,SORBS1	
ISGylation Signaling Pathway	2.44E-01	9.26E-03	NaN	ISG15	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	2.42E-01	8.13E-03	NaN	FZD4,IGF1R	
Kinetochore Metaphase Signaling Pathway	2.39E-01	9.09E-03	NaN	RAD21	
Pancreatic Secretion Signaling Pathway	2.38E-01	8.03E-03	NaN	PRKACB,PRKAG2	
O-linked glycosylation	2.36E-01	9.01E-03	NaN	GALNT15	
Binding and Uptake of Ligands by Scavenger Receptors	2.34E-01	8.93E-03	NaN	HSP90AA1	
Hedgehog 'off' state	2.34E-01	8.93E-03	NaN	PRKACB	
Regulation of Actin-based Motility by Rho	2.27E-01	8.7E-03	NaN	RHOB	
LPS/IL-1 Mediated Inhibition of RXR Function	2.25E-01	7.78E-03	NaN	FMO2,HMGCS2	
Signaling by ROBO receptors	2.24E-01	8.62E-03	NaN	PRKACB	
Cholecystokinin/Gastrin-mediated Signaling	2.18E-01	8.4E-03	NaN	RHOB	
NGF Signaling	2.11E-01	8.2E-03	NaN	MAP3K6	
