Supplementary Data 3. Differentially expressed genes induced by TBI in individual cell clusters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columns A-G show statistics on cell type marker genes. Log.fold.change is log fold change between the groups (positive values have higher expression in TBI, negative values have higher expression in Sham). PCT.TBI is percent of single cells gene is expressed in TBI single cells of the cell type and PCT.TBI is the percent of single cells which express the gene from the cell type of interest in Sham samples. Columns I-AB give the gene signatures for the hippocampal cell types with p values (Pval) and fold changes (FC) shown for each cell type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Type,Gene,Log.fold.change,PCT.TBI,PCT.Sham,P Value,FDR,,Genes,Ependymal_Pval,Ependymal_FC,Oligodendrocytes_Pval,Oligodendrocytes_FC,Astrocytes_Pval,Astrocytes_FC,Oligodendrocyte Progenitor Cells_Pval,Oligodendrocyte Progenitor Cells_FC,Neurons_Pval,Neurons_FC,Unknown1_Pval,Unknown1_FC,Unknown2_Pval,Unknown2_FC,Mural_Pval,Mural_FC,Microglia_Pval,Microglia_FC,Endothelial_Pval,Endothelial_FC,CA3_Pval,CA3 FC,CA Subtype 1_Pval,CA Subtype 1 FC,CA Subtype 2_Pval,CA Subtype 2 FC,CA1_Pval,CA1 FC,GABAergic_Pval,GABAergic FC,Neuronal Subtype 1_Pval,Neuronal Subtype 1 FC,Neuronal Subtype 2_Pval,Neuronal Subtype 2 FC,DG_Pval,DG FC,Whole Tissue_Pval,Whole Tissue FC,Number of Significant Cell Types
Astrocytes,Hspa5,0.347300699,0.476,0.437,0.000878731,0.687167575,,Mars,0.025701887,-0.430249581,---,---,0.012410843,0.374159129,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.004265038,0.709557136,---,---,---,---,---,---,---,---,9.03E-05,0.274810377,---,---,---,---,4
Astrocytes,Rpl38,0.271147757,0.407,0.389,0.000880182,0.688302256,,Ccnl1,---,---,---,---,0.0310669,0.36524727,---,---,---,---,---,---,---,---,0.014927234,1.302659772,---,---,---,---,---,---,---,---,---,---,---,---,0.049011689,0.597678304,---,---,---,---,---,---,4.14E-06,0.285908997,4
Astrocytes,Cystm1,-0.262838201,0.212,0.289,0.000882431,0.690061214,,Rps23,---,---,1.54E-07,0.439076987,---,---,---,---,---,---,---,---,---,---,---,---,0.000159321,0.422561366,---,---,---,---,---,---,---,---,0.008834959,-0.495562507,---,---,---,---,---,---,---,---,2.38E-20,0.365785831,4
Astrocytes,Galnt9,-0.350487557,0.064,0.113,0.000921463,0.720584428,,Ift88,0.005074661,-1.05292684,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.14E-06,-0.457901433,0.00512774,-0.70537301,0.030682088,0.956517916,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Plat,0.276533639,0.136,0.083,0.000940106,0.735163004,,Ptplb,0.021760837,-1.149291367,---,---,3.43E-05,0.369570133,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0240032,-0.402979322,---,---,---,---,0.000745,0.264947043,4
Astrocytes,Jakmip2,-0.394149141,0.059,0.106,0.000948597,0.741802526,,Arl1,---,---,---,---,---,---,---,---,0.018112424,-0.331240329,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.014958266,-1.206992928,---,---,---,---,---,---,---,---,0.009855901,-0.663038532,2.97E-05,-0.259216821,4
Astrocytes,Slc22a4,0.42379504,0.109,0.061,0.000953953,0.74599156,,Mrps34,---,---,---,---,---,---,---,---,0.021689623,-0.472603186,---,---,0.047152888,0.682944569,---,---,---,---,---,---,---,---,0.001258455,-0.88817366,---,---,---,---,---,---,0.03062811,-0.344525095,---,---,---,---,---,---,4
Astrocytes,Rpl22,0.323229686,0.403,0.343,0.000961871,0.752182923,,Copb1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027615634,-0.374858201,0.02240334,-1.022654931,---,---,---,---,0.03311133,0.831844775,---,---,---,---,---,---,0.049719116,0.258694508,---,---,4
Astrocytes,Rpl37,0.287440853,0.587,0.548,0.000963812,0.753700709,,Cmtm5,0.005933424,-1.492630541,1.98E-13,-0.50665957,2.00E-06,-0.485732669,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.87E-21,-0.554720026,4
Astrocytes,Zfp207,0.467384173,0.158,0.142,0.000971057,0.759366913,,Ybx1,---,---,---,---,0.000382207,0.347806115,---,---,7.74E-05,0.480795039,---,---,---,---,---,---,---,---,0.004165694,0.406530781,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.19E-13,0.339374078,4
Astrocytes,Cnrip1,-0.448971366,0.091,0.144,0.001007969,0.788232066,,Lrp1,---,---,---,---,0.000373382,0.399685113,0.03699862,0.711464734,0.005249626,0.4022625,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.34E-10,0.415083119,4
Astrocytes,Mfhas1,0.542072111,0.146,0.101,0.001010513,0.790220836,,Taf10,---,---,---,---,---,---,0.000964328,1.10925749,0.015775695,0.560966616,---,---,0.021343568,-0.890593365,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.37E-09,0.437336734,4
Astrocytes,Rpl31,0.295545662,0.538,0.501,0.001011445,0.790949643,,Rplp1,---,---,2.08E-11,0.468808295,---,---,---,---,---,---,---,---,---,---,---,---,0.00115645,0.273152244,0.017014205,0.299740124,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,8.56E-21,0.291007257,4
Astrocytes,Slc25a11,-0.271464617,0.134,0.198,0.001017474,0.79566492,,Mllt11,---,---,---,---,5.98E-06,-0.433936832,---,---,0.001159958,-0.371338781,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.030069707,-0.532983968,---,---,---,---,1.73E-22,-0.56700229,4
Astrocytes,Atp2b1,-0.323617727,0.367,0.441,0.001064941,0.832784021,,Tceb2,---,---,---,---,---,---,---,---,---,---,0.018361966,0.898127535,---,---,---,---,0.00029432,0.41198187,0.002686159,0.485253158,---,---,---,---,---,---,---,---,---,---,---,---,0.014278383,0.64822644,---,---,---,---,4
Astrocytes,Pnck,-0.264468717,0.055,0.101,0.001065007,0.832835683,,Tceb1,---,---,---,---,---,---,---,---,0.011649791,-0.4461595,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000369378,-0.692843558,0.000803843,-1.053576401,0.019715022,-0.260030248,---,---,---,---,---,---,---,---,4
Astrocytes,Igsf8,-0.324583756,0.134,0.199,0.001065253,0.833027527,,Matr3,---,---,---,---,---,---,---,---,0.000340638,-0.316130241,0.011914185,-0.782951763,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006463871,-0.438843736,9.63E-17,-0.324209055,4
Astrocytes,R3hdm4,-0.258036009,0.091,0.143,0.001074058,0.839913473,,Sox2,---,---,---,---,3.46E-10,0.754135505,0.034668851,0.672631193,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.007085611,1.336456513,---,---,---,---,---,---,3.92E-14,0.646839719,4
Astrocytes,Eif4a1,0.392704793,0.264,0.207,0.001109944,0.867976022,,Parg,---,---,---,---,---,---,---,---,---,---,---,---,0.029625561,-0.878179166,---,---,---,---,---,---,0.003305263,-0.423396414,---,---,0.040656803,-0.690763962,---,---,0.042230129,0.731585568,---,---,---,---,---,---,---,---,4
Astrocytes,Tubb3,-0.269199781,0.116,0.173,0.001110237,0.868205277,,Plekhb1,6.87E-08,-1.473103304,---,---,0.000112592,-0.26618896,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000131771,-0.462280089,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.56E-08,-0.288159182,4
Astrocytes,Fmnl2,0.541795453,0.169,0.12,0.001112585,0.870041398,,Ctnnbip1,0.001998422,0.676120438,---,---,---,---,---,---,---,---,0.014197303,0.458215186,---,---,0.000330112,1.077629806,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.002726386,-1.198624818,---,---,---,---,---,---,4
Astrocytes,Etv1,-0.467992083,0.068,0.109,0.001146049,0.896210484,,Adamts1,---,---,---,---,4.68E-07,0.649275131,---,---,---,---,---,---,---,---,---,---,0.003385242,-0.316646082,6.12E-05,1.041003725,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.40E-25,0.51163285,4
Astrocytes,Prrc2c,0.391154538,0.266,0.244,0.001165122,0.911125283,,Cuta,---,---,---,---,---,---,---,---,0.018098903,-0.534568203,---,---,---,---,---,---,---,---,0.047989852,-0.287667037,0.00065574,-0.895313614,---,---,---,---,---,---,0.025085999,-0.787768922,---,---,---,---,---,---,---,---,4
Astrocytes,Ift20,-0.279939584,0.113,0.174,0.001181322,0.923793868,,Got1,---,---,---,---,4.71E-05,-0.341411561,---,---,---,---,---,---,---,---,---,---,0.003571297,0.83619558,---,---,---,---,---,---,---,---,0.029688408,-0.411143974,---,---,---,---,---,---,---,---,3.18E-07,-0.299792846,4
Astrocytes,Amph,-0.270543389,0.056,0.101,0.001181835,0.924195026,,Ctsd,0.004388765,0.920926669,---,---,0.001757246,0.327269499,---,---,---,---,---,---,0.029034331,-0.362837061,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022932236,-1.594127532,---,---,---,---,4
Astrocytes,2-Sep,0.451556129,0.187,0.127,0.001183991,0.925881131,,Ctsf,---,---,---,---,---,---,---,---,0.004993823,-0.538779559,---,---,---,---,---,---,---,---,---,---,---,---,0.025179778,-0.577522073,---,---,---,---,0.045938772,-0.819074206,0.006158383,-0.846054245,---,---,---,---,---,---,4
Astrocytes,Wdr13,-0.434499344,0.058,0.103,0.001217322,0.95194607,,Dhrs1,---,---,---,---,7.71E-11,0.573239473,0.041816606,-0.63320808,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.030225028,-0.601114211,---,---,---,---,---,---,---,---,---,---,0.00109686,0.269054596,4
Astrocytes,Ptgds,-0.564043055,0.304,0.262,0.001235657,0.966284121,,Cnp,0.001217882,-1.448506788,1.23E-20,-0.404621019,---,---,0.005149057,-1.10429925,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.85E-11,-0.545406826,4
Astrocytes,Slc38a3,0.502214206,0.195,0.147,0.001239021,0.968914161,,Eif1,0.002497774,-0.663086827,---,---,---,---,---,---,0.000401757,-0.251902772,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.008653728,-0.561311626,---,---,0.018683786,-0.544756269,---,---,---,---,---,---,4
Astrocytes,Fbxl5,-0.287450135,0.087,0.136,0.001256859,0.982864073,,Cnih2,---,---,---,---,---,---,---,---,0.005738576,0.486575128,0.036954957,0.912231537,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022870903,0.700558777,---,---,---,---,0.049644525,0.342766055,---,---,---,---,4
Astrocytes,Camk2n1,0.321362145,0.508,0.453,0.001276179,0.997972201,,Rbm3,---,---,---,---,---,---,0.028624171,-0.824549224,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.007762688,-0.71234979,0.031084871,-0.415605191,0.000276415,-1.21569945,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Ndufs3,-0.253100823,0.253,0.33,0.001279225,1,,Rab3a,---,---,---,---,1.31E-05,-0.308979795,---,---,6.25E-06,-0.270497867,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000222033,-0.503626704,4.25E-23,-0.457847806,4
Astrocytes,Lrp11,-0.339496565,0.068,0.118,0.001325442,1,,Enpp2,1.89E-17,1.158533203,---,---,6.40E-05,0.825689776,---,---,---,---,0.030160101,2.055358876,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.97E-37,1.522062337,4
Astrocytes,Olfm1,-0.319792571,0.344,0.425,0.001342612,1,,Pja1,---,---,---,---,---,---,---,---,0.006275327,-0.370300586,0.0075651,-1.592515665,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.016080205,-0.251398862,---,---,---,---,---,---,---,---,4.44E-12,-0.356360724,4
Astrocytes,Camk2a,-0.30943866,0.311,0.377,0.001497019,1,,Gfap,---,---,1.30E-05,0.742869598,1.76E-16,0.679734033,---,---,0.007093666,0.600031491,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.34E-15,0.642177765,4
Astrocytes,Gdap1,-0.334434972,0.068,0.117,0.001502597,1,,Ahi1,0.030267944,-1.058081475,---,---,1.97E-05,-0.41814102,---,---,---,---,0.013937572,-0.573435964,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3.39E-14,-0.430909541,4
Astrocytes,Msn,0.289643797,0.153,0.098,0.001528308,1,,Lgals1,---,---,---,---,0.000611163,0.614920685,---,---,---,---,---,---,0.037569347,0.837139621,---,---,0.006379518,0.72856196,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.46E-20,0.863171301,4
Astrocytes,Csnk2a1,0.454464541,0.144,0.098,0.001567263,1,,Lap3,---,---,---,---,---,---,---,---,---,---,0.013931834,0.818357836,---,---,---,---,0.019985984,-0.299476274,---,---,0.002899715,-0.411387144,---,---,0.039437655,-0.335282885,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Nbea,-0.33823947,0.108,0.167,0.001573965,1,,Sdhb,---,---,---,---,---,---,---,---,0.003222129,-0.417242678,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.014737613,-0.680855515,---,---,---,---,0.038389763,0.458358014,0.034856782,-0.486891297,---,---,4
Astrocytes,Nnat,-0.251001579,0.349,0.334,0.001665798,1,,Nrxn2,---,---,---,---,2.66E-05,0.531421469,---,---,0.000444427,0.548933493,---,---,---,---,---,---,---,---,---,---,0.011486301,1.257706178,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000467065,0.303995456,4
Astrocytes,Set,0.344331675,0.257,0.223,0.001673726,1,,Dctn3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.004226428,-0.708472799,---,---,0.031943538,-0.527491122,0.006348055,0.681312158,---,---,5.83E-13,-0.280848835,4
Astrocytes,Cmip,0.388127861,0.291,0.256,0.001701607,1,,Itgb1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.00774241,0.342356098,---,---,0.033381532,0.394619646,---,---,---,---,0.034086715,-0.899702198,---,---,---,---,---,---,3.40E-10,0.369218248,4
Astrocytes,Clic4,0.270570355,0.135,0.083,0.001712798,1,,Ppp3ca,---,---,0.000561395,0.434106422,---,---,---,---,4.24E-11,0.330943341,---,---,---,---,---,---,---,---,---,---,---,---,0.001013144,0.529308098,---,---,---,---,0.004943809,0.858309777,---,---,---,---,---,---,---,---,4
Astrocytes,Ckmt1,-0.329385777,0.077,0.129,0.001737815,1,,Rpl26,---,---,1.27E-07,0.401885574,---,---,0.020631462,0.506724517,0.013112223,0.346021276,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.23E-15,0.28978854,4
Astrocytes,Atp6v1c1,-0.28080625,0.187,0.246,0.001739056,1,,Strn3,---,---,---,---,0.019909312,0.329916619,---,---,---,---,---,---,---,---,0.011985254,-1.861854397,---,---,---,---,0.00597052,1.295301289,---,---,0.029102851,0.326335624,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Dynll1,-0.278772161,0.44,0.479,0.001755629,1,,B2m,---,---,---,---,0.00683244,0.320515428,---,---,---,---,0.006039027,2.905840157,---,---,---,---,---,---,1.34E-05,0.47653426,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.42E-16,0.578646122,4
Astrocytes,Ctsd,0.327269499,0.392,0.338,0.001757246,1,,Klf13,0.037792166,0.515933539,---,---,---,---,---,---,1.24E-11,0.846839543,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.03961728,0.510774615,0.001399508,0.687474254,---,---,4
Astrocytes,Fam188a,-0.320973661,0.084,0.136,0.001809717,1,,Arpc1b,---,---,---,---,1.09E-08,0.737972293,---,---,---,---,0.015588361,1.861488777,---,---,---,---,0.008517025,0.250482679,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.42E-22,0.44850763,4
Astrocytes,Ppa2,-0.311505419,0.108,0.166,0.001873392,1,,Myl12b,---,---,---,---,8.84E-08,-0.34080509,---,---,0.000353744,-0.302822618,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000249834,-0.775832599,---,---,---,---,---,---,---,---,---,---,2.27E-12,-0.255238291,4
Astrocytes,Dbt,0.438248826,0.159,0.105,0.00190764,1,,Tnfrsf12a,0.000565529,0.558530898,---,---,3.07E-24,1.052747223,0.027886342,0.784782474,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.67E-28,0.725802211,4
Astrocytes,Dync1i1,-0.389300866,0.059,0.104,0.001914605,1,,Cox7c,0.007137034,0.627379725,6.14E-06,0.386151001,---,---,---,---,0.000947952,0.349315796,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.019387197,0.486201248,---,---,---,---,---,---,4
Astrocytes,Romo1,0.254772291,0.232,0.237,0.001950252,1,,Spry2,---,---,---,---,7.09E-06,0.512604892,0.043702875,0.605572505,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.041405298,-0.450873861,---,---,---,---,---,---,---,---,---,---,1.66E-05,0.385636426,4
Astrocytes,Shisa5,0.332769821,0.19,0.135,0.001974006,1,,Tmem30a,---,---,0.008434578,-0.268040698,---,---,---,---,0.003274196,-0.338166725,---,---,---,---,---,---,---,---,0.023748771,-0.399420592,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.95E-13,-0.280961108,4
Astrocytes,Naa20,-0.350402196,0.062,0.108,0.001976498,1,,Gabrg2,---,---,---,---,0.0001758,-0.381343064,---,---,0.00123888,-0.316697794,---,---,---,---,---,---,---,---,---,---,0.02776825,-0.910777982,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.03E-17,-0.499170462,4
Astrocytes,Dgkg,-0.356106846,0.077,0.126,0.002023765,1,,Grin2b,---,---,---,---,---,---,---,---,2.19E-05,0.614838221,---,---,---,---,---,---,---,---,---,---,---,---,0.002999815,0.814483467,---,---,0.000235806,0.88167726,---,---,0.018748144,1.065962068,---,---,---,---,---,---,4
Astrocytes,H2afv,-0.414596124,0.154,0.212,0.002066402,1,,Fkbp8,---,---,0.033588892,0.302304086,---,---,---,---,---,---,---,---,---,---,0.04175017,-1.13615442,---,---,---,---,---,---,---,---,---,---,---,---,0.030304314,0.77823736,---,---,0.042138556,-1.035141339,---,---,---,---,4
Astrocytes,Pttg1,-0.275160592,0.145,0.209,0.002086327,1,,Ftl1,0.037181528,-0.615578063,0.000473516,-0.334168627,---,---,0.041645873,-0.600367147,---,---,---,---,---,---,---,---,---,---,0.002231871,-0.298083647,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Plk2,-0.258322501,0.112,0.168,0.002137316,1,,Bdnf,---,---,---,---,1.89E-05,0.688633899,---,---,0.000397796,0.345881644,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.004586954,0.509212605,0.022446283,0.272534444,4
Astrocytes,Vps29,-0.254720136,0.221,0.286,0.002160551,1,,Bai1,0.007905717,0.281921737,---,---,---,---,---,---,0.00078633,0.540408717,---,---,---,---,---,---,---,---,---,---,---,---,0.010191105,0.961123242,---,---,---,---,---,---,0.000178741,1.197016999,---,---,---,---,---,---,4
Astrocytes,3-Sep,-0.25015085,0.113,0.17,0.002243155,1,,Atp5b,---,---,---,---,1.50E-11,-0.341472526,---,---,---,---,---,---,---,---,0.031608827,-0.373415966,---,---,---,---,---,---,0.017151054,-0.320984562,---,---,---,---,---,---,---,---,---,---,---,---,4.11E-20,-0.305013442,4
Astrocytes,Arhgef9,-0.31277965,0.181,0.248,0.002328016,1,,Ift20,0.034919561,-0.791756436,---,---,0.001181322,-0.279939584,---,---,0.002113807,-0.457898087,---,---,---,---,---,---,---,---,---,---,0.015170208,-0.440437332,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Hsd11b1,-0.361567796,0.322,0.354,0.002356394,1,,Magoh,---,---,---,---,---,---,---,---,---,---,0.007640212,-1.812658817,0.01850621,0.775984714,---,---,---,---,---,---,---,---,---,---,0.003237602,-1.047371024,---,---,---,---,0.027437609,-0.481860848,---,---,---,---,---,---,4
Astrocytes,Ppil4,-0.298550574,0.082,0.131,0.00236002,1,,Socs3,---,---,1.21E-09,0.935474549,4.87E-09,0.867860972,---,---,---,---,---,---,---,---,---,---,---,---,0.041741247,0.744257929,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3.47E-18,0.552732109,4
Astrocytes,Tagln2,0.306700987,0.106,0.065,0.002370873,1,,Fam92a,---,---,---,---,0.002392038,-0.321282388,---,---,---,---,---,---,0.000556282,-0.443641385,---,---,---,---,0.013113895,-0.544412628,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.83E-06,-0.313278528,4
Astrocytes,Fam92a,-0.321282388,0.112,0.167,0.002392038,1,,Atp6v0e2,---,---,---,---,3.66E-06,-0.426513187,---,---,1.71E-05,-0.576007809,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.032368283,-0.567041964,1.31E-20,-0.547002188,4
Astrocytes,Coq7,-0.325867596,0.097,0.149,0.002402023,1,,Lrrn1,---,---,0.002297274,-0.390537377,---,---,---,---,0.010160226,-0.662063361,---,---,---,---,---,---,---,---,---,---,---,---,0.047719278,-0.589121756,---,---,---,---,---,---,---,---,---,---,---,---,6.73E-09,-0.413224687,4
Astrocytes,Bai3,-0.320201567,0.068,0.114,0.00246778,1,,Cdc42bpa,---,---,0.008375007,0.377159795,---,---,0.014457158,0.417600392,---,---,---,---,---,---,---,---,---,---,0.014181226,-0.25247935,---,---,---,---,---,---,---,---,---,---,---,---,0.022342066,0.329987835,---,---,---,---,4
Astrocytes,Mtmr6,-0.305586704,0.063,0.109,0.00247831,1,,Pdia3,---,---,0.011826724,0.362088994,0.008012113,0.307705413,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.04084018,-0.2534434,---,---,---,---,---,---,3.02E-10,0.321785374,4
Astrocytes,Rnf5,-0.270807215,0.204,0.274,0.002480233,1,,Gatc,0.004107926,0.317957502,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.002054808,-0.818987228,0.041849533,-0.492266115,---,---,---,---,---,---,0.012657193,-0.500975409,---,---,4
Astrocytes,Ncam1,0.334164469,0.211,0.19,0.002555315,1,,Apoa1bp,---,---,---,---,---,---,0.025894363,-0.82684017,0.010193429,-0.356255865,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006334112,-0.819714318,3.10E-05,-0.275614376,4
Astrocytes,Arpc4,0.336854938,0.183,0.179,0.002557139,1,,Rnf34,---,---,---,---,1.20E-05,-0.335214241,0.025685242,-0.823015881,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.010539341,-1.065468719,---,---,---,---,---,---,---,---,1.75E-07,-0.336777737,4
Astrocytes,Pcdhga9,0.303358627,0.46,0.424,0.002614079,1,,Tspan13,---,---,---,---,1.15E-05,-0.47790589,---,---,0.018957822,-0.335285121,---,---,0.016574253,-1.442639732,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.22E-13,-0.384645884,4
Astrocytes,Hist1h2bc,0.314015234,0.392,0.336,0.002617131,1,,Mocs2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.011621984,0.497123926,---,---,0.033150356,-0.316785228,0.039583784,-0.624042057,0.009954673,-0.576900956,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4
Astrocytes,Slc38a2,0.439291757,0.102,0.061,0.002634837,1,,Ndufs3,---,---,---,---,0.001279225,-0.253100823,---,---,---,---,---,---,0.035980489,-1.246528201,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.043684735,-0.612853455,---,---,---,---,3.41E-08,-0.2726615,4
Astrocytes,Tprkb,-0.334272977,0.137,0.184,0.002654253,1,,Atp1b2,---,---,---,---,1.37E-07,0.395761377,6.29E-05,0.404752323,---,---,---,---,---,---,---,---,---,---,---,---,0.010055282,0.851754158,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.08E-06,0.34352972,4
Astrocytes,Zfp365,-0.327400305,0.093,0.147,0.002702429,1,,Wbp2,0.019831454,-0.7460595,0.00500514,-0.282753102,---,---,---,---,0.015091758,-0.396353984,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.15E-09,-0.340221045,4
Astrocytes,Dync1li1,-0.408027807,0.086,0.11,0.002711024,1,,Cyp46a1,---,---,---,---,0.000109918,-0.401714818,---,---,0.000270092,-0.616973869,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001629494,-0.559982689,2.47E-14,-0.47688301,4
Astrocytes,Atp13a4,0.291741233,0.127,0.079,0.002743719,1,,Srrt,0.010155687,0.67733682,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.036170013,-0.599722319,---,---,0.040318454,0.554851343,---,---,---,---,---,---,---,---,0.047649433,0.50229389,---,---,---,---,---,---,4
Astrocytes,Tcf25,0.267606734,0.414,0.404,0.002776764,1,,Sesn1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.036642781,-0.558954382,---,---,---,---,---,---,0.030976967,-0.993010481,---,---,---,---,0.017186974,0.378793749,0.024828355,-0.64076425,---,---,4
Astrocytes,1700020I14Rik,0.266673021,0.187,0.216,0.002911862,1,,Sparc,0.000230696,-0.9885431,0.001814947,0.405826675,---,---,---,---,---,---,---,---,0.044824476,0.677236699,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.60E-19,0.259756904,4
Astrocytes,Prmt5,0.296743784,0.097,0.102,0.002952193,1,,mt-Nd6,---,---,7.35E-06,0.511902251,---,---,0.004320501,0.989053993,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027018724,0.936669577,---,---,---,---,---,---,---,---,3.45E-10,0.352552526,4
Astrocytes,Cdk5,-0.389893786,0.093,0.143,0.00313517,1,,Anxa2,2.56E-05,-1.028651892,---,---,1.02E-09,0.567273215,---,---,---,---,---,---,---,---,---,---,---,---,0.049290273,0.429141142,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.69E-17,0.681418476,4
Astrocytes,Eprs,0.429851444,0.256,0.211,0.003139437,1,,Omg,---,---,1.94E-05,-0.471450601,---,---,---,---,0.046525363,-0.355055601,---,---,---,---,---,---,---,---,---,---,0.010769684,-0.934353934,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.57E-12,-0.404993808,4
